"","iso_code","location","region","sub_region","date","new_cases","total_cases","MA_new_cases","MA_total_cases","date_import","import_low","import_upp","MSM_pop","pop2022","cum_icni_prop"
"3198","VEN","Venezuela (Bolivarian Republic of)","Americas","Latin America and the Caribbean",2022-05-18,0,0,0,0,2022-05-28,NA,NA,210800,28301.696,0
"3199","VNM","Viet Nam","Asia","South-eastern Asia",2022-05-18,0,0,0,0,2022-09-18,NA,NA,256000,98186.856,0
"3200","ZAF","South Africa","Africa","Sub-Saharan Africa",2022-05-18,0,0,0,0,2022-06-16,2022-06-14,2022-06-19,309700,59893.885,0
"3201","ABW","Aruba","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-08-09,NA,NA,3587.1965,106.445,0
"3202","AND","Andorra","Europe","Southern Europe",2022-05-19,0,0,0,0,2022-06-20,NA,NA,576.577710468845,79.824,0
"3203","ARE","United Arab Emirates","Asia","Western Asia",2022-05-19,3,10,0.714285714285714,2.71428571428571,2022-05-12,NA,NA,96299.5158,9441.129,2.81858708399208e-05
"3204","ARG","Argentina","Americas","Latin America and the Caribbean",2022-05-19,0,2,0.0714285714285714,1.35714285714286,2022-05-03,NA,NA,205600,45510.318,6.60088938299055e-06
"3205","AUS","Australia","Oceania","Australia and New Zealand",2022-05-19,0,3,0.214285714285714,1.85714285714286,2022-05-08,NA,NA,263500,26177.413,7.04798048251559e-06
"3206","AUT","Austria","Europe","Western Europe",2022-05-19,0,2,0.142857142857143,0.714285714285714,2022-05-14,NA,NA,81238.97811776,8939.617,8.79240151507471e-06
"3207","BEL","Belgium","Europe","Western Europe",2022-05-19,1.02693706177793,9.02693706177793,0.644781218698424,2.716209790127,2022-05-10,NA,NA,105923.535897807,11655.93,2.5643118567601e-05
"3208","BEN","Benin","Africa","Sub-Saharan Africa",2022-05-19,0,0,0,0,2022-06-08,2022-06-06,2022-06-11,5800,13352.864,0
"3209","BGR","Bulgaria","Europe","Eastern Europe",2022-05-19,0,0,0,0,2022-06-10,NA,NA,57800,6781.953,0
"3210","BHR","Bahrain","Asia","Western Asia",2022-05-19,0,0,0,0,2022-09-10,2022-09-08,2022-09-13,15016.7766,1472.233,0
"3211","BHS","Bahamas","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-06-18,2022-06-16,2022-06-21,2800,409.984,0
"3212","BIH","Bosnia and Herzegovina","Europe","Southern Europe",2022-05-19,0,0,0,0,2022-07-02,NA,NA,6900,3233.526,0
"3213","BMU","Bermuda","Americas","Northern America",2022-05-19,0,0,0,0,2022-07-16,NA,NA,718.819322375309,64.184,0
"3214","BOL","Bolivia","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-07-26,2022-07-24,2022-07-29,35500,12224.11,0
"3215","BRA","Brazil","Americas","Latin America and the Caribbean",2022-05-19,0,1,0.0714285714285714,0.5,2022-05-13,NA,NA,2e+06,215313.498,2.5e-07
"3216","BRB","Barbados","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-07-04,NA,NA,2600,281.635,0
"3217","CAN","Canada","Americas","Northern America",2022-05-19,4.03438278378513,51.4485651516516,2.88918322511797,28.4920099381695,2022-04-28,NA,NA,349800,38454.327,8.14522868443953e-05
"3218","CHE","Switzerland","Europe","Western Europe",2022-05-19,0.880199264737495,3.63385244620832,0.25956088901488,0.885268819886196,2022-05-13,2022-05-11,2022-05-16,80000,8740.472,1.10658602485775e-05
"3219","CHL","Chile","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-06-02,NA,NA,122600,19603.733,0
"3220","CHN","China","Asia","Eastern Asia",2022-05-19,0,0,0,0,2022-09-09,NA,NA,23241963.5931,1425887.337,0
"3221","COL","Colombia","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-05-30,NA,NA,356700,51874.024,0
"3222","CRI","Costa Rica","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-07-13,NA,NA,10100,5180.829,0
"3223","CUB","Cuba","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-08-17,NA,NA,279200,11212.191,0
"3224","CUW","Curaçao","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-08-09,NA,NA,3029.62765740541,191.163,0
"3225","CYP","Cyprus","Asia","Western Asia",2022-05-19,0,0,0,0,2022-07-26,NA,NA,12765.1776,1251.488,0
"3226","CZE","Czechia","Europe","Eastern Europe",2022-05-19,0,3,0.214285714285714,1.64285714285714,2022-05-09,NA,NA,111094.883774052,10493.986,1.47878739960557e-05
"3227","DEU","Germany","Europe","Western Europe",2022-05-19,7,38,2.57142857142857,12.2857142857143,2022-05-02,NA,NA,750000,83369.843,1.63809523809524e-05
"3228","DNK","Denmark","Europe","Northern Europe",2022-05-19,1,2,0.142857142857143,0.357142857142857,2022-05-16,NA,NA,50000,5882.261,7.14285714285714e-06
"3229","DOM","Dominican Republic","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-06-27,NA,NA,142000,11228.821,0
"3230","ECU","Ecuador","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-06-04,NA,NA,89400,18001,0
"3231","EGY","Egypt","Africa","Northern Africa",2022-05-19,0,0,0,0,2022-09-01,2022-08-30,2022-09-04,64300,110990.103,0
"3232","ESP","Spain","Europe","Southern Europe",2022-05-19,19.3397534159124,121.70191868421,7.97870847744359,55.5170173534497,2022-04-26,NA,NA,890200,47558.63,6.23646566540662e-05
"3233","EST","Estonia","Europe","Northern Europe",2022-05-19,0,0,0,0,2022-06-16,NA,NA,9000,1326.062,0
"3234","FIN","Finland","Europe","Northern Europe",2022-05-19,1,2,0.142857142857143,0.428571428571429,2022-05-15,NA,NA,58159.5605503088,5540.745,7.36889042001458e-06
"3235","FRA","France","Europe","Western Europe",2022-05-19,2,23,1.64285714285714,7.78571428571429,2022-05-07,NA,NA,330000,64626.628,2.35930735930736e-05
"3236","GBR","The United Kingdom","Europe","Northern Europe",2022-05-19,15.1979388487585,170.764322051564,9.98316586082602,88.0697736998061,2022-04-17,NA,NA,708621.322760554,67508.936,0.000124283267904945
"3237","GEO","Georgia","Asia","Western Asia",2022-05-19,0,0,0,0,2022-05-29,NA,NA,18500,3744.385,0
"3238","GRC","Greece","Europe","Southern Europe",2022-05-19,0,0,0,0,2022-06-02,NA,NA,94000,10384.971,0
"3239","GTM","Guatemala","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-07-16,NA,NA,116500,17843.908,0
"3240","GUM","Guam","Oceania","Micronesia",2022-05-19,0,0,0,0,2022-09-05,2022-09-03,2022-09-08,2799.9162,171.774,0
"3241","GUY","Guyana","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-08-15,NA,NA,3300,808.726,0
"3242","HKG","Hong Kong","Asia","Eastern Asia",2022-05-19,0,0,0,0,2022-08-30,NA,NA,122068.4995,7488.865,0
"3243","HND","Honduras","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-07-26,NA,NA,40900,10432.86,0
"3244","HRV","Croatia","Europe","Southern Europe",2022-05-19,0,0,0,0,2022-06-19,NA,NA,29500,4030.358,0
"3245","HUN","Hungary","Europe","Eastern Europe",2022-05-19,0,0,0,0,2022-05-26,NA,NA,210310.1988,9967.308,0
"3246","IDN","Indonesia","Asia","South-eastern Asia",2022-05-19,0,0,0,0,2022-08-11,NA,NA,754300,275501.339,0
"3247","IND","India","Asia","Southern Asia",2022-05-19,0,0,0,0,2022-07-08,2022-07-06,2022-07-11,238200,1417173.173,0
"3248","IRL","Ireland","Europe","Northern Europe",2022-05-19,0,1,0.0714285714285714,0.285714285714286,2022-05-16,NA,NA,86500,5023.109,3.30305532617671e-06
"3249","IRN","Iran","Asia","Southern Asia",2022-05-19,0,0,0,0,2022-08-10,2022-08-08,2022-08-13,313924.554014187,88550.57,0
"3250","ISL","Iceland","Europe","Northern Europe",2022-05-19,0,0,0,0,2022-06-07,2022-06-05,2022-06-10,3914.21044817071,372.899,0
"3251","ISR","Israel","Asia","Western Asia",2022-05-19,0,1,0.0714285714285714,0.285714285714286,2022-05-16,NA,NA,92190.7518,9038.309,3.09916428856246e-06
"3252","ITA","Italy","Europe","Southern Europe",2022-05-19,2,11,0.785714285714286,3.42857142857143,2022-05-09,NA,NA,426434.30034556,59037.474,8.04009298922036e-06
"3253","JAM","Jamaica","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-07-03,NA,NA,42400,2827.377,0
"3254","JOR","Jordan","Asia","Western Asia",2022-05-19,0,0,0,0,2022-09-02,2022-08-31,2022-09-05,115115.8638,11285.869,0
"3255","JPN","Japan","Asia","Eastern Asia",2022-05-19,0,0,0,0,2022-07-15,NA,NA,7e+05,123951.692,0
"3256","KOR","Republic of Korea","Asia","Eastern Asia",2022-05-19,0,0,0,0,2022-06-19,NA,NA,520231.319373243,51815.81,0
"3257","LBN","Lebanon","Asia","Western Asia",2022-05-19,0,0,0,0,2022-06-06,NA,NA,16500,5489.739,0
"3258","LTU","Lithuania","Europe","Northern Europe",2022-05-19,0,0,0,0,2022-07-26,NA,NA,28866.5134903663,2750.055,0
"3259","LUX","Luxembourg","Europe","Western Europe",2022-05-19,0,0,0,0,2022-06-05,NA,NA,5885.0710259828,647.599,0
"3260","LVA","Latvia","Europe","Northern Europe",2022-05-19,0,0,0,0,2022-05-24,NA,NA,19425.7358698135,1850.651,0
"3261","MAF","Saint Martin","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-07-22,NA,NA,503.836479112461,31.791,0
"3262","MAR","Morocco","Africa","Northern Africa",2022-05-19,0,0,0,0,2022-05-26,NA,NA,42000,37457.971,0
"3263","MCO","Monaco","Europe","Western Europe",2022-05-19,0,0,0,0,2022-07-15,2022-07-13,2022-07-18,331.412888603235,36.469,0
"3264","MDA","Republic of Moldova","Europe","Eastern Europe",2022-05-19,0,0,0,0,2022-08-06,NA,NA,14600,3272.996,0
"3265","MEX","Mexico","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-05-20,NA,NA,1200000,127504.125,0
"3266","MLT","Malta","Europe","Southern Europe",2022-05-19,0,1,0.0714285714285714,0.357142857142857,2022-05-15,NA,NA,3851.9846274941,533.286,9.27165842235451e-05
"3267","MNE","Montenegro","Europe","Southern Europe",2022-05-19,0,0,0,0,2022-07-26,2022-07-24,2022-07-29,4529.48366200923,627.082,0
"3268","MTQ","Martinique","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-07-09,2022-07-07,2022-07-12,12384.9859,367.507,0
"3269","NCL","New Caledonia","Oceania","Melanesia",2022-05-19,0,0,0,0,2022-07-06,2022-07-04,2022-07-09,4726.185,289.95,0
"3270","NLD","Netherlands","Europe","Western Europe",2022-05-19,1,22,1.28571428571429,8.78571428571429,2022-04-27,NA,NA,230000,17564.014,3.81987577639752e-05
"3271","NOR","Norway","Europe","Northern Europe",2022-05-19,0,0,0,0,2022-05-23,NA,NA,57042.4383237622,5434.319,0
"3272","NZL","New Zealand","Oceania","Australia and New Zealand",2022-05-19,0,0,0,0,2022-07-06,NA,NA,37500,5185.288,0
"3273","PAN","Panama","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-06-28,NA,NA,29600,4408.581,0
"3274","PER","Peru","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-06-15,NA,NA,260000,34049.588,0
"3275","PHL","Philippines","Asia","South-eastern Asia",2022-05-19,0,0,0,0,2022-07-12,NA,NA,678100,115559.009,0
"3276","POL","Poland","Europe","Eastern Europe",2022-05-19,0,2,0.142857142857143,0.428571428571429,2022-05-16,NA,NA,840985.7595,39857.145,5.09606047106234e-07
"3277","PRI","Puerto Rico","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-06-23,2022-06-21,2022-06-26,109606.1159,3252.407,0
"3278","PRT","Portugal","Europe","Southern Europe",2022-05-19,7.5731851904939,68.3858699549133,4.31327642535095,34.34371069528,2022-04-22,NA,NA,74187.6105711891,10270.865,0.000462930540973878
"3279","PRY","Paraguay","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-08-19,2022-08-17,2022-08-22,27700,6780.744,0
"3280","QAT","Qatar","Asia","Western Asia",2022-05-19,0,0,0,0,2022-07-09,NA,NA,27490.2444,2695.122,0
"3281","ROU","Romania","Europe","Eastern Europe",2022-05-19,0,0,0,0,2022-06-02,NA,NA,10500,19659.267,0
"3282","RUS","Russia","Europe","Eastern Europe",2022-05-19,0,0,0,0,2022-07-06,2022-07-04,2022-07-09,1532011.64928064,144713.314,0
"3283","SAU","Saudi Arabia","Asia","Western Asia",2022-05-19,0,0,0,0,2022-07-03,NA,NA,371369.964,36408.82,0
"3284","SDN","Sudan","Africa","Northern Africa",2022-05-19,0,0,0,0,2022-07-09,NA,NA,132000,46874.204,0
"3285","SGP","Singapore","Asia","South-eastern Asia",2022-05-19,0,0,0,0,2022-06-14,NA,NA,97403.7307,5975.689,0
"3286","SLV","El Salvador","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-08-22,NA,NA,54100,6336.392,0
"3287","SMR","San Marino","Europe","Southern Europe",2022-05-19,0,0,0,0,2022-09-15,NA,NA,243.129957586457,33.66,0
"3288","SRB","Serbia","Europe","Southern Europe",2022-05-19,0,0,0,0,2022-06-03,NA,NA,40000,7221.365,0
"3289","SVK","Slovakia","Europe","Eastern Europe",2022-05-19,0,0,0,0,2022-06-23,NA,NA,119076.8583,5643.453,0
"3290","SVN","Slovenia","Europe","Southern Europe",2022-05-19,1,2,0.142857142857143,0.214285714285714,2022-05-18,NA,NA,15311.8711173472,2119.844,1.39947438587662e-05
"3291","SWE","Sweden","Europe","Northern Europe",2022-05-19,0,4,0.214285714285714,2.21428571428571,2022-05-05,NA,NA,1e+05,10549.347,2.21428571428571e-05
"3292","THA","Thailand","Asia","South-eastern Asia",2022-05-19,0,0,0,0,2022-07-09,NA,NA,527900,71697.03,0
"3293","TUR","Türkiye","Asia","Western Asia",2022-05-19,0,0,0,0,2022-06-25,NA,NA,870480.6582,85341.241,0
"3294","TWN","Taiwan, Province of China","Asia","Eastern Asia",2022-05-19,0,0,0,0,2022-06-20,NA,NA,239889.946426095,23893.394,0
"3295","UKR","Ukraine","Europe","Eastern Europe",2022-05-19,0,0,0,0,2022-08-26,NA,NA,179400,39701.739,0
"3296","URY","Uruguay","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-07-20,NA,NA,28600,3422.794,0
"3297","USA","United States of America","Americas","Northern America",2022-05-19,1,19,1.07142857142857,9.64285714285714,2022-04-29,NA,NA,4500000,338289.857,2.14285714285714e-06
"3298","VEN","Venezuela (Bolivarian Republic of)","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-05-28,NA,NA,210800,28301.696,0
"3299","VNM","Viet Nam","Asia","South-eastern Asia",2022-05-19,0,0,0,0,2022-09-18,NA,NA,256000,98186.856,0
"3300","ZAF","South Africa","Africa","Sub-Saharan Africa",2022-05-19,0,0,0,0,2022-06-16,2022-06-14,2022-06-19,309700,59893.885,0
"3301","ABW","Aruba","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-08-09,NA,NA,3587.1965,106.445,0
"3302","AND","Andorra","Europe","Southern Europe",2022-05-20,0,0,0,0,2022-06-20,NA,NA,576.577710468845,79.824,0
"3303","ARE","United Arab Emirates","Asia","Western Asia",2022-05-20,1,11,0.785714285714286,3.5,2022-05-12,NA,NA,96299.5158,9441.129,3.63449387146347e-05
"3304","ARG","Argentina","Americas","Latin America and the Caribbean",2022-05-20,0,2,0.0714285714285714,1.42857142857143,2022-05-03,NA,NA,205600,45510.318,6.94830461367426e-06
"3305","AUS","Australia","Oceania","Australia and New Zealand",2022-05-20,0,3,0.214285714285714,2.07142857142857,2022-05-08,NA,NA,263500,26177.413,7.86120899972892e-06
"3306","AUT","Austria","Europe","Western Europe",2022-05-20,1,3,0.214285714285714,0.928571428571429,2022-05-14,NA,NA,81238.97811776,8939.617,1.14301219695971e-05
"3307","BEL","Belgium","Europe","Western Europe",2022-05-20,2.09661854523749,11.1235556070154,0.794539686215387,3.51074947634238,2022-05-10,NA,NA,105923.535897807,11655.93,3.31441869513259e-05
"3308","BEN","Benin","Africa","Sub-Saharan Africa",2022-05-20,0,0,0,0,2022-06-08,2022-06-06,2022-06-11,5800,13352.864,0
"3309","BGR","Bulgaria","Europe","Eastern Europe",2022-05-20,0,0,0,0,2022-06-10,NA,NA,57800,6781.953,0
"3310","BHR","Bahrain","Asia","Western Asia",2022-05-20,0,0,0,0,2022-09-10,2022-09-08,2022-09-13,15016.7766,1472.233,0
"3311","BHS","Bahamas","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-06-18,2022-06-16,2022-06-21,2800,409.984,0
"3312","BIH","Bosnia and Herzegovina","Europe","Southern Europe",2022-05-20,0,0,0,0,2022-07-02,NA,NA,6900,3233.526,0
"3313","BMU","Bermuda","Americas","Northern America",2022-05-20,0,0,0,0,2022-07-16,NA,NA,718.819322375309,64.184,0
"3314","BOL","Bolivia","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-07-26,2022-07-24,2022-07-29,35500,12224.11,0
"3315","BRA","Brazil","Americas","Latin America and the Caribbean",2022-05-20,0,1,0.0714285714285714,0.571428571428571,2022-05-13,NA,NA,2e+06,215313.498,2.85714285714286e-07
"3316","BRB","Barbados","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-07-04,NA,NA,2600,281.635,0
"3317","CAN","Canada","Americas","Northern America",2022-05-20,6.07284567533451,57.5214108269861,3.32295791621329,31.8149678543828,2022-04-28,NA,NA,349800,38454.327,9.09518806586128e-05
"3318","CHE","Switzerland","Europe","Western Europe",2022-05-20,1.11631047611352,4.75016292232184,0.339297351594417,1.22456617148061,2022-05-13,2022-05-11,2022-05-16,80000,8740.472,1.53070771435077e-05
"3319","CHL","Chile","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-06-02,NA,NA,122600,19603.733,0
"3320","CHN","China","Asia","Eastern Asia",2022-05-20,0,0,0,0,2022-09-09,NA,NA,23241963.5931,1425887.337,0
"3321","COL","Colombia","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-05-30,NA,NA,356700,51874.024,0
"3322","CRI","Costa Rica","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-07-13,NA,NA,10100,5180.829,0
"3323","CUB","Cuba","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-08-17,NA,NA,279200,11212.191,0
"3324","CUW","Curaçao","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-08-09,NA,NA,3029.62765740541,191.163,0
"3325","CYP","Cyprus","Asia","Western Asia",2022-05-20,0,0,0,0,2022-07-26,NA,NA,12765.1776,1251.488,0
"3326","CZE","Czechia","Europe","Eastern Europe",2022-05-20,0,3,0.214285714285714,1.85714285714286,2022-05-09,NA,NA,111094.883774052,10493.986,1.67167271259761e-05
"3327","DEU","Germany","Europe","Western Europe",2022-05-20,5,43,2.92857142857143,15.2142857142857,2022-05-02,NA,NA,750000,83369.843,2.02857142857143e-05
"3328","DNK","Denmark","Europe","Northern Europe",2022-05-20,0,2,0.142857142857143,0.5,2022-05-16,NA,NA,50000,5882.261,1e-05
"3329","DOM","Dominican Republic","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-06-27,NA,NA,142000,11228.821,0
"3330","ECU","Ecuador","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-06-04,NA,NA,89400,18001,0
"3331","EGY","Egypt","Africa","Northern Africa",2022-05-20,0,0,0,0,2022-09-01,2022-08-30,2022-09-04,64300,110990.103,0
"3332","ESP","Spain","Europe","Southern Europe",2022-05-20,12.3507578799234,134.052676564134,8.50376261172383,64.0207799651736,2022-04-26,NA,NA,890200,47558.63,7.19172994441401e-05
"3333","EST","Estonia","Europe","Northern Europe",2022-05-20,0,0,0,0,2022-06-16,NA,NA,9000,1326.062,0
"3334","FIN","Finland","Europe","Northern Europe",2022-05-20,0,2,0.142857142857143,0.571428571428571,2022-05-15,NA,NA,58159.5605503088,5540.745,9.8251872266861e-06
"3335","FRA","France","Europe","Western Europe",2022-05-20,5,28,2,9.78571428571429,2022-05-07,NA,NA,330000,64626.628,2.96536796536797e-05
"3336","GBR","The United Kingdom","Europe","Northern Europe",2022-05-20,17.4204967111124,188.184818762677,11.0846299116198,99.1544036114259,2022-04-17,NA,NA,708621.322760554,67508.936,0.000139925797356977
"3337","GEO","Georgia","Asia","Western Asia",2022-05-20,0,0,0,0,2022-05-29,NA,NA,18500,3744.385,0
"3338","GRC","Greece","Europe","Southern Europe",2022-05-20,0,0,0,0,2022-06-02,NA,NA,94000,10384.971,0
"3339","GTM","Guatemala","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-07-16,NA,NA,116500,17843.908,0
"3340","GUM","Guam","Oceania","Micronesia",2022-05-20,0,0,0,0,2022-09-05,2022-09-03,2022-09-08,2799.9162,171.774,0
"3341","GUY","Guyana","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-08-15,NA,NA,3300,808.726,0
"3342","HKG","Hong Kong","Asia","Eastern Asia",2022-05-20,0,0,0,0,2022-08-30,NA,NA,122068.4995,7488.865,0
"3343","HND","Honduras","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-07-26,NA,NA,40900,10432.86,0
"3344","HRV","Croatia","Europe","Southern Europe",2022-05-20,0,0,0,0,2022-06-19,NA,NA,29500,4030.358,0
"3345","HUN","Hungary","Europe","Eastern Europe",2022-05-20,0,0,0,0,2022-05-26,NA,NA,210310.1988,9967.308,0
"3346","IDN","Indonesia","Asia","South-eastern Asia",2022-05-20,0,0,0,0,2022-08-11,NA,NA,754300,275501.339,0
"3347","IND","India","Asia","Southern Asia",2022-05-20,0,0,0,0,2022-07-08,2022-07-06,2022-07-11,238200,1417173.173,0
"3348","IRL","Ireland","Europe","Northern Europe",2022-05-20,1,2,0.142857142857143,0.428571428571429,2022-05-16,NA,NA,86500,5023.109,4.95458298926507e-06
"3349","IRN","Iran","Asia","Southern Asia",2022-05-20,0,0,0,0,2022-08-10,2022-08-08,2022-08-13,313924.554014187,88550.57,0
"3350","ISL","Iceland","Europe","Northern Europe",2022-05-20,0,0,0,0,2022-06-07,2022-06-05,2022-06-10,3914.21044817071,372.899,0
"3351","ISR","Israel","Asia","Western Asia",2022-05-20,0,1,0.0714285714285714,0.357142857142857,2022-05-16,NA,NA,92190.7518,9038.309,3.87395536070308e-06
"3352","ITA","Italy","Europe","Southern Europe",2022-05-20,3,14,1,4.42857142857143,2022-05-09,NA,NA,426434.30034556,59037.474,1.03851201110763e-05
"3353","JAM","Jamaica","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-07-03,NA,NA,42400,2827.377,0
"3354","JOR","Jordan","Asia","Western Asia",2022-05-20,0,0,0,0,2022-09-02,2022-08-31,2022-09-05,115115.8638,11285.869,0
"3355","JPN","Japan","Asia","Eastern Asia",2022-05-20,0,0,0,0,2022-07-15,NA,NA,7e+05,123951.692,0
"3356","KOR","Republic of Korea","Asia","Eastern Asia",2022-05-20,0,0,0,0,2022-06-19,NA,NA,520231.319373243,51815.81,0
"3357","LBN","Lebanon","Asia","Western Asia",2022-05-20,0,0,0,0,2022-06-06,NA,NA,16500,5489.739,0
"3358","LTU","Lithuania","Europe","Northern Europe",2022-05-20,0,0,0,0,2022-07-26,NA,NA,28866.5134903663,2750.055,0
"3359","LUX","Luxembourg","Europe","Western Europe",2022-05-20,0,0,0,0,2022-06-05,NA,NA,5885.0710259828,647.599,0
"3360","LVA","Latvia","Europe","Northern Europe",2022-05-20,0,0,0,0,2022-05-24,NA,NA,19425.7358698135,1850.651,0
"3361","MAF","Saint Martin","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-07-22,NA,NA,503.836479112461,31.791,0
"3362","MAR","Morocco","Africa","Northern Africa",2022-05-20,0,0,0,0,2022-05-26,NA,NA,42000,37457.971,0
"3363","MCO","Monaco","Europe","Western Europe",2022-05-20,0,0,0,0,2022-07-15,2022-07-13,2022-07-18,331.412888603235,36.469,0
"3364","MDA","Republic of Moldova","Europe","Eastern Europe",2022-05-20,0,0,0,0,2022-08-06,NA,NA,14600,3272.996,0
"3365","MEX","Mexico","Americas","Latin America and the Caribbean",2022-05-20,1,1,0.0714285714285714,0.0714285714285714,2022-05-20,NA,NA,1200000,127504.125,5.95238095238095e-08
"3366","MLT","Malta","Europe","Southern Europe",2022-05-20,0,1,0.0714285714285714,0.428571428571429,2022-05-15,NA,NA,3851.9846274941,533.286,0.000111259901068254
"3367","MNE","Montenegro","Europe","Southern Europe",2022-05-20,0,0,0,0,2022-07-26,2022-07-24,2022-07-29,4529.48366200923,627.082,0
"3368","MTQ","Martinique","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-07-09,2022-07-07,2022-07-12,12384.9859,367.507,0
"3369","NCL","New Caledonia","Oceania","Melanesia",2022-05-20,0,0,0,0,2022-07-06,2022-07-04,2022-07-09,4726.185,289.95,0
"3370","NLD","Netherlands","Europe","Western Europe",2022-05-20,5,27,1.64285714285714,10.4285714285714,2022-04-27,NA,NA,230000,17564.014,4.53416149068323e-05
"3371","NOR","Norway","Europe","Northern Europe",2022-05-20,0,0,0,0,2022-05-23,NA,NA,57042.4383237622,5434.319,0
"3372","NZL","New Zealand","Oceania","Australia and New Zealand",2022-05-20,0,0,0,0,2022-07-06,NA,NA,37500,5185.288,0
"3373","PAN","Panama","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-06-28,NA,NA,29600,4408.581,0
"3374","PER","Peru","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-06-15,NA,NA,260000,34049.588,0
"3375","PHL","Philippines","Asia","South-eastern Asia",2022-05-20,0,0,0,0,2022-07-12,NA,NA,678100,115559.009,0
"3376","POL","Poland","Europe","Eastern Europe",2022-05-20,0,2,0.142857142857143,0.571428571428571,2022-05-16,NA,NA,840985.7595,39857.145,6.79474729474978e-07
"3377","PRI","Puerto Rico","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-06-23,2022-06-21,2022-06-26,109606.1159,3252.407,0
"3378","PRT","Portugal","Europe","Southern Europe",2022-05-20,16.6457763620462,85.0316463169595,5.50226045121139,39.8459711464914,2022-04-22,NA,NA,74187.6105711891,10270.865,0.000537097378385787
"3379","PRY","Paraguay","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-08-19,2022-08-17,2022-08-22,27700,6780.744,0
"3380","QAT","Qatar","Asia","Western Asia",2022-05-20,0,0,0,0,2022-07-09,NA,NA,27490.2444,2695.122,0
"3381","ROU","Romania","Europe","Eastern Europe",2022-05-20,0,0,0,0,2022-06-02,NA,NA,10500,19659.267,0
"3382","RUS","Russia","Europe","Eastern Europe",2022-05-20,0,0,0,0,2022-07-06,2022-07-04,2022-07-09,1532011.64928064,144713.314,0
"3383","SAU","Saudi Arabia","Asia","Western Asia",2022-05-20,0,0,0,0,2022-07-03,NA,NA,371369.964,36408.82,0
"3384","SDN","Sudan","Africa","Northern Africa",2022-05-20,0,0,0,0,2022-07-09,NA,NA,132000,46874.204,0
"3385","SGP","Singapore","Asia","South-eastern Asia",2022-05-20,0,0,0,0,2022-06-14,NA,NA,97403.7307,5975.689,0
"3386","SLV","El Salvador","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-08-22,NA,NA,54100,6336.392,0
"3387","SMR","San Marino","Europe","Southern Europe",2022-05-20,0,0,0,0,2022-09-15,NA,NA,243.129957586457,33.66,0
