"","iso_code","location","region","sub_region","date","new_cases","total_cases","MA_new_cases","MA_total_cases","date_import","import_low","import_upp","MSM_pop","pop2022","cum_icni_prop"
"15195","UKR","Ukraine","Europe","Eastern Europe",2022-09-15,1,3,0.142857142857143,1.57142857142857,2022-08-26,NA,NA,179400,39701.739,8.75935658544354e-06
"15196","URY","Uruguay","Americas","Latin America and the Caribbean",2022-09-15,0,7,0.142857142857143,5.5,2022-07-20,NA,NA,28600,3422.794,0.000192307692307692
"15197","USA","United States of America","Americas","Northern America",2022-09-15,119.527403298837,24789.9363544348,199.14784108971,23660.2600460396,2022-04-29,NA,NA,4500000,338289.857,0.00525783556578657
"15198","VEN","Venezuela (Bolivarian Republic of)","Americas","Latin America and the Caribbean",2022-09-15,0,8,0.285714285714286,6.07142857142857,2022-05-28,NA,NA,210800,28301.696,2.88018433179724e-05
"15199","VNM","Viet Nam","Asia","South-eastern Asia",2022-09-15,0,0,0,0,2022-09-18,NA,NA,256000,98186.856,0
"15200","ZAF","South Africa","Africa","Sub-Saharan Africa",2022-09-15,0,5,7.43452918275774e-19,5,2022-06-16,2022-06-14,2022-06-19,309700,59893.885,1.61446561188247e-05
"15201","ABW","Aruba","Americas","Latin America and the Caribbean",2022-09-16,0,3,0,3,2022-08-09,NA,NA,3587.1965,106.445,0.000836307684845255
"15202","AND","Andorra","Europe","Southern Europe",2022-09-16,0,4,0,4,2022-06-20,NA,NA,576.577710468845,79.824,0.00693748635677815
"15203","ARE","United Arab Emirates","Asia","Western Asia",2022-09-16,0,16,0,16,2022-05-12,NA,NA,96299.5158,9441.129,0.000166148291266902
"15204","ARG","Argentina","Americas","Latin America and the Caribbean",2022-09-16,9,401,10.0186376647272,329.756463198715,2022-05-03,NA,NA,205600,45510.318,0.00160387384824278
"15205","AUS","Australia","Oceania","Australia and New Zealand",2022-09-16,0,34,0.00888696645094918,33.9982428106175,2022-05-08,NA,NA,263500,26177.413,0.000129025589414108
"15206","AUT","Austria","Europe","Western Europe",2022-09-16,0.997887985230295,307.338632408015,1.47045038856832,297.893501172196,2022-05-14,NA,NA,81238.97811776,8939.617,0.00366687897945226
"15207","BEL","Belgium","Europe","Western Europe",2022-09-16,1,768.150717119213,1.58388786553419,757.902625932363,2022-05-10,NA,NA,105923.535897807,11655.93,0.00715518623418667
"15208","BEN","Benin","Africa","Sub-Saharan Africa",2022-09-16,0,3,0,3,2022-06-08,2022-06-06,2022-06-11,5800,13352.864,0.000517241379310345
"15209","BGR","Bulgaria","Europe","Eastern Europe",2022-09-16,0,6,0.0714285714285714,5.64285714285714,2022-06-10,NA,NA,57800,6781.953,9.76272862086011e-05
"15210","BHR","Bahrain","Asia","Western Asia",2022-09-16,0,1,0.0714285714285714,0.441794438620666,2022-09-10,2022-09-08,2022-09-13,15016.7766,1472.233,2.94200580050359e-05
"15211","BHS","Bahamas","Americas","Latin America and the Caribbean",2022-09-16,0,2,0,2,2022-06-18,2022-06-16,2022-06-21,2800,409.984,0.000714285714285714
"15212","BIH","Bosnia and Herzegovina","Europe","Southern Europe",2022-09-16,0,7,0.142857142857143,5.42857142857143,2022-07-02,NA,NA,6900,3233.526,0.000786749482401656
"15213","BMU","Bermuda","Americas","Northern America",2022-09-16,0,1,0,1,2022-07-16,NA,NA,718.819322375309,64.184,0.00139117017151896
"15214","BOL","Bolivia","Americas","Latin America and the Caribbean",2022-09-16,0.0472898414151221,155,2.79551047116419,140.473752194528,2022-07-26,2022-07-24,2022-07-29,35500,12224.11,0.00395700710407122
"15215","BRA","Brazil","Americas","Latin America and the Caribbean",2022-09-16,59.0744827493879,7646.10137935175,71.3268731612221,7203.46681703362,2022-05-13,NA,NA,2e+06,215313.498,0.00360173340851681
"15216","BRB","Barbados","Americas","Latin America and the Caribbean",2022-09-16,0,1,0,1,2022-07-04,NA,NA,2600,281.635,0.000384615384615385
"15217","CAN","Canada","Americas","Northern America",2022-09-16,1.85062506247263,1419.67708777197,2.95335844404017,1402.61912902029,2022-04-28,NA,NA,349800,38454.327,0.0040097745255011
"15218","CHE","Switzerland","Europe","Western Europe",2022-09-16,3.04895194755484,527.336998162927,1.94301351516485,513.082870754427,2022-05-13,2022-05-11,2022-05-16,80000,8740.472,0.00641353588443034
"15219","CHL","Chile","Americas","Latin America and the Caribbean",2022-09-16,16.6645077517585,849.248108515825,16.0093977417416,745.428212526838,2022-06-02,NA,NA,122600,19603.733,0.0060801648656349
"15220","CHN","China","Asia","Eastern Asia",2022-09-16,0,1,0.0714285714285714,0.571428571428571,2022-09-09,NA,NA,23241963.5931,1425887.337,2.4586071187127e-08
"15221","COL","Colombia","Americas","Latin America and the Caribbean",2022-09-16,62,2325,60.6428571428571,1937.42857142857,2022-05-30,NA,NA,356700,51874.024,0.00543153510352837
"15222","CRI","Costa Rica","Americas","Latin America and the Caribbean",2022-09-16,0,3,0,3,2022-07-13,NA,NA,10100,5180.829,0.000297029702970297
"15223","CUB","Cuba","Americas","Latin America and the Caribbean",2022-09-16,0,1,0,1,2022-08-17,NA,NA,279200,11212.191,3.58166189111748e-06
"15224","CUW","Curaçao","Americas","Latin America and the Caribbean",2022-09-16,0,2,0,2,2022-08-09,NA,NA,3029.62765740541,191.163,0.000660147129008193
"15225","CYP","Cyprus","Asia","Western Asia",2022-09-16,0,5,0,5,2022-07-26,NA,NA,12765.1776,1251.488,0.000391690594261689
"15226","CZE","Czechia","Europe","Eastern Europe",2022-09-16,0,64,0.0714285714285714,63.3571428571429,2022-05-09,NA,NA,111094.883774052,10493.986,0.000570297575413106
"15227","DEU","Germany","Europe","Western Europe",2022-09-16,2.26651145256214,3611.69514473961,4.79011402916634,3582.91595871631,2022-05-02,NA,NA,750000,83369.843,0.00477722127828842
"15228","DNK","Denmark","Europe","Northern Europe",2022-09-16,1,185,0.261724943971568,183.508364791384,2022-05-16,NA,NA,50000,5882.261,0.00367016729582768
"15229","DOM","Dominican Republic","Americas","Latin America and the Caribbean",2022-09-16,0,46,0.967571565954493,43.3047171859139,2022-06-27,NA,NA,142000,11228.821,0.000304962797083901
"15230","ECU","Ecuador","Americas","Latin America and the Caribbean",2022-09-16,5,119,3.42857142857143,95.3571428571429,2022-06-04,NA,NA,89400,18001,0.00106663470757431
"15231","EGY","Egypt","Africa","Northern Africa",2022-09-16,0,1,0.0238659635147263,0.989311773238589,2022-09-01,2022-08-30,2022-09-04,64300,110990.103,1.53858751670076e-05
"15232","ESP","Spain","Europe","Southern Europe",2022-09-16,9,7208.64493207778,13.0132146630921,7141.3756795144,2022-04-26,NA,NA,890200,47558.63,0.00802221487251674
"15233","EST","Estonia","Europe","Northern Europe",2022-09-16,0,11,0.0714285714285714,10.8571428571429,2022-06-16,NA,NA,9000,1326.062,0.00120634920634921
"15234","FIN","Finland","Europe","Northern Europe",2022-09-16,0,39,0.142857142857143,38.2142857142857,2022-05-15,NA,NA,58159.5605503088,5540.745,0.000657059395784633
"15235","FRA","France","Europe","Western Europe",2022-09-16,3.78959396257582,4025.26472822112,10.3207021830186,3972.03511785618,2022-05-07,NA,NA,330000,64626.628,0.0120364700541096
"15236","GBR","The United Kingdom","Europe","Northern Europe",2022-09-16,3.57158714253645,3593.36856103396,5.60959153011955,3559.16433650128,2022-04-17,NA,NA,708621.322760554,67508.936,0.00502266051300285
"15237","GEO","Georgia","Asia","Western Asia",2022-09-16,0,2,0,2,2022-05-29,NA,NA,18500,3744.385,0.000108108108108108
"15238","GRC","Greece","Europe","Southern Europe",2022-09-16,1,77,0.714285714285714,70.6428571428571,2022-06-02,NA,NA,94000,10384.971,0.000751519756838906
"15239","GTM","Guatemala","Americas","Latin America and the Caribbean",2022-09-16,1.02541160416432,24,0.857142857142857,14.8705685198633,2022-07-16,NA,NA,116500,17843.908,0.000127644364977368
"15240","GUM","Guam","Oceania","Micronesia",2022-09-16,0,1,0.0703756508719767,0.797884375206928,2022-09-05,2022-09-03,2022-09-08,2799.9162,171.774,0.000284967234093266
"15241","GUY","Guyana","Americas","Latin America and the Caribbean",2022-09-16,0,2,0,2,2022-08-15,NA,NA,3300,808.726,0.000606060606060606
"15242","HKG","Hong Kong","Asia","Eastern Asia",2022-09-16,0,1,0,1,2022-08-30,NA,NA,122068.4995,7488.865,8.19212167017749e-06
"15243","HND","Honduras","Americas","Latin America and the Caribbean",2022-09-16,0,10,0.142857142857143,8.5,2022-07-26,NA,NA,40900,10432.86,0.000207823960880196
"15244","HRV","Croatia","Europe","Southern Europe",2022-09-16,0,29,0.0714285714285714,28.4285714285714,2022-06-19,NA,NA,29500,4030.358,0.000963680387409201
"15245","HUN","Hungary","Europe","Eastern Europe",2022-09-16,0,78,0.142857142857143,77.5714285714286,2022-05-26,NA,NA,210310.1988,9967.308,0.00036884292351983
"15246","IDN","Indonesia","Asia","South-eastern Asia",2022-09-16,0,1,0,1,2022-08-11,NA,NA,754300,275501.339,1.32573246718812e-06
"15247","IND","India","Asia","Southern Asia",2022-09-16,0,12,0.0374920983613321,11.9216295959873,2022-07-08,2022-07-06,2022-07-11,238200,1417173.173,5.00488228211056e-05
"15248","IRL","Ireland","Europe","Northern Europe",2022-09-16,4.34519261081297,185.811536255764,0.911812778992551,177.191716869344,2022-05-16,NA,NA,86500,5023.109,0.00204845915455889
"15249","IRN","Iran","Asia","Southern Asia",2022-09-16,0,1,0,1,2022-08-10,2022-08-08,2022-08-13,313924.554014187,88550.57,3.18547876301134e-06
"15250","ISL","Iceland","Europe","Northern Europe",2022-09-16,0,14.258285164747,0.163026133239725,12.9486177961384,2022-06-07,2022-06-05,2022-06-10,3914.21044817071,372.899,0.0033081046529294
"15251","ISR","Israel","Asia","Western Asia",2022-09-16,0,230,0,230,2022-05-16,NA,NA,92190.7518,9038.309,0.00249482725229278
"15252","ITA","Italy","Europe","Southern Europe",2022-09-16,1.10023421618821,878.975299520764,1.56966425148316,870.298937295763,2022-05-09,NA,NA,426434.30034556,59037.474,0.00204087461208097
"15253","JAM","Jamaica","Americas","Latin America and the Caribbean",2022-09-16,0,14,0.214285714285714,13.1428571428571,2022-07-03,NA,NA,42400,2827.377,0.000309973045822102
"15254","JOR","Jordan","Asia","Western Asia",2022-09-16,0,1,0.0426445329116695,0.965445809723862,2022-09-02,2022-08-31,2022-09-05,115115.8638,11285.869,8.38673122760221e-06
"15255","JPN","Japan","Asia","Eastern Asia",2022-09-16,0.307934065369961,4.98742444288387,0.0730151576168025,4.1337005180925,2022-07-15,NA,NA,7e+05,123951.692,5.90528645441785e-06
"15256","KOR","Republic of Korea","Asia","Eastern Asia",2022-09-16,0,2,0,2,2022-06-19,NA,NA,520231.319373243,51815.81,3.84444366480959e-06
"15257","LBN","Lebanon","Asia","Western Asia",2022-09-16,0,13,0.142857142857143,11.3571428571429,2022-06-06,NA,NA,16500,5489.739,0.000688311688311688
"15258","LTU","Lithuania","Europe","Northern Europe",2022-09-16,0,5,0,5,2022-07-26,NA,NA,28866.5134903663,2750.055,0.000173211080779418
"15259","LUX","Luxembourg","Europe","Western Europe",2022-09-16,0,55,0.0714285714285714,54.9285714285714,2022-06-05,NA,NA,5885.0710259828,647.599,0.00933354435079201
"15260","LVA","Latvia","Europe","Northern Europe",2022-09-16,0,4,0,4,2022-05-24,NA,NA,19425.7358698135,1850.651,0.000205912405419646
"15261","MAF","Saint Martin","Americas","Latin America and the Caribbean",2022-09-16,0,1,0,1,2022-07-22,NA,NA,503.836479112461,31.791,0.00198477093552567
"15262","MAR","Morocco","Africa","Northern Africa",2022-09-16,0,3,0,3,2022-05-26,NA,NA,42000,37457.971,7.14285714285714e-05
"15263","MCO","Monaco","Europe","Western Europe",2022-09-16,0,3,0,3,2022-07-15,2022-07-13,2022-07-18,331.412888603235,36.469,0.00905215247555316
"15264","MDA","Republic of Moldova","Europe","Eastern Europe",2022-09-16,0,2,0,2,2022-08-06,NA,NA,14600,3272.996,0.000136986301369863
"15265","MEX","Mexico","Americas","Latin America and the Caribbean",2022-09-16,44,1761,42.2857142857143,1484.85714285714,2022-05-20,NA,NA,1200000,127504.125,0.00123738095238095
"15266","MLT","Malta","Europe","Southern Europe",2022-09-16,0,33,0,33,2022-05-15,NA,NA,3851.9846274941,533.286,0.00856701238225556
"15267","MNE","Montenegro","Europe","Southern Europe",2022-09-16,0,2,0,2,2022-07-26,2022-07-24,2022-07-29,4529.48366200923,627.082,0.000441551432622416
"15268","MTQ","Martinique","Americas","Latin America and the Caribbean",2022-09-16,0,7,0,7,2022-07-09,2022-07-07,2022-07-12,12384.9859,367.507,0.000565200481980363
"15269","NCL","New Caledonia","Oceania","Melanesia",2022-09-16,0,1,0,1,2022-07-06,2022-07-04,2022-07-09,4726.185,289.95,0.000211587146927173
"15270","NLD","Netherlands","Europe","Western Europe",2022-09-16,1,1220,1.21428571428571,1213.57142857143,2022-04-27,NA,NA,230000,17564.014,0.00527639751552795
"15271","NOR","Norway","Europe","Northern Europe",2022-09-16,0,91,0.428571428571429,88.5846515814778,2022-05-23,NA,NA,57042.4383237622,5434.319,0.00155296046565695
"15272","NZL","New Zealand","Oceania","Australia and New Zealand",2022-09-16,0.862312382974873,5.6160330074133,0.115758736401667,4.19066979774836,2022-07-06,NA,NA,37500,5185.288,0.000111751194606623
"15273","PAN","Panama","Americas","Latin America and the Caribbean",2022-09-16,0,13,0.0714285714285714,12.6428571428571,2022-06-28,NA,NA,29600,4408.581,0.000427123552123552
"15274","PER","Peru","Americas","Latin America and the Caribbean",2022-09-16,24,2391,33.2142857142857,2197.57142857143,2022-06-15,NA,NA,260000,34049.588,0.0084521978021978
"15275","PHL","Philippines","Asia","South-eastern Asia",2022-09-16,0,4,0,4,2022-07-12,NA,NA,678100,115559.009,5.89883498009143e-06
"15276","POL","Poland","Europe","Eastern Europe",2022-09-16,1,191,1.57142857142857,183.571428571429,2022-05-16,NA,NA,840985.7595,39857.145,0.000218281256843837
"15277","PRI","Puerto Rico","Americas","Latin America and the Caribbean",2022-09-16,0.392198993380848,172.413799673893,2.55551602438527,164.021373645346,2022-06-23,2022-06-21,2022-06-26,109606.1159,3252.407,0.00149646187439935
"15278","PRT","Portugal","Europe","Southern Europe",2022-09-16,2,912.94562561417,1.35714285714286,904.017054185598,2022-04-22,NA,NA,74187.6105711891,10270.865,0.0121855529140963
"15279","PRY","Paraguay","Americas","Latin America and the Caribbean",2022-09-16,0,1,0,1,2022-08-19,2022-08-17,2022-08-22,27700,6780.744,3.6101083032491e-05
"15280","QAT","Qatar","Asia","Western Asia",2022-09-16,0,4,0.0714285714285714,3.71428571428571,2022-07-09,NA,NA,27490.2444,2695.122,0.000135112866231401
"15281","ROU","Romania","Europe","Eastern Europe",2022-09-16,0,40,0.214285714285714,38.6428571428571,2022-06-02,NA,NA,10500,19659.267,0.00368027210884354
"15282","RUS","Russia","Europe","Eastern Europe",2022-09-16,0,2,0.0426445329116695,1.96544580972386,2022-07-06,2022-07-04,2022-07-09,1532011.64928064,144713.314,1.28291831896105e-06
"15283","SAU","Saudi Arabia","Asia","Western Asia",2022-09-16,0,7,0,7,2022-07-03,NA,NA,371369.964,36408.82,1.88491280355672e-05
"15284","SDN","Sudan","Africa","Northern Africa",2022-09-16,0,1,0,1,2022-07-09,NA,NA,132000,46874.204,7.57575757575758e-06
"15285","SGP","Singapore","Asia","South-eastern Asia",2022-09-16,0,18,0.142857142857143,17.9285714285714,2022-06-14,NA,NA,97403.7307,5975.689,0.000184064525041559
"15286","SLV","El Salvador","Americas","Latin America and the Caribbean",2022-09-16,2,6,0.357142857142857,3.28571428571429,2022-08-22,NA,NA,54100,6336.392,6.07340903089517e-05
"15287","SMR","San Marino","Europe","Southern Europe",2022-09-16,0,1,0.0714285714285714,0.142857142857143,2022-09-15,NA,NA,243.129957586457,33.66,0.000587575238671865
"15288","SRB","Serbia","Europe","Southern Europe",2022-09-16,0,40,0.142857142857143,39.1428571428571,2022-06-03,NA,NA,40000,7221.365,0.000978571428571429
"15289","SVK","Slovakia","Europe","Eastern Europe",2022-09-16,0,14,0,14,2022-06-23,NA,NA,119076.8583,5643.453,0.000117571123389304
"15290","SVN","Slovenia","Europe","Southern Europe",2022-09-16,0,46,0.0714285714285714,46,2022-05-18,NA,NA,15311.8711173472,2119.844,0.00300420501501515
"15291","SWE","Sweden","Europe","Northern Europe",2022-09-16,0,190,1.28571428571429,183.357142857143,2022-05-05,NA,NA,1e+05,10549.347,0.00183357142857143
"15292","THA","Thailand","Asia","South-eastern Asia",2022-09-16,1,9,0.142857142857143,7.71428571428571,2022-07-09,NA,NA,527900,71697.03,1.46131572538089e-05
"15293","TUR","Türkiye","Asia","Western Asia",2022-09-16,0,12,0,12,2022-06-25,NA,NA,870480.6582,85341.241,1.37854872327823e-05
"15294","TWN","Taiwan, Province of China","Asia","Eastern Asia",2022-09-16,0,3,0,3,2022-06-20,NA,NA,239889.946426095,23893.394,1.25057345866065e-05
"15295","UKR","Ukraine","Europe","Eastern Europe",2022-09-16,0,3,0.142857142857143,1.71428571428571,2022-08-26,NA,NA,179400,39701.739,9.55566172957477e-06
"15296","URY","Uruguay","Americas","Latin America and the Caribbean",2022-09-16,0,7,0.142857142857143,5.64285714285714,2022-07-20,NA,NA,28600,3422.794,0.000197302697302697
"15297","USA","United States of America","Americas","Northern America",2022-09-16,189.678439549593,24979.6147939844,199.654316018938,23859.9143620585,2022-04-29,NA,NA,4500000,338289.857,0.00530220319156855
"15298","VEN","Venezuela (Bolivarian Republic of)","Americas","Latin America and the Caribbean",2022-09-16,0,8,0.214285714285714,6.28571428571429,2022-05-28,NA,NA,210800,28301.696,2.9818378964489e-05
"15299","VNM","Viet Nam","Asia","South-eastern Asia",2022-09-16,0,0,0,0,2022-09-18,NA,NA,256000,98186.856,0
"15300","ZAF","South Africa","Africa","Sub-Saharan Africa",2022-09-16,0,5,7.43452918275774e-19,5,2022-06-16,2022-06-14,2022-06-19,309700,59893.885,1.61446561188247e-05
"15301","ABW","Aruba","Americas","Latin America and the Caribbean",2022-09-17,0,3,0,3,2022-08-09,NA,NA,3587.1965,106.445,0.000836307684845255
"15302","AND","Andorra","Europe","Southern Europe",2022-09-17,0,4,0,4,2022-06-20,NA,NA,576.577710468845,79.824,0.00693748635677815
"15303","ARE","United Arab Emirates","Asia","Western Asia",2022-09-17,0,16,0,16,2022-05-12,NA,NA,96299.5158,9441.129,0.000166148291266902
"15304","ARG","Argentina","Americas","Latin America and the Caribbean",2022-09-17,10,411,10.1202823965193,339.876745595234,2022-05-03,NA,NA,205600,45510.318,0.00165309701164997
"15305","AUS","Australia","Oceania","Australia and New Zealand",2022-09-17,0,34,0.00175718938247454,34,2022-05-08,NA,NA,263500,26177.413,0.000129032258064516
"15306","AUT","Austria","Europe","Western Europe",2022-09-17,1.03787139277802,308.376503800793,1.39015225733492,299.283653429531,2022-05-14,NA,NA,81238.97811776,8939.617,0.00368399086699127
"15307","BEL","Belgium","Europe","Western Europe",2022-09-17,2,770.150717119213,1.65531643696276,759.557942369326,2022-05-10,NA,NA,105923.535897807,11655.93,0.00717081370000843
"15308","BEN","Benin","Africa","Sub-Saharan Africa",2022-09-17,0,3,0,3,2022-06-08,2022-06-06,2022-06-11,5800,13352.864,0.000517241379310345
"15309","BGR","Bulgaria","Europe","Eastern Europe",2022-09-17,0,6,0.0714285714285714,5.71428571428571,2022-06-10,NA,NA,57800,6781.953,9.88630746416214e-05
"15310","BHR","Bahrain","Asia","Western Asia",2022-09-17,0,1,0.0714285714285714,0.513223010049237,2022-09-10,2022-09-08,2022-09-13,15016.7766,1472.233,3.41766428122289e-05
"15311","BHS","Bahamas","Americas","Latin America and the Caribbean",2022-09-17,0,2,0,2,2022-06-18,2022-06-16,2022-06-21,2800,409.984,0.000714285714285714
"15312","BIH","Bosnia and Herzegovina","Europe","Southern Europe",2022-09-17,0,7,0.142857142857143,5.57142857142857,2022-07-02,NA,NA,6900,3233.526,0.000807453416149068
"15313","BMU","Bermuda","Americas","Northern America",2022-09-17,0,1,0,1,2022-07-16,NA,NA,718.819322375309,64.184,0.00139117017151896
"15314","BOL","Bolivia","Americas","Latin America and the Caribbean",2022-09-17,0,155,2.49770729430513,142.971459488834,2022-07-26,2022-07-24,2022-07-29,35500,12224.11,0.00402736505602348
"15315","BRA","Brazil","Americas","Latin America and the Caribbean",2022-09-17,44.2513075165004,7690.35268686825,70.0240337149737,7273.49085074859,2022-05-13,NA,NA,2e+06,215313.498,0.0036367454253743
"15316","BRB","Barbados","Americas","Latin America and the Caribbean",2022-09-17,0,1,0,1,2022-07-04,NA,NA,2600,281.635,0.000384615384615385
"15317","CAN","Canada","Americas","Northern America",2022-09-17,2.62228328042964,1422.2993710524,2.69570973395897,1405.31483875424,2022-04-28,NA,NA,349800,38454.327,0.00401748095698755
"15318","CHE","Switzerland","Europe","Western Europe",2022-09-17,0.0219633221236877,527.358961485051,1.94314308838908,515.026013842816,2022-05-13,2022-05-11,2022-05-16,80000,8740.472,0.0064378251730352
"15319","CHL","Chile","Americas","Latin America and the Caribbean",2022-09-17,10.0583530519987,859.306461567824,15.8602481299221,761.288460656761,2022-06-02,NA,NA,122600,19603.733,0.0062095306741987
"15320","CHN","China","Asia","Eastern Asia",2022-09-17,0,1,0.0714285714285714,0.642857142857143,2022-09-09,NA,NA,23241963.5931,1425887.337,2.76593300855179e-08
"15321","COL","Colombia","Americas","Latin America and the Caribbean",2022-09-17,48,2373,60.0714285714286,1997.5,2022-05-30,NA,NA,356700,51874.024,0.00559994393047379
"15322","CRI","Costa Rica","Americas","Latin America and the Caribbean",2022-09-17,0,3,0,3,2022-07-13,NA,NA,10100,5180.829,0.000297029702970297
"15323","CUB","Cuba","Americas","Latin America and the Caribbean",2022-09-17,0,1,0,1,2022-08-17,NA,NA,279200,11212.191,3.58166189111748e-06
"15324","CUW","Curaçao","Americas","Latin America and the Caribbean",2022-09-17,0,2,0,2,2022-08-09,NA,NA,3029.62765740541,191.163,0.000660147129008193
"15325","CYP","Cyprus","Asia","Western Asia",2022-09-17,0,5,0,5,2022-07-26,NA,NA,12765.1776,1251.488,0.000391690594261689
"15326","CZE","Czechia","Europe","Eastern Europe",2022-09-17,0,64,0.0714285714285714,63.4285714285714,2022-05-09,NA,NA,111094.883774052,10493.986,0.000570940526456413
"15327","DEU","Germany","Europe","Western Europe",2022-09-17,0.328212271223616,3612.02335701083,4.5188064621247,3587.43476517844,2022-05-02,NA,NA,750000,83369.843,0.00478324635357125
"15328","DNK","Denmark","Europe","Northern Europe",2022-09-17,1,186,0.32054776783825,183.828912559222,2022-05-16,NA,NA,50000,5882.261,0.00367657825118444
"15329","DOM","Dominican Republic","Americas","Latin America and the Caribbean",2022-09-17,0,46,0.759356264619114,44.064073450533,2022-06-27,NA,NA,142000,11228.821,0.000310310376412204
"15330","ECU","Ecuador","Americas","Latin America and the Caribbean",2022-09-17,0,119,3.21428571428571,98.5714285714286,2022-06-04,NA,NA,89400,18001,0.0011025886864813
"15331","EGY","Egypt","Africa","Northern Africa",2022-09-17,0,1,0.00892390681599883,0.998235680054588,2022-09-01,2022-08-30,2022-09-04,64300,110990.103,1.55246606540371e-05
"15332","ESP","Spain","Europe","Southern Europe",2022-09-17,9,7217.64493207778,12.5434894218603,7153.91916893626,2022-04-26,NA,NA,890200,47558.63,0.00803630551441953
"15333","EST","Estonia","Europe","Northern Europe",2022-09-17,0,11,0.0714285714285714,10.9285714285714,2022-06-16,NA,NA,9000,1326.062,0.00121428571428571
"15334","FIN","Finland","Europe","Northern Europe",2022-09-17,0,39,0.142857142857143,38.3571428571429,2022-05-15,NA,NA,58159.5605503088,5540.745,0.000659515692591305
"15335","FRA","France","Europe","Western Europe",2022-09-17,3.89096969367633,4029.15569791479,9.62271213019194,3981.65782998637,2022-05-07,NA,NA,330000,64626.628,0.0120656297878375
"15336","GBR","The United Kingdom","Europe","Northern Europe",2022-09-17,3.58480046778361,3596.95336150175,5.34480956005527,3564.50914606133,2022-04-17,NA,NA,708621.322760554,67508.936,0.00503020305990114
"15337","GEO","Georgia","Asia","Western Asia",2022-09-17,0,2,0,2,2022-05-29,NA,NA,18500,3744.385,0.000108108108108108
"15338","GRC","Greece","Europe","Southern Europe",2022-09-17,1,78,0.785714285714286,71.4285714285714,2022-06-02,NA,NA,94000,10384.971,0.000759878419452888
"15339","GTM","Guatemala","Americas","Latin America and the Caribbean",2022-09-17,3,27,1.07142857142857,15.9419970912919,2022-07-16,NA,NA,116500,17843.908,0.000136841176749287
"15340","GUM","Guam","Oceania","Micronesia",2022-09-17,0,1,0.0668329004749197,0.864717275681848,2022-09-05,2022-09-03,2022-09-08,2799.9162,171.774,0.000308836841503274
"15341","GUY","Guyana","Americas","Latin America and the Caribbean",2022-09-17,0,2,0,2,2022-08-15,NA,NA,3300,808.726,0.000606060606060606
"15342","HKG","Hong Kong","Asia","Eastern Asia",2022-09-17,0,1,0,1,2022-08-30,NA,NA,122068.4995,7488.865,8.19212167017749e-06
"15343","HND","Honduras","Americas","Latin America and the Caribbean",2022-09-17,0,10,0.142857142857143,8.64285714285714,2022-07-26,NA,NA,40900,10432.86,0.000211316800558854
"15344","HRV","Croatia","Europe","Southern Europe",2022-09-17,0,29,0.0714285714285714,28.5,2022-06-19,NA,NA,29500,4030.358,0.000966101694915254
"15345","HUN","Hungary","Europe","Eastern Europe",2022-09-17,0,78,0.0714285714285714,77.6428571428571,2022-05-26,NA,NA,210310.1988,9967.308,0.000369182557887712
"15346","IDN","Indonesia","Asia","South-eastern Asia",2022-09-17,0,1,0,1,2022-08-11,NA,NA,754300,275501.339,1.32573246718812e-06
"15347","IND","India","Asia","Southern Asia",2022-09-17,0,12,0.0253874900577436,11.9470170860451,2022-07-08,2022-07-06,2022-07-11,238200,1417173.173,5.01554033839005e-05
"15348","IRL","Ireland","Europe","Northern Europe",2022-09-17,2.15109878870225,187.962635044466,1.06411129766852,178.255828167013,2022-05-16,NA,NA,86500,5023.109,0.00206076101927182
"15349","IRN","Iran","Asia","Southern Asia",2022-09-17,0,1,0,1,2022-08-10,2022-08-08,2022-08-13,313924.554014187,88550.57,3.18547876301134e-06
"15350","ISL","Iceland","Europe","Northern Europe",2022-09-17,0,14.258285164747,0.163026133239725,13.1116439293781,2022-06-07,2022-06-05,2022-06-10,3914.21044817071,372.899,0.00334975446593726
"15351","ISR","Israel","Asia","Western Asia",2022-09-17,0,230,0,230,2022-05-16,NA,NA,92190.7518,9038.309,0.00249482725229278
"15352","ITA","Italy","Europe","Southern Europe",2022-09-17,0.024700479235773,879,1.5,871.798937295763,2022-05-09,NA,NA,426434.30034556,59037.474,0.00204439215276375
"15353","JAM","Jamaica","Americas","Latin America and the Caribbean",2022-09-17,0,14,0.142857142857143,13.2857142857143,2022-07-03,NA,NA,42400,2827.377,0.000313342318059299
"15354","JOR","Jordan","Asia","Western Asia",2022-09-17,0,1,0.0238659635147263,0.989311773238589,2022-09-02,2022-08-31,2022-09-05,115115.8638,11285.869,8.59405246662961e-06
"15355","JPN","Japan","Asia","Eastern Asia",2022-09-17,0.191012138559017,5.17843658144288,0.0866588817995895,4.22035939989208,2022-07-15,NA,NA,7e+05,123951.692,6.02908485698869e-06
"15356","KOR","Republic of Korea","Asia","Eastern Asia",2022-09-17,0,2,0,2,2022-06-19,NA,NA,520231.319373243,51815.81,3.84444366480959e-06
"15357","LBN","Lebanon","Asia","Western Asia",2022-09-17,0,13,0.142857142857143,11.5,2022-06-06,NA,NA,16500,5489.739,0.000696969696969697
"15358","LTU","Lithuania","Europe","Northern Europe",2022-09-17,0,5,0,5,2022-07-26,NA,NA,28866.5134903663,2750.055,0.000173211080779418
"15359","LUX","Luxembourg","Europe","Western Europe",2022-09-17,0,55,0.0714285714285714,55,2022-06-05,NA,NA,5885.0710259828,647.599,0.00934568159962268
