,SAR,Infections,Reff_1,Reff_2,Excess,n
479,1.586193724,0.034923663,0.063044002,0.126088004,1.01698851,47800
480,1.59007545,0.03498564,0.062890097,0.125780195,1.014963547,47900
481,1.593960764,0.035047589,0.062736801,0.125473603,1.012945744,48000
482,1.597849667,0.03510951,0.06258411,0.125168221,1.010935061,48100
483,1.601742162,0.035171403,0.062432021,0.124864042,1.008931461,48200
484,1.605638252,0.035233269,0.062280529,0.124561058,1.006934905,48300
485,1.609537939,0.035295106,0.062129632,0.124259264,1.004945356,48400
486,1.613441224,0.035356916,0.061979326,0.123958652,1.002962775,48500
487,1.617348111,0.035418699,0.061829608,0.123659216,1.000987125,48600
488,1.621258602,0.035480454,0.061680475,0.123360949,0.99901837,48700
489,1.625172699,0.035542181,0.061531922,0.123063844,0.997056473,48800
490,1.629090403,0.035603881,0.061383948,0.122767895,0.995101396,48900
491,1.633011719,0.035665553,0.061236548,0.122473095,0.993153104,49000
492,1.636936647,0.035727198,0.061089719,0.122179438,0.99121156,49100
493,1.64086519,0.035788816,0.060943459,0.121886917,0.98927673,49200
494,1.644797351,0.035850406,0.060797763,0.121595527,0.987348577,49300
495,1.648733131,0.03591197,0.06065263,0.121305259,0.985427067,49400
496,1.652672534,0.035973506,0.060508055,0.121016109,0.983512163,49500
497,1.656615561,0.036035014,0.060364035,0.12072807,0.981603832,49600
498,1.660562214,0.036096496,0.060220568,0.120441136,0.979702039,49700
499,1.664512496,0.036157951,0.06007765,0.120155301,0.97780675,49800
500,1.66846641,0.036219379,0.059935279,0.119870558,0.975917931,49900
501,1.672423957,0.03628078,0.059793451,0.119586902,0.974035548,50000
502,1.676385139,0.036342153,0.059652163,0.119304326,0.972159568,50100
503,1.68034996,0.0364035,0.059511413,0.119022825,0.970289957,50200
504,1.684318421,0.036464821,0.059371197,0.118742393,0.968426682,50300
505,1.688290524,0.036526114,0.059231512,0.118463023,0.966569711,50400
506,1.692266273,0.036587381,0.059092355,0.118184711,0.96471901,50500
507,1.696245668,0.036648621,0.058953725,0.117907449,0.962874548,50600
508,1.700228713,0.036709835,0.058815617,0.117631233,0.961036293,50700
509,1.704215409,0.036771022,0.058678028,0.117356057,0.959204213,50800
510,1.70820576,0.036832182,0.058540957,0.117081914,0.957378275,50900
511,1.712199766,0.036893316,0.0584044,0.1168088,0.955558449,51000
512,1.716197431,0.036954423,0.058268354,0.116536709,0.953744703,51100
513,1.720198757,0.037015504,0.058132817,0.116265635,0.951937006,51200
514,1.724203746,0.037076559,0.057997786,0.115995572,0.950135328,51300
515,1.7282124,0.037137588,0.057863258,0.115726516,0.948339638,51400
516,1.732224722,0.03719859,0.05772923,0.115458461,0.946549906,51500
517,1.736240713,0.037259566,0.0575957,0.115191401,0.944766101,51600
518,1.740260376,0.037320516,0.057462666,0.114925331,0.942988193,51700
519,1.744283714,0.037381439,0.057330123,0.114660246,0.941216154,51800
520,1.748310729,0.037442337,0.05719807,0.114396141,0.939449952,51900
521,1.752341422,0.037503209,0.057066505,0.114133009,0.937689559,52000
522,1.756375797,0.037564054,0.056935424,0.113870847,0.935934947,52100
523,1.760413854,0.037624874,0.056804824,0.113609649,0.934186085,52200
524,1.764455598,0.037685668,0.056674705,0.113349409,0.932442945,52300
525,1.768501029,0.037746436,0.056545062,0.113090124,0.930705498,52400
526,1.772550151,0.037807178,0.056415893,0.112831786,0.928973717,52500
527,1.776602965,0.037867894,0.056287196,0.112574393,0.927247573,52600
528,1.780659473,0.037928585,0.056158969,0.112317938,0.925527038,52700
529,1.784719679,0.03798925,0.056031208,0.112062417,0.923812085,52800
530,1.788783584,0.038049889,0.055903912,0.111807824,0.922102685,52900
531,1.79285119,0.038110503,0.055777078,0.111554155,0.920398811,53000
532,1.796922499,0.038171091,0.055650703,0.111301406,0.918700437,53100
533,1.800997515,0.038231654,0.055524785,0.11104957,0.917007535,53200
534,1.805076239,0.038292191,0.055399322,0.110798644,0.915320078,53300
535,1.809158673,0.038352703,0.055274311,0.110548623,0.91363804,53400
536,1.81324482,0.03841319,0.055149751,0.110299502,0.911961393,53500
537,1.817334682,0.038473651,0.055025638,0.110051276,0.910290113,53600
538,1.821428261,0.038534087,0.05490197,0.10980394,0.908624172,53700
539,1.82552556,0.038594497,0.054778745,0.109557491,0.906963545,53800
540,1.82962658,0.038654883,0.054655962,0.109311923,0.905308206,53900
541,1.833731324,0.038715243,0.054533616,0.109067232,0.903658129,54000
542,1.837839795,0.038775578,0.054411707,0.108823414,0.902013289,54100
543,1.841951993,0.038835888,0.054290231,0.108580463,0.90037366,54200
544,1.846067923,0.038896173,0.054169188,0.108338376,0.898739218,54300
545,1.850187585,0.038956433,0.054048574,0.108097147,0.897109937,54400
546,1.854310982,0.039016668,0.053928387,0.107856774,0.895485793,54500
547,1.858438117,0.039076878,0.053808625,0.10761725,0.893866761,54600
548,1.862568991,0.039137063,0.053689286,0.107378573,0.892252816,54700
549,1.866703608,0.039197223,0.053570368,0.107140737,0.890643935,54800
550,1.870841968,0.039257359,0.053451869,0.106903738,0.889040093,54900
551,1.874984075,0.039317469,0.053333786,0.106667573,0.887441266,55000
552,1.87912993,0.039377555,0.053216118,0.106432236,0.88584743,55100
553,1.883279536,0.039437617,0.053098862,0.106197724,0.884258561,55200
554,1.887432895,0.039497653,0.052982016,0.105964032,0.882674637,55300
555,1.89159001,0.039557666,0.052865578,0.105731157,0.881095633,55400
556,1.895750882,0.039617653,0.052749547,0.105499094,0.879521527,55500
557,1.899915513,0.039677616,0.052633919,0.105267839,0.877952295,55600
558,1.904083907,0.039737555,0.052518694,0.105037388,0.876387914,55700
559,1.908256065,0.039797469,0.052403869,0.104807737,0.874828362,55800
560,1.91243199,0.039857358,0.052289441,0.104578882,0.873273616,55900
561,1.916611683,0.039917224,0.05217541,0.10435082,0.871723654,56000
562,1.920795147,0.039977065,0.052061773,0.104123545,0.870178453,56100
563,1.924982385,0.040036881,0.051948527,0.103897055,0.86863799,56200
564,1.929173397,0.040096674,0.051835672,0.103671345,0.867102244,56300
565,1.933368188,0.040156442,0.051723205,0.103446411,0.865571194,56400
566,1.937566758,0.040216186,0.051611125,0.10322225,0.864044816,56500
567,1.941769111,0.040275906,0.051499429,0.102998858,0.86252309,56600
568,1.945975248,0.040335602,0.051388115,0.10277623,0.861005994,56700
569,1.950185171,0.040395274,0.051277182,0.102554364,0.859493506,56800
570,1.954398884,0.040454922,0.051166628,0.102333255,0.857985606,56900
571,1.958616387,0.040514545,0.05105645,0.1021129,0.856482272,57000
572,1.962837684,0.040574145,0.050946648,0.101893295,0.854983483,57100
573,1.967062776,0.040633721,0.050837218,0.101674437,0.853489219,57200
574,1.971291666,0.040693273,0.05072816,0.101456321,0.851999458,57300
575,1.975524357,0.040752801,0.050619472,0.101238944,0.85051418,57400
576,1.979760849,0.040812306,0.050511151,0.101022303,0.849033365,57500
577,1.984001146,0.040871787,0.050403197,0.100806393,0.847556993,57600
578,1.988245249,0.040931243,0.050295606,0.100591212,0.846085042,57700
579,1.992493162,0.040990677,0.050188378,0.100376756,0.844617493,57800
580,1.996744885,0.041050086,0.050081511,0.100163021,0.843154327,57900
581,2.001000422,0.041109472,0.049975002,0.099950004,0.841695522,58000
582,2.005259775,0.041168835,0.049868851,0.099737701,0.84024106,58100
583,2.009522945,0.041228174,0.049763055,0.099526109,0.838790921,58200
584,2.013789936,0.041287489,0.049657612,0.099315225,0.837345085,58300
585,2.018060749,0.041346781,0.049552522,0.099105044,0.835903533,58400
586,2.022335386,0.041406049,0.049447782,0.098895565,0.834466247,58500
587,2.026613851,0.041465294,0.049343391,0.098686782,0.833033205,58600
588,2.030896144,0.041524516,0.049239347,0.098478694,0.831604391,58700
589,2.035182268,0.041583715,0.049135648,0.098271296,0.830179784,58800
590,2.039472226,0.04164289,0.049032293,0.098064586,0.828759367,58900
591,2.04376602,0.041702042,0.04892928,0.09785856,0.82734312,59000
592,2.048063652,0.04176117,0.048826607,0.097653215,0.825931024,59100
593,2.052365123,0.041820276,0.048724274,0.097448547,0.824523062,59200
594,2.056670438,0.041879358,0.048622277,0.097244554,0.823119215,59300
595,2.060979597,0.041938417,0.048520616,0.097041232,0.821719465,59400
596,2.065292602,0.041997453,0.048419289,0.096838579,0.820323794,59500
597,2.069609457,0.042056466,0.048318295,0.09663659,0.818932184,59600
598,2.073930163,0.042115457,0.048217631,0.096435263,0.817544616,59700
599,2.078254723,0.042174424,0.048117297,0.096234594,0.816161074,59800
600,2.082583138,0.042233368,0.048017291,0.096034581,0.814781539,59900
601,2.086915412,0.042292289,0.047917611,0.095835221,0.813405994,60000
602,2.091251546,0.042351188,0.047818255,0.09563651,0.812034421,60100
603,2.095591542,0.042410063,0.047719223,0.095438446,0.810666804,60200
604,2.099935403,0.042468916,0.047620512,0.095241025,0.809303124,60300
605,2.104283131,0.042527746,0.047522122,0.095044244,0.807943365,60400
606,2.108634728,0.042586553,0.047424051,0.094848101,0.80658751,60500
607,2.112990196,0.042645338,0.047326296,0.094652593,0.805235541,60600
608,2.117349538,0.0427041,0.047228858,0.094457715,0.803887442,60700
609,2.121712756,0.042762839,0.047131733,0.094263467,0.802543197,60800
610,2.126079852,0.042821556,0.047034922,0.094069844,0.801202787,60900
611,2.130450829,0.04288025,0.046938422,0.093876844,0.799866198,61000
612,2.134825688,0.042938921,0.046842232,0.093684464,0.798533412,61100
613,2.139204431,0.04299757,0.04674635,0.093492701,0.797204413,61200
614,2.143587062,0.043056197,0.046650776,0.093301552,0.795879185,61300
615,2.147973582,0.043114801,0.046555507,0.093111015,0.794557711,61400
616,2.152363994,0.043173383,0.046460543,0.092921086,0.793239976,61500
617,2.156758299,0.043231942,0.046365882,0.092731763,0.791925964,61600
618,2.1611565,0.043290479,0.046271522,0.092543044,0.790615658,61700
619,2.165558599,0.043348994,0.046177462,0.092354924,0.789309043,61800
620,2.169964599,0.043407487,0.046083701,0.092167402,0.788006104,61900
621,2.174374502,0.043465957,0.045990238,0.091980475,0.786706824,62000
622,2.178788309,0.043524405,0.04589707,0.09179414,0.785411188,62100
623,2.183206024,0.043582831,0.045804198,0.091608395,0.78411918,62200
624,2.187627647,0.043641235,0.045711618,0.091423237,0.782830786,62300
625,2.192053183,0.043699617,0.045619331,0.091238662,0.78154599,62400
626,2.196482632,0.043757976,0.045527335,0.091054669,0.780264777,62500
627,2.200915997,0.043816314,0.045435628,0.090871256,0.778987132,62600
628,2.205353281,0.043874629,0.045344209,0.090688418,0.777713039,62700
629,2.209794485,0.043932923,0.045253077,0.090506154,0.776442484,62800
630,2.214239612,0.043991194,0.045162231,0.090324461,0.775175453,62900
631,2.218688664,0.044049444,0.045071669,0.090143337,0.773911929,63000
632,2.223141643,0.044107672,0.044981389,0.089962779,0.772651899,63100
633,2.227598552,0.044165878,0.044891392,0.089782784,0.771395349,63200
634,2.232059392,0.044224062,0.044801675,0.08960335,0.770142263,63300
635,2.236524166,0.044282224,0.044712238,0.089424475,0.768892627,63400
636,2.240992877,0.044340365,0.044623078,0.089246156,0.767646426,63500
637,2.245465525,0.044398484,0.044534195,0.08906839,0.766403648,63600
638,2.249942115,0.044456581,0.044445588,0.088891176,0.765164277,63700
639,2.254422647,0.044514657,0.044357255,0.08871451,0.763928299,63800
640,2.258907125,0.04457271,0.044269195,0.08853839,0.762695701,63900
641,2.26339555,0.044630743,0.044181407,0.088362814,0.761466468,64000
642,2.267887924,0.044688753,0.04409389,0.088187779,0.760240586,64100
643,2.272384251,0.044746743,0.044006642,0.088013284,0.759018043,64200
644,2.276884531,0.04480471,0.043919662,0.087839325,0.757798823,64300
645,2.281388768,0.044862656,0.04383295,0.0876659,0.756582914,64400
646,2.285896963,0.044920581,0.043746504,0.087493007,0.755370302,64500
647,2.29040912,0.044978484,0.043660322,0.087320644,0.754160973,64600
648,2.294925239,0.045036366,0.043574404,0.087148808,0.752954914,64700
649,2.299445323,0.045094227,0.043488749,0.086977498,0.751752113,64800
650,2.303969375,0.045152066,0.043403355,0.086806709,0.750552554,64900
651,2.308497397,0.045209884,0.043318221,0.086636442,0.749356226,65000
652,2.313029391,0.04526768,0.043233346,0.086466692,0.748163115,65100
653,2.317565359,0.045325456,0.043148729,0.086297458,0.746973208,65200
654,2.322105304,0.04538321,0.043064369,0.086128738,0.745786493,65300
655,2.326649227,0.045440943,0.042980265,0.08596053,0.744602956,65400
656,2.331197132,0.045498655,0.042896415,0.08579283,0.743422584,65500
657,2.335749019,0.045556345,0.042812819,0.085625638,0.742245365,65600
658,2.340304893,0.045614015,0.042729475,0.085458951,0.741071287,65700
659,2.344864753,0.045671664,0.042646383,0.085292766,0.739900335,65800
660,2.349428604,0.045729291,0.042563541,0.085127081,0.738732499,65900
661,2.353996447,0.045786898,0.042480948,0.084961895,0.737567765,66000
662,2.358568285,0.045844483,0.042398603,0.084797206,0.736406122,66100
663,2.363144119,0.045902048,0.042316505,0.08463301,0.735247556,66200
664,2.367723952,0.045959591,0.042234653,0.084469306,0.734092055,66300
665,2.372307787,0.046017114,0.042153046,0.084306093,0.732939608,66400
666,2.376895624,0.046074616,0.042071683,0.084143367,0.731790202,66500
667,2.381487468,0.046132097,0.041990563,0.083981126,0.730643826,66600
668,2.38608332,0.046189557,0.041909685,0.08381937,0.729500466,66700
669,2.390683181,0.046246997,0.041829047,0.083658095,0.728360111,66800
670,2.395287056,0.046304415,0.04174865,0.083497299,0.72722275,66900
671,2.399894945,0.046361813,0.041668491,0.083336981,0.72608837,67000
672,2.40450685,0.046419191,0.041588569,0.083177139,0.72495696,67100
673,2.409122776,0.046476547,0.041508885,0.08301777,0.723828508,67200
674,2.413742722,0.046533883,0.041429436,0.082858872,0.722703002,67300
675,2.418366692,0.046591199,0.041350222,0.082700444,0.721580431,67400
676,2.422994689,0.046648493,0.041271242,0.082542484,0.720460783,67500
677,2.427626713,0.046705768,0.041192494,0.082384989,0.719344048,67600
678,2.432262768,0.046763021,0.041113979,0.082227958,0.718230213,67700
679,2.436902856,0.046820254,0.041035694,0.082071388,0.717119267,67800
680,2.441546979,0.046877467,0.040957639,0.081915278,0.716011199,67900
681,2.446195138,0.04693466,0.040879813,0.081759626,0.714905998,68000
682,2.450847338,0.046991831,0.040802215,0.08160443,0.713803652,68100
683,2.455503579,0.047048983,0.040724844,0.081449688,0.712704151,68200
684,2.460163864,0.047106114,0.040647699,0.081295398,0.711607483,68300
685,2.464828196,0.047163225,0.040570779,0.081141558,0.710513638,68400
686,2.469496576,0.047220315,0.040494083,0.080988167,0.709422605,68500
687,2.474169007,0.047277385,0.040417611,0.080835222,0.708334372,68600
688,2.478845491,0.047334435,0.040341361,0.080682721,0.70724893,68700
689,2.48352603,0.047391465,0.040265332,0.080530664,0.706166266,68800
690,2.488210627,0.047448475,0.040189524,0.080379047,0.705086372,68900
691,2.492899284,0.047505464,0.040113935,0.08022787,0.704009235,69000
692,2.497592002,0.047562433,0.040038565,0.08007713,0.702934845,69100
693,2.502288785,0.047619382,0.039963413,0.079926826,0.701863193,69200
694,2.506989635,0.047676311,0.039888478,0.079776955,0.700794267,69300
695,2.511694554,0.04773322,0.039813758,0.079627517,0.699728057,69400
696,2.516403544,0.047790109,0.039739254,0.079478508,0.698664552,69500
697,2.521116607,0.047846978,0.039664964,0.079329928,0.697603743,69600
698,2.525833746,0.047903827,0.039590888,0.079181775,0.696545619,69700
699,2.530554963,0.047960656,0.039517024,0.079034047,0.69549017,69800
700,2.53528026,0.048017465,0.039443371,0.078886742,0.694437386,69900
701,2.540009639,0.048074254,0.039369929,0.078739859,0.693387256,70000
702,2.544743104,0.048131023,0.039296698,0.078593395,0.692339771,70100
703,2.549480655,0.048187772,0.039223675,0.07844735,0.691294921,70200
704,2.554222296,0.048244502,0.03915086,0.07830172,0.690252696,70300
705,2.558968028,0.048301212,0.039078253,0.078156506,0.689213085,70400
706,2.563717854,0.048357902,0.039005852,0.078011705,0.68817608,70500
707,2.568471776,0.048414572,0.038933657,0.077867315,0.687141669,70600
708,2.573229797,0.048471222,0.038861667,0.077723334,0.686109844,70700
709,2.577991918,0.048527853,0.038789881,0.077579762,0.685080595,70800
710,2.582758142,0.048584464,0.038718298,0.077436596,0.684053913,70900
711,2.587528471,0.048641055,0.038646918,0.077293835,0.683029787,71000
712,2.592302908,0.048697627,0.038575739,0.077151478,0.682008208,71100
713,2.597081455,0.048754179,0.038504761,0.077009521,0.680989166,71200
714,2.601864114,0.048810712,0.038433983,0.076867965,0.679972653,71300
715,2.606650886,0.048867225,0.038363404,0.076726807,0.678958658,71400
716,2.611441776,0.048923719,0.038293023,0.076586046,0.677947173,71500
717,2.616236784,0.048980193,0.03822284,0.07644568,0.676938188,71600
718,2.621035914,0.049036647,0.038152854,0.076305708,0.675931694,71700
719,2.625839167,0.049093082,0.038083064,0.076166127,0.674927682,71800
720,2.630646545,0.049149498,0.038013469,0.076026937,0.673926142,71900
721,2.635458052,0.049205894,0.037944068,0.075888136,0.672927066,72000
722,2.640273689,0.049262271,0.037874861,0.075749723,0.671930443,72100
723,2.645093458,0.049318629,0.037805848,0.075611695,0.670936267,72200
724,2.649917362,0.049374967,0.037737026,0.075474052,0.669944526,72300
725,2.654745404,0.049431286,0.037668396,0.075336791,0.668955213,72400
726,2.659577584,0.049487586,0.037599956,0.075199912,0.667968319,72500
727,2.664413907,0.049543866,0.037531706,0.075063412,0.666983834,72600
728,2.669254373,0.049600127,0.037463646,0.074927291,0.66600175,72700
729,2.674098986,0.049656369,0.037395774,0.074791547,0.665022058,72800
730,2.678947747,0.049712592,0.037328089,0.074656178,0.664044749,72900
731,2.683800659,0.049768796,0.037260591,0.074521183,0.663069815,73000
732,2.688657724,0.04982498,0.03719328,0.07438656,0.662097248,73100
733,2.693518945,0.049881146,0.037126154,0.074252309,0.661127038,73200
734,2.698384323,0.049937292,0.037059213,0.074118426,0.660159177,73300
735,2.703253861,0.049993419,0.036992456,0.073984912,0.659193656,73400
736,2.708127561,0.050049527,0.036925882,0.073851765,0.658230467,73500
737,2.713005426,0.050105617,0.036859491,0.073718983,0.657269602,73600
738,2.717887458,0.050161687,0.036793282,0.073586564,0.656311052,73700
739,2.722773659,0.050217738,0.036727254,0.073454508,0.65535481,73800
740,2.727664032,0.05027377,0.036661407,0.073322813,0.654400865,73900
741,2.732558578,0.050329784,0.036595739,0.073191478,0.653449211,74000
742,2.7374573,0.050385778,0.03653025,0.0730605,0.652499839,74100
743,2.742360201,0.050441754,0.03646494,0.07292988,0.651552742,74200
744,2.747267282,0.050497711,0.036399807,0.072799615,0.650607909,74300
745,2.752178546,0.050553649,0.036334852,0.072669704,0.649665335,74400
746,2.757093996,0.050609568,0.036270073,0.072540146,0.648725011,74500
747,2.762013633,0.050665468,0.036205469,0.072410939,0.647786928,74600
748,2.76693746,0.05072135,0.036141041,0.072282082,0.646851078,74700
749,2.771865479,0.050777213,0.036076787,0.072153574,0.645917455,74800
750,2.776797692,0.050833057,0.036012706,0.072025413,0.644986049,74900
751,2.781734102,0.050888883,0.035948799,0.071897598,0.644056853,75000
752,2.786674711,0.050944689,0.035885064,0.071770128,0.64312986,75100
753,2.791619522,0.051000478,0.0358215,0.071643001,0.64220506,75200
754,2.796568536,0.051056247,0.035758108,0.071516216,0.641282448,75300
755,2.801521756,0.051111998,0.035694886,0.071389772,0.640362014,75400
756,2.806479184,0.051167731,0.035631834,0.071263668,0.639443751,75500
757,2.811440823,0.051223445,0.035568951,0.071137901,0.638527652,75600
758,2.816406675,0.05127914,0.035506236,0.071012472,0.637613709,75700
759,2.821376742,0.051334817,0.035443689,0.070887378,0.636701915,75800
760,2.826351027,0.051390475,0.035381309,0.070762619,0.635792261,75900
761,2.831329531,0.051446115,0.035319096,0.070638192,0.634884741,76000
762,2.836312257,0.051501737,0.035257049,0.070514098,0.633979346,76100
763,2.841299208,0.05155734,0.035195167,0.070390334,0.63307607,76200
764,2.846290386,0.051612925,0.03513345,0.070266899,0.632174906,76300
765,2.851285793,0.051668491,0.035071896,0.070143793,0.631275845,76400
766,2.856285431,0.051724039,0.035010507,0.070021013,0.63037888,76500
767,2.861289302,0.051779569,0.03494928,0.069898559,0.629484004,76600
768,2.86629741,0.05183508,0.034888215,0.06977643,0.628591211,76700
769,2.871309756,0.051890573,0.034827312,0.069654623,0.627700492,76800
770,2.876326343,0.051946048,0.03476657,0.069533139,0.626811841,76900
771,2.881347173,0.052001504,0.034705988,0.069411976,0.625925249,77000
772,2.886372248,0.052056943,0.034645566,0.069291132,0.625040712,77100
773,2.89140157,0.052112363,0.034585303,0.069170606,0.62415822,77200
774,2.896435143,0.052167765,0.034525199,0.069050398,0.623277767,77300
775,2.901472968,0.052223149,0.034465253,0.068930506,0.622399347,77400
776,2.906515047,0.052278515,0.034405464,0.068810929,0.621522951,77500
777,2.911561383,0.052333862,0.034345833,0.068691665,0.620648574,77600
778,2.916611979,0.052389192,0.034286357,0.068572714,0.619776208,77700
779,2.921666836,0.052444503,0.034227037,0.068454075,0.618905846,77800
780,2.926725957,0.052499797,0.034167873,0.068335745,0.618037482,77900
781,2.931789344,0.052555072,0.034108863,0.068217725,0.617171108,78000
782,2.936857,0.05261033,0.034050007,0.068100013,0.616306718,78100
783,2.941928926,0.052665569,0.033991304,0.067982608,0.615444306,78200
784,2.947005126,0.052720791,0.033932754,0.067865508,0.614583863,78300
785,2.952085601,0.052775995,0.033874356,0.067748713,0.613725385,78400
786,2.957170354,0.05283118,0.033816111,0.067632221,0.612868863,78500
787,2.962259388,0.052886348,0.033758016,0.067516032,0.612014292,78600
788,2.967352703,0.052941498,0.033700072,0.067400144,0.611161664,78700
789,2.972450304,0.05299663,0.033642278,0.067284556,0.610310974,78800
790,2.977552192,0.053051744,0.033584634,0.067169268,0.609462214,78900
791,2.982658369,0.053106841,0.033527138,0.067054277,0.608615379,79000
792,2.987768839,0.053161919,0.033469791,0.066939583,0.607770461,79100
793,2.992883602,0.05321698,0.033412592,0.066825185,0.606927454,79200
794,2.998002662,0.053272024,0.033355541,0.066711082,0.606086352,79300
795,3.003126021,0.053327049,0.033298636,0.066597272,0.605247148,79400
796,3.008253681,0.053382057,0.033241877,0.066483755,0.604409836,79500
797,3.013385645,0.053437047,0.033185265,0.066370529,0.60357441,79600
798,3.018521914,0.053492019,0.033128797,0.066257594,0.602740864,79700
799,3.023662492,0.053546974,0.033072474,0.066144949,0.60190919,79800
800,3.028807381,0.053601911,0.033016296,0.066032591,0.601079383,79900
801,3.033956582,0.053656831,0.032960261,0.065920521,0.600251437,80000
