"","iso_code","location","region","sub_region","date","new_cases","total_cases","MA_new_cases","MA_total_cases","date_import","MSM_pop","pop2022","cum_icni_prop"
"2037","NGA","Nigeria","Africa","Sub-Saharan Africa",2022-05-19,0,15,0,15,2022-01-31,240000,218541.212,6.25e-05
"2038","NOR","Norway","Europe","Northern Europe",2022-05-19,0,0,0,0,2022-05-31,57042.4383237622,5434.319,0
"2039","PAN","Panama","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-07-05,29600,4408.581,0
"2040","PRY","Paraguay","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-08-25,27700,6780.744,0
"2041","PER","Peru","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-06-26,260000,34049.588,0
"2042","PHL","Philippines","Asia","South-eastern Asia",2022-05-19,0,0,0,0,2022-07-28,678100,115559.009,0
"2043","POL","Poland","Europe","Eastern Europe",2022-05-19,0,0,0,0,2022-06-10,840985.7595,39857.145,0
"2044","PRT","Portugal","Europe","Southern Europe",2022-05-19,9,23,1.64285714285714,2.85714285714286,2022-05-17,74187.6105711891,10270.865,3.85123989726181e-05
"2045","PRI","Puerto Rico","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-06-29,109606.1159,3252.407,0
"2046","QAT","Qatar","Asia","Western Asia",2022-05-19,0,0,0,0,2022-07-20,27490.2444,2695.122,0
"2047","COG","Republic of Congo","Africa","Sub-Saharan Africa",2022-05-19,0,2,0,2,2022-04-12,1300,5970.424,0.00153846153846154
"2048","ROU","Romania","Europe","Eastern Europe",2022-05-19,0,0,0,0,2022-06-13,10500,19659.267,0
"2049","RUS","Russia","Europe","Eastern Europe",2022-05-19,0,0,0,0,2022-07-12,1532011.64928064,144713.314,0
"2050","MAF","Saint Martin (French part)","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-08-01,503.836479112461,31.791,0
"2051","SAU","Saudi Arabia","Asia","Western Asia",2022-05-19,0,0,0,0,2022-07-14,371369.964,36408.82,0
"2052","SRB","Serbia","Europe","Southern Europe",2022-05-19,0,0,0,0,2022-06-17,40000,7221.365,0
"2053","SGP","Singapore","Asia","South-eastern Asia",2022-05-19,0,0,0,0,2022-06-20,97403.7307,5975.689,0
"2054","SVK","Slovakia","Europe","Eastern Europe",2022-05-19,0,0,0,0,2022-07-07,119076.8583,5643.453,0
"2055","SVN","Slovenia","Europe","Southern Europe",2022-05-19,0,0,0,0,2022-05-24,15311.8711173472,2119.844,0
"2056","ZAF","South Africa","Africa","Sub-Saharan Africa",2022-05-19,0,0,0,0,2022-06-22,309700,59893.885,0
"2057","KOR","South Korea","Asia","Eastern Asia",2022-05-19,0,0,0,0,2022-06-22,520231.319373243,51815.81,0
"2058","SSD","South Sudan","Africa","Sub-Saharan Africa",2022-05-19,0,0,0,0,2022-08-29,158240.878,10913.164,0
"2059","ESP","Spain","Europe","Southern Europe",2022-05-19,0,7,0.5,1,2022-05-18,890200,47558.63,1.12334306897326e-06
"2060","SDN","Sudan","Africa","Northern Africa",2022-05-19,0,0,0,0,2022-07-31,132000,46874.204,0
"2061","SWE","Sweden","Europe","Northern Europe",2022-05-19,1,1,0.0714285714285714,0.0714285714285714,2022-05-19,1e+05,10549.347,7.14285714285714e-07
"2062","CHE","Switzerland","Europe","Western Europe",2022-05-19,0,0,0,0,2022-05-21,80000,8740.472,0
"2063","TWN","Taiwan","Asia","Eastern Asia",2022-05-19,0,0,0,0,2022-06-24,239889.946426095,23893.394,0
"2064","THA","Thailand","Asia","South-eastern Asia",2022-05-19,0,0,0,0,2022-07-21,527900,71697.03,0
"2065","TUR","Turkey","Asia","Western Asia",2022-05-19,0,0,0,0,2022-06-30,870480.6582,85341.241,0
"2066","UKR","Ukraine","Europe","Eastern Europe",2022-05-19,0,0,0,0,2022-09-15,179400,39701.739,0
"2067","ARE","United Arab Emirates","Asia","Western Asia",2022-05-19,0,0,0,0,2022-05-24,96299.5158,9441.129,0
"2068","GBR","United Kingdom","Europe","Northern Europe",2022-05-19,0,9,0.642857142857143,3.78571428571429,2022-05-06,708621.322760554,67508.936,5.34236575180436e-06
"2069","USA","United States","Americas","Northern America",2022-05-19,1,2,0.142857142857143,0.214285714285714,2022-05-18,4500000,338289.857,4.76190476190476e-08
"2070","URY","Uruguay","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-07-29,28600,3422.794,0
"2071","VEN","Venezuela","Americas","Latin America and the Caribbean",2022-05-19,0,0,0,0,2022-06-12,210800,28301.696,0
"2072","AND","Andorra","Europe","Southern Europe",2022-05-20,0,0,0,0,2022-07-25,576.577710468845,79.824,0
"2073","ARG","Argentina","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-05-27,205600,45510.318,0
"2074","ABW","Aruba","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-08-22,3587.1965,106.445,0
"2075","AUS","Australia","Oceania","Australia and New Zealand",2022-05-20,2,2,0.142857142857143,0.142857142857143,2022-05-20,263500,26177.413,5.42152344808891e-07
"2076","AUT","Austria","Europe","Western Europe",2022-05-20,0,0,0,0,2022-05-23,81238.97811776,8939.617,0
"2077","BHS","Bahamas","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-06-24,2800,409.984,0
"2078","BHR","Bahrain","Asia","Western Asia",2022-05-20,0,0,0,0,2022-09-16,15016.7766,1472.233,0
"2079","BRB","Barbados","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-07-16,2600,281.635,0
"2080","BEL","Belgium","Europe","Western Europe",2022-05-20,2,3,0.214285714285714,0.285714285714286,2022-05-19,105923.535897807,11655.93,2.69736355846295e-06
"2081","BEN","Benin","Africa","Sub-Saharan Africa",2022-05-20,0,0,0,0,2022-06-14,5800,13352.864,0
"2082","BMU","Bermuda","Americas","Northern America",2022-05-20,0,0,0,0,2022-07-21,718.819322375309,64.184,0
"2083","BOL","Bolivia","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-08-01,35500,12224.11,0
"2084","BIH","Bosnia And Herzegovina","Europe","Southern Europe",2022-05-20,0,0,0,0,2022-07-13,6900,3233.526,0
"2085","BRA","Brazil","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-06-08,2e+06,215313.498,0
"2086","BGR","Bulgaria","Europe","Eastern Europe",2022-05-20,0,0,0,0,2022-06-23,57800,6781.953,0
"2087","CMR","Cameroon","Africa","Sub-Saharan Africa",2022-05-20,0,3,0,3,2022-02-17,7000,27914.536,0.000428571428571429
"2088","CAN","Canada","Americas","Northern America",2022-05-20,3,5,0.357142857142857,0.5,2022-05-19,349800,38454.327,1.42938822184105e-06
"2089","CAF","Central African Republic","Africa","Sub-Saharan Africa",2022-05-20,0,8,0.142857142857143,6.28571428571429,2022-03-04,3000,5579.144,0.0020952380952381
"2090","CHL","Chile","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-06-17,122600,19603.733,0
"2091","CHN","China","Asia","Eastern Asia",2022-05-20,0,0,0,0,2022-06-24,23241963.5931,1425887.337,0
"2092","COL","Colombia","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-06-23,356700,51874.024,0
"2093","CRI","Costa Rica","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-07-20,10100,5180.829,0
"2094","HRV","Croatia","Europe","Southern Europe",2022-05-20,0,0,0,0,2022-06-23,29500,4030.358,0
"2095","CUB","Cuba","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-08-20,279200,11212.191,0
"2096","CUW","Curaçao","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-08-15,3029.62765740541,191.163,0
"2097","CYP","Cyprus","Asia","Western Asia",2022-05-20,0,0,0,0,2022-08-02,12765.1776,1251.488,0
"2098","CZE","Czech Republic","Europe","Eastern Europe",2022-05-20,0,0,0,0,2022-05-24,111094.883774052,10493.986,0
"2099","COD","Democratic Republic Of The Congo","Africa","Sub-Saharan Africa",2022-05-20,0,10,0.714285714285714,9.28571428571429,2022-05-08,194900,99010.212,4.76434801729825e-05
"2100","DNK","Denmark","Europe","Northern Europe",2022-05-20,0,0,0,0,2022-05-23,50000,5882.261,0
"2101","DOM","Dominican Republic","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-07-06,142000,11228.821,0
"2102","ECU","Ecuador","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-07-06,89400,18001,0
"2103","EGY","Egypt","Africa","Northern Africa",2022-05-20,0,0,0,0,2022-09-07,64300,110990.103,0
"2104","SLV","El Salvador","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-08-30,54100,6336.392,0
"2105","EST","Estonia","Europe","Northern Europe",2022-05-20,0,0,0,0,2022-06-28,9000,1326.062,0
"2106","FIN","Finland","Europe","Northern Europe",2022-05-20,0,0,0,0,2022-05-27,58159.5605503088,5540.745,0
"2107","FRA","France","Europe","Western Europe",2022-05-20,0,1,0.0714285714285714,0.142857142857143,2022-05-19,330000,64626.628,4.32900432900433e-07
"2108","GEO","Georgia","Asia","Western Asia",2022-05-20,0,0,0,0,2022-06-15,18500,3744.385,0
"2109","DEU","Germany","Europe","Western Europe",2022-05-20,1,2,0.142857142857143,0.214285714285714,2022-05-19,750000,83369.843,2.85714285714286e-07
"2110","GHA","Ghana","Africa","Sub-Saharan Africa",2022-05-20,0,0,0,0,2022-06-08,54800,33475.87,0
"2111","GIB","Gibraltar","Europe","Southern Europe",2022-05-20,0,0,0,0,2022-06-01,235.82739112419,32.649,0
"2112","GRC","Greece","Europe","Southern Europe",2022-05-20,0,0,0,0,2022-06-08,94000,10384.971,0
"2113","GRL","Greenland","Americas","Northern America",2022-05-20,0,0,0,0,2022-08-09,632.382709978253,56.466,0
"2114","GLP","Guadeloupe","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-07-25,13336.8424,395.752,0
"2115","GUM","Guam","Oceania","Micronesia",2022-05-20,0,0,0,0,2022-09-11,2799.9162,171.774,0
"2116","GTM","Guatemala","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-08-03,116500,17843.908,0
"2117","GUY","Guyana","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-08-22,3300,808.726,0
"2118","HND","Honduras","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-08-13,40900,10432.86,0
"2119","HKG","Hong Kong","Asia","Eastern Asia",2022-05-20,0,0,0,0,2022-09-06,122068.4995,7488.865,0
"2120","HUN","Hungary","Europe","Eastern Europe",2022-05-20,0,0,0,0,2022-05-31,210310.1988,9967.308,0
"2121","ISL","Iceland","Europe","Northern Europe",2022-05-20,0,0,0,0,2022-06-15,3914.21044817071,372.899,0
"2122","IND","India","Asia","Southern Asia",2022-05-20,0,0,0,0,2022-07-14,238200,1417173.173,0
"2123","IDN","Indonesia","Asia","South-eastern Asia",2022-05-20,0,0,0,0,2022-08-19,754300,275501.339,0
"2124","IRN","Iran","Asia","Southern Asia",2022-05-20,0,0,0,0,2022-08-16,313924.554014187,88550.57,0
"2125","IRL","Ireland","Europe","Northern Europe",2022-05-20,0,0,0,0,2022-05-27,86500,5023.109,0
"2126","ISR","Israel","Asia","Western Asia",2022-05-20,0,0,0,0,2022-05-21,92190.7518,9038.309,0
"2127","ITA","Italy","Europe","Southern Europe",2022-05-20,2,3,0.214285714285714,0.285714285714286,2022-05-19,426434.30034556,59037.474,6.70007749101697e-07
"2128","JAM","Jamaica","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-07-06,42400,2827.377,0
"2129","JPN","Japan","Asia","Eastern Asia",2022-05-20,0,0,0,0,2022-07-25,7e+05,123951.692,0
"2130","JOR","Jordan","Asia","Western Asia",2022-05-20,0,0,0,0,2022-09-08,115115.8638,11285.869,0
"2131","LVA","Latvia","Europe","Northern Europe",2022-05-20,0,0,0,0,2022-06-03,19425.7358698135,1850.651,0
"2132","LBN","Lebanon","Asia","Western Asia",2022-05-20,0,0,0,0,2022-06-20,16500,5489.739,0
"2133","LBR","Liberia","Africa","Sub-Saharan Africa",2022-05-20,0,0,0,0,2022-07-23,74600,5302.681,0
"2134","LTU","Lithuania","Europe","Northern Europe",2022-05-20,0,0,0,0,2022-08-03,28866.5134903663,2750.055,0
"2135","LUX","Luxembourg","Europe","Western Europe",2022-05-20,0,0,0,0,2022-06-16,5885.0710259828,647.599,0
"2136","MLT","Malta","Europe","Southern Europe",2022-05-20,0,0,0,0,2022-05-28,3851.9846274941,533.286,0
"2137","MTQ","Martinique","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-07-15,12384.9859,367.507,0
"2138","MEX","Mexico","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-05-28,1200000,127504.125,0
"2139","MDA","Moldova","Europe","Eastern Europe",2022-05-20,0,0,0,0,2022-08-08,14600,3272.996,0
"2140","MCO","Monaco","Europe","Western Europe",2022-05-20,0,0,0,0,2022-07-21,331.412888603235,36.469,0
"2141","MNE","Montenegro","Europe","Southern Europe",2022-05-20,0,0,0,0,2022-08-01,4529.48366200923,627.082,0
"2142","MAR","Morocco","Africa","Northern Africa",2022-05-20,0,0,0,0,2022-06-02,42000,37457.971,0
"2143","NLD","Netherlands","Europe","Western Europe",2022-05-20,1,1,0.0714285714285714,0.0714285714285714,2022-05-20,230000,17564.014,3.1055900621118e-07
"2144","NCL","New Caledonia","Oceania","Melanesia",2022-05-20,0,0,0,0,2022-07-12,4726.185,289.95,0
"2145","NZL","New Zealand","Oceania","Australia and New Zealand",2022-05-20,0,0,0,0,2022-07-09,37500,5185.288,0
"2146","NGA","Nigeria","Africa","Sub-Saharan Africa",2022-05-20,0,15,0,15,2022-01-31,240000,218541.212,6.25e-05
"2147","NOR","Norway","Europe","Northern Europe",2022-05-20,0,0,0,0,2022-05-31,57042.4383237622,5434.319,0
"2148","PAN","Panama","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-07-05,29600,4408.581,0
"2149","PRY","Paraguay","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-08-25,27700,6780.744,0
"2150","PER","Peru","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-06-26,260000,34049.588,0
"2151","PHL","Philippines","Asia","South-eastern Asia",2022-05-20,0,0,0,0,2022-07-28,678100,115559.009,0
"2152","POL","Poland","Europe","Eastern Europe",2022-05-20,0,0,0,0,2022-06-10,840985.7595,39857.145,0
"2153","PRT","Portugal","Europe","Southern Europe",2022-05-20,0,23,1.64285714285714,4.5,2022-05-17,74187.6105711891,10270.865,6.06570283818736e-05
"2154","PRI","Puerto Rico","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-06-29,109606.1159,3252.407,0
"2155","QAT","Qatar","Asia","Western Asia",2022-05-20,0,0,0,0,2022-07-20,27490.2444,2695.122,0
"2156","COG","Republic of Congo","Africa","Sub-Saharan Africa",2022-05-20,0,2,0,2,2022-04-12,1300,5970.424,0.00153846153846154
"2157","ROU","Romania","Europe","Eastern Europe",2022-05-20,0,0,0,0,2022-06-13,10500,19659.267,0
"2158","RUS","Russia","Europe","Eastern Europe",2022-05-20,0,0,0,0,2022-07-12,1532011.64928064,144713.314,0
"2159","MAF","Saint Martin (French part)","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-08-01,503.836479112461,31.791,0
"2160","SAU","Saudi Arabia","Asia","Western Asia",2022-05-20,0,0,0,0,2022-07-14,371369.964,36408.82,0
"2161","SRB","Serbia","Europe","Southern Europe",2022-05-20,0,0,0,0,2022-06-17,40000,7221.365,0
"2162","SGP","Singapore","Asia","South-eastern Asia",2022-05-20,0,0,0,0,2022-06-20,97403.7307,5975.689,0
"2163","SVK","Slovakia","Europe","Eastern Europe",2022-05-20,0,0,0,0,2022-07-07,119076.8583,5643.453,0
"2164","SVN","Slovenia","Europe","Southern Europe",2022-05-20,0,0,0,0,2022-05-24,15311.8711173472,2119.844,0
"2165","ZAF","South Africa","Africa","Sub-Saharan Africa",2022-05-20,0,0,0,0,2022-06-22,309700,59893.885,0
"2166","KOR","South Korea","Asia","Eastern Asia",2022-05-20,0,0,0,0,2022-06-22,520231.319373243,51815.81,0
"2167","SSD","South Sudan","Africa","Sub-Saharan Africa",2022-05-20,0,0,0,0,2022-08-29,158240.878,10913.164,0
"2168","ESP","Spain","Europe","Southern Europe",2022-05-20,23,30,2.14285714285714,3.14285714285714,2022-05-18,890200,47558.63,3.53050678820169e-06
"2169","SDN","Sudan","Africa","Northern Africa",2022-05-20,0,0,0,0,2022-07-31,132000,46874.204,0
"2170","SWE","Sweden","Europe","Northern Europe",2022-05-20,0,1,0.0714285714285714,0.142857142857143,2022-05-19,1e+05,10549.347,1.42857142857143e-06
"2171","CHE","Switzerland","Europe","Western Europe",2022-05-20,0,0,0,0,2022-05-21,80000,8740.472,0
"2172","TWN","Taiwan","Asia","Eastern Asia",2022-05-20,0,0,0,0,2022-06-24,239889.946426095,23893.394,0
"2173","THA","Thailand","Asia","South-eastern Asia",2022-05-20,0,0,0,0,2022-07-21,527900,71697.03,0
"2174","TUR","Turkey","Asia","Western Asia",2022-05-20,0,0,0,0,2022-06-30,870480.6582,85341.241,0
"2175","UKR","Ukraine","Europe","Eastern Europe",2022-05-20,0,0,0,0,2022-09-15,179400,39701.739,0
"2176","ARE","United Arab Emirates","Asia","Western Asia",2022-05-20,0,0,0,0,2022-05-24,96299.5158,9441.129,0
"2177","GBR","United Kingdom","Europe","Northern Europe",2022-05-20,11,20,1.35714285714286,5.14285714285714,2022-05-06,708621.322760554,67508.936,7.25755347414932e-06
"2178","USA","United States","Americas","Northern America",2022-05-20,0,2,0.142857142857143,0.357142857142857,2022-05-18,4500000,338289.857,7.93650793650794e-08
"2179","URY","Uruguay","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-07-29,28600,3422.794,0
"2180","VEN","Venezuela","Americas","Latin America and the Caribbean",2022-05-20,0,0,0,0,2022-06-12,210800,28301.696,0
"2181","AND","Andorra","Europe","Southern Europe",2022-05-21,0,0,0,0,2022-07-25,576.577710468845,79.824,0
"2182","ARG","Argentina","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-05-27,205600,45510.318,0
"2183","ABW","Aruba","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-08-22,3587.1965,106.445,0
"2184","AUS","Australia","Oceania","Australia and New Zealand",2022-05-21,0,2,0.142857142857143,0.285714285714286,2022-05-20,263500,26177.413,1.08430468961778e-06
"2185","AUT","Austria","Europe","Western Europe",2022-05-21,0,0,0,0,2022-05-23,81238.97811776,8939.617,0
"2186","BHS","Bahamas","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-06-24,2800,409.984,0
"2187","BHR","Bahrain","Asia","Western Asia",2022-05-21,0,0,0,0,2022-09-16,15016.7766,1472.233,0
"2188","BRB","Barbados","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-07-16,2600,281.635,0
"2189","BEL","Belgium","Europe","Western Europe",2022-05-21,1,4,0.285714285714286,0.571428571428571,2022-05-19,105923.535897807,11655.93,5.3947271169259e-06
"2190","BEN","Benin","Africa","Sub-Saharan Africa",2022-05-21,0,0,0,0,2022-06-14,5800,13352.864,0
"2191","BMU","Bermuda","Americas","Northern America",2022-05-21,0,0,0,0,2022-07-21,718.819322375309,64.184,0
"2192","BOL","Bolivia","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-08-01,35500,12224.11,0
"2193","BIH","Bosnia And Herzegovina","Europe","Southern Europe",2022-05-21,0,0,0,0,2022-07-13,6900,3233.526,0
"2194","BRA","Brazil","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-06-08,2e+06,215313.498,0
"2195","BGR","Bulgaria","Europe","Eastern Europe",2022-05-21,0,0,0,0,2022-06-23,57800,6781.953,0
"2196","CMR","Cameroon","Africa","Sub-Saharan Africa",2022-05-21,0,3,0,3,2022-02-17,7000,27914.536,0.000428571428571429
"2197","CAN","Canada","Americas","Northern America",2022-05-21,0,5,0.357142857142857,0.857142857142857,2022-05-19,349800,38454.327,2.45037980887037e-06
"2198","CAF","Central African Republic","Africa","Sub-Saharan Africa",2022-05-21,0,8,0.142857142857143,6.42857142857143,2022-03-04,3000,5579.144,0.00214285714285714
"2199","CHL","Chile","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-06-17,122600,19603.733,0
"2200","CHN","China","Asia","Eastern Asia",2022-05-21,0,0,0,0,2022-06-24,23241963.5931,1425887.337,0
"2201","COL","Colombia","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-06-23,356700,51874.024,0
"2202","CRI","Costa Rica","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-07-20,10100,5180.829,0
"2203","HRV","Croatia","Europe","Southern Europe",2022-05-21,0,0,0,0,2022-06-23,29500,4030.358,0
"2204","CUB","Cuba","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-08-20,279200,11212.191,0
"2205","CUW","Curaçao","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-08-15,3029.62765740541,191.163,0
"2206","CYP","Cyprus","Asia","Western Asia",2022-05-21,0,0,0,0,2022-08-02,12765.1776,1251.488,0
"2207","CZE","Czech Republic","Europe","Eastern Europe",2022-05-21,0,0,0,0,2022-05-24,111094.883774052,10493.986,0
"2208","COD","Democratic Republic Of The Congo","Africa","Sub-Saharan Africa",2022-05-21,0,10,0.714285714285714,10,2022-05-08,194900,99010.212,5.13083632632119e-05
"2209","DNK","Denmark","Europe","Northern Europe",2022-05-21,0,0,0,0,2022-05-23,50000,5882.261,0
"2210","DOM","Dominican Republic","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-07-06,142000,11228.821,0
"2211","ECU","Ecuador","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-07-06,89400,18001,0
"2212","EGY","Egypt","Africa","Northern Africa",2022-05-21,0,0,0,0,2022-09-07,64300,110990.103,0
"2213","SLV","El Salvador","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-08-30,54100,6336.392,0
"2214","EST","Estonia","Europe","Northern Europe",2022-05-21,0,0,0,0,2022-06-28,9000,1326.062,0
"2215","FIN","Finland","Europe","Northern Europe",2022-05-21,0,0,0,0,2022-05-27,58159.5605503088,5540.745,0
"2216","FRA","France","Europe","Western Europe",2022-05-21,0,1,0.0714285714285714,0.214285714285714,2022-05-19,330000,64626.628,6.49350649350649e-07
"2217","GEO","Georgia","Asia","Western Asia",2022-05-21,0,0,0,0,2022-06-15,18500,3744.385,0
"2218","DEU","Germany","Europe","Western Europe",2022-05-21,2,4,0.285714285714286,0.5,2022-05-19,750000,83369.843,6.66666666666667e-07
"2219","GHA","Ghana","Africa","Sub-Saharan Africa",2022-05-21,0,0,0,0,2022-06-08,54800,33475.87,0
"2220","GIB","Gibraltar","Europe","Southern Europe",2022-05-21,0,0,0,0,2022-06-01,235.82739112419,32.649,0
"2221","GRC","Greece","Europe","Southern Europe",2022-05-21,0,0,0,0,2022-06-08,94000,10384.971,0
"2222","GRL","Greenland","Americas","Northern America",2022-05-21,0,0,0,0,2022-08-09,632.382709978253,56.466,0
"2223","GLP","Guadeloupe","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-07-25,13336.8424,395.752,0
"2224","GUM","Guam","Oceania","Micronesia",2022-05-21,0,0,0,0,2022-09-11,2799.9162,171.774,0
"2225","GTM","Guatemala","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-08-03,116500,17843.908,0
"2226","GUY","Guyana","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-08-22,3300,808.726,0
"2227","HND","Honduras","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-08-13,40900,10432.86,0
"2228","HKG","Hong Kong","Asia","Eastern Asia",2022-05-21,0,0,0,0,2022-09-06,122068.4995,7488.865,0
"2229","HUN","Hungary","Europe","Eastern Europe",2022-05-21,0,0,0,0,2022-05-31,210310.1988,9967.308,0
"2230","ISL","Iceland","Europe","Northern Europe",2022-05-21,0,0,0,0,2022-06-15,3914.21044817071,372.899,0
"2231","IND","India","Asia","Southern Asia",2022-05-21,0,0,0,0,2022-07-14,238200,1417173.173,0
"2232","IDN","Indonesia","Asia","South-eastern Asia",2022-05-21,0,0,0,0,2022-08-19,754300,275501.339,0
"2233","IRN","Iran","Asia","Southern Asia",2022-05-21,0,0,0,0,2022-08-16,313924.554014187,88550.57,0
"2234","IRL","Ireland","Europe","Northern Europe",2022-05-21,0,0,0,0,2022-05-27,86500,5023.109,0
"2235","ISR","Israel","Asia","Western Asia",2022-05-21,1,1,0.0714285714285714,0.0714285714285714,2022-05-21,92190.7518,9038.309,7.74791072140616e-07
"2236","ITA","Italy","Europe","Southern Europe",2022-05-21,0,3,0.214285714285714,0.5,2022-05-19,426434.30034556,59037.474,1.17251356092797e-06
"2237","JAM","Jamaica","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-07-06,42400,2827.377,0
"2238","JPN","Japan","Asia","Eastern Asia",2022-05-21,0,0,0,0,2022-07-25,7e+05,123951.692,0
"2239","JOR","Jordan","Asia","Western Asia",2022-05-21,0,0,0,0,2022-09-08,115115.8638,11285.869,0
"2240","LVA","Latvia","Europe","Northern Europe",2022-05-21,0,0,0,0,2022-06-03,19425.7358698135,1850.651,0
"2241","LBN","Lebanon","Asia","Western Asia",2022-05-21,0,0,0,0,2022-06-20,16500,5489.739,0
"2242","LBR","Liberia","Africa","Sub-Saharan Africa",2022-05-21,0,0,0,0,2022-07-23,74600,5302.681,0
"2243","LTU","Lithuania","Europe","Northern Europe",2022-05-21,0,0,0,0,2022-08-03,28866.5134903663,2750.055,0
"2244","LUX","Luxembourg","Europe","Western Europe",2022-05-21,0,0,0,0,2022-06-16,5885.0710259828,647.599,0
"2245","MLT","Malta","Europe","Southern Europe",2022-05-21,0,0,0,0,2022-05-28,3851.9846274941,533.286,0
"2246","MTQ","Martinique","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-07-15,12384.9859,367.507,0
"2247","MEX","Mexico","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-05-28,1200000,127504.125,0
"2248","MDA","Moldova","Europe","Eastern Europe",2022-05-21,0,0,0,0,2022-08-08,14600,3272.996,0
"2249","MCO","Monaco","Europe","Western Europe",2022-05-21,0,0,0,0,2022-07-21,331.412888603235,36.469,0
"2250","MNE","Montenegro","Europe","Southern Europe",2022-05-21,0,0,0,0,2022-08-01,4529.48366200923,627.082,0
"2251","MAR","Morocco","Africa","Northern Africa",2022-05-21,0,0,0,0,2022-06-02,42000,37457.971,0
"2252","NLD","Netherlands","Europe","Western Europe",2022-05-21,1,2,0.142857142857143,0.214285714285714,2022-05-20,230000,17564.014,9.3167701863354e-07
"2253","NCL","New Caledonia","Oceania","Melanesia",2022-05-21,0,0,0,0,2022-07-12,4726.185,289.95,0
"2254","NZL","New Zealand","Oceania","Australia and New Zealand",2022-05-21,0,0,0,0,2022-07-09,37500,5185.288,0
"2255","NGA","Nigeria","Africa","Sub-Saharan Africa",2022-05-21,0,15,0,15,2022-01-31,240000,218541.212,6.25e-05
"2256","NOR","Norway","Europe","Northern Europe",2022-05-21,0,0,0,0,2022-05-31,57042.4383237622,5434.319,0
"2257","PAN","Panama","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-07-05,29600,4408.581,0
"2258","PRY","Paraguay","Americas","Latin America and the Caribbean",2022-05-21,0,0,0,0,2022-08-25,27700,6780.744,0
