"","iso_code","location","region","sub_region","date","new_cases","total_cases","MA_new_cases","MA_total_cases","date_import","MSM_pop","pop2022","cum_icni_prop"
"3707","GBR","United Kingdom","Europe","Northern Europe",2022-06-04,0,225,14,132.642857142857,2022-05-07,708621.322760554,67508.936,0.000187184400020768
"3708","USA","United States","Americas","Northern America",2022-06-04,2,21,1.5,2.85714285714286,2022-06-03,4500000,338289.857,6.34920634920635e-07
"3709","URY","Uruguay","Americas","Latin America and the Caribbean",2022-06-04,0,0,0,0,2022-07-31,28600,3422.794,0
"3710","VEN","Venezuela","Americas","Latin America and the Caribbean",2022-06-04,0,0,0,0,2022-06-14,210800,28301.696,0
"3711","AND","Andorra","Europe","Southern Europe",2022-06-05,0,0,0,0,2022-07-25,576.577710468845,79.824,0
"3712","ARG","Argentina","Americas","Latin America and the Caribbean",2022-06-05,0,2,0.142857142857143,0.428571428571429,2022-06-03,205600,45510.318,2.08449138410228e-06
"3713","ABW","Aruba","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-08-21,3587.1965,106.445,0
"3714","AUS","Australia","Oceania","Australia and New Zealand",2022-06-05,0,5,0.214285714285714,2.71428571428571,2022-05-20,263500,26177.413,1.03008945513689e-05
"3715","AUT","Austria","Europe","Western Europe",2022-06-05,0,1,0.0714285714285714,1,2022-05-23,81238.97811776,8939.617,1.23093621211046e-05
"3716","BHS","Bahamas","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-06-27,2800,409.984,0
"3717","BHR","Bahrain","Asia","Western Asia",2022-06-05,0,0,0,0,2022-09-16,15016.7766,1472.233,0
"3718","BRB","Barbados","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-07-19,2600,281.635,0
"3719","BEL","Belgium","Europe","Western Europe",2022-06-05,0,17,1,9.07142857142857,2022-05-19,105923.535897807,11655.93,8.56412929811987e-05
"3720","BEN","Benin","Africa","Sub-Saharan Africa",2022-06-05,0,0,0,0,2022-06-15,5800,13352.864,0
"3721","BMU","Bermuda","Americas","Northern America",2022-06-05,0,0,0,0,2022-07-23,718.819322375309,64.184,0
"3722","BOL","Bolivia","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-08-03,35500,12224.11,0
"3723","BIH","Bosnia and Herzegovina","Europe","Southern Europe",2022-06-05,0,0,0,0,2022-07-14,6900,3233.526,0
"3724","BRA","Brazil","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-06-10,2e+06,215313.498,0
"3725","BGR","Bulgaria","Europe","Eastern Europe",2022-06-05,0,0,0,0,2022-06-23,57800,6781.953,0
"3726","CMR","Cameroon","Africa","Sub-Saharan Africa",2022-06-05,0,0,0,0,2022-06-13,7000,27914.536,0
"3727","CAN","Canada","Americas","Northern America",2022-06-05,0,77,5.5,15.0714285714286,2022-06-03,349800,38454.327,4.30858449726374e-05
"3728","CAF","Central African Republic","Africa","Sub-Saharan Africa",2022-06-05,0,2,0,2,2022-05-01,3000,5579.144,0.000666666666666667
"3729","CHL","Chile","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-06-18,122600,19603.733,0
"3730","CHN","China","Asia","Eastern Asia",2022-06-05,0,0,0,0,2022-06-24,23241963.5931,1425887.337,0
"3731","COL","Colombia","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-06-25,356700,51874.024,0
"3732","COG","Congo","Africa","Sub-Saharan Africa",2022-06-05,0,2,0,2,2022-05-21,1300,5970.424,0.00153846153846154
"3733","CRI","Costa Rica","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-07-21,10100,5180.829,0
"3734","HRV","Croatia","Europe","Southern Europe",2022-06-05,0,0,0,0,2022-06-24,29500,4030.358,0
"3735","CUB","Cuba","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-08-23,279200,11212.191,0
"3736","CUW","Curacao","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-08-18,3029.62765740541,191.163,0
"3737","CYP","Cyprus","Asia","Western Asia",2022-06-05,0,0,0,0,2022-08-03,12765.1776,1251.488,0
"3738","CZE","Czechia","Europe","Eastern Europe",2022-06-05,0,6,0.428571428571429,4.28571428571429,2022-05-24,111094.883774052,10493.986,3.85770625984063e-05
"3739","COD","Democratic Republic of Congo","Africa","Sub-Saharan Africa",2022-06-05,0,0,0,0,2022-06-13,194900,99010.212,0
"3740","DNK","Denmark","Europe","Northern Europe",2022-06-05,0,2,0.142857142857143,1.92857142857143,2022-05-23,50000,5882.261,3.85714285714286e-05
"3741","DOM","Dominican Republic","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-07-06,142000,11228.821,0
"3742","ECU","Ecuador","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-06-14,89400,18001,0
"3743","EGY","Egypt","Africa","Northern Africa",2022-06-05,0,0,0,0,2022-09-27,64300,110990.103,0
"3744","SLV","El Salvador","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-09-01,54100,6336.392,0
"3745","EST","Estonia","Europe","Northern Europe",2022-06-05,0,0,0,0,2022-06-28,9000,1326.062,0
"3746","FIN","Finland","Europe","Northern Europe",2022-06-05,0,2,0.0714285714285714,1.21428571428571,2022-05-20,58159.5605503088,5540.745,2.0878522856708e-05
"3747","FRA","France","Europe","Western Europe",2022-06-05,0,51,3.57142857142857,18.2142857142857,2022-05-19,330000,64626.628,5.51948051948052e-05
"3748","GEO","Georgia","Asia","Western Asia",2022-06-05,0,0,0,0,2022-06-15,18500,3744.385,0
"3749","DEU","Germany","Europe","Western Europe",2022-06-05,0,65,4.42857142857143,30.3571428571429,2022-05-20,750000,83369.843,4.04761904761905e-05
"3750","GHA","Ghana","Africa","Sub-Saharan Africa",2022-06-05,0,0,0,0,2022-06-13,54800,33475.87,0
"3751","GIB","Gibraltar","Europe","Southern Europe",2022-06-05,0,1,0.0714285714285714,0.285714285714286,2022-06-02,235.82739112419,32.649,0.00121153986545958
"3752","GRC","Greece","Europe","Southern Europe",2022-06-05,0,0,0,0,2022-06-09,94000,10384.971,0
"3753","GRL","Greenland","Americas","Northern America",2022-06-05,0,0,0,0,2022-08-10,632.382709978253,56.466,0
"3754","GLP","Guadeloupe","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-08-05,13336.8424,395.752,0
"3755","GUM","Guam","Oceania","Micronesia",2022-06-05,0,0,0,0,2022-09-12,2799.9162,171.774,0
"3756","GTM","Guatemala","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-08-04,116500,17843.908,0
"3757","GUY","Guyana","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-08-24,3300,808.726,0
"3758","HND","Honduras","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-08-14,40900,10432.86,0
"3759","HUN","Hungary","Europe","Eastern Europe",2022-06-05,0,1,0.0714285714285714,0.428571428571429,2022-05-31,210310.1988,9967.308,2.03780620729188e-06
"3760","ISL","Iceland","Europe","Northern Europe",2022-06-05,0,0,0,0,2022-06-09,3914.21044817071,372.899,0
"3761","IND","India","Asia","Southern Asia",2022-06-05,0,0,0,0,2022-07-14,238200,1417173.173,0
"3762","IDN","Indonesia","Asia","South-eastern Asia",2022-06-05,0,0,0,0,2022-08-22,754300,275501.339,0
"3763","IRN","Iran","Asia","Southern Asia",2022-06-05,0,0,0,0,2022-08-18,313924.554014187,88550.57,0
"3764","IRL","Ireland","Europe","Northern Europe",2022-06-05,0,9,0.5,7,2022-05-16,86500,5023.109,8.09248554913295e-05
"3765","ISR","Israel","Asia","Western Asia",2022-06-05,0,2,0.0714285714285714,1.5,2022-05-21,92190.7518,9038.309,1.62706125149529e-05
"3766","ITA","Italy","Europe","Southern Europe",2022-06-05,0,20,1.21428571428571,11.9285714285714,2022-05-19,426434.30034556,59037.474,2.79728235249958e-05
"3767","JAM","Jamaica","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-07-08,42400,2827.377,0
"3768","JPN","Japan","Asia","Eastern Asia",2022-06-05,0,0,0,0,2022-07-25,7e+05,123951.692,0
"3769","JOR","Jordan","Asia","Western Asia",2022-06-05,0,0,0,0,2022-09-08,115115.8638,11285.869,0
"3770","LVA","Latvia","Europe","Northern Europe",2022-06-05,0,1,0.0714285714285714,0.214285714285714,2022-06-03,19425.7358698135,1850.651,1.10310217189096e-05
"3771","LBN","Lebanon","Asia","Western Asia",2022-06-05,0,0,0,0,2022-06-20,16500,5489.739,0
"3772","LBR","Liberia","Africa","Sub-Saharan Africa",2022-06-05,0,0,0,0,2022-08-01,74600,5302.681,0
"3773","LTU","Lithuania","Europe","Northern Europe",2022-06-05,0,0,0,0,2022-08-04,28866.5134903663,2750.055,0
"3774","LUX","Luxembourg","Europe","Western Europe",2022-06-05,0,0,0,0,2022-06-16,5885.0710259828,647.599,0
"3775","MLT","Malta","Europe","Southern Europe",2022-06-05,0,1,0.0714285714285714,0.5,2022-05-30,3851.9846274941,533.286,0.000129803217912963
"3776","MTQ","Martinique","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-07-20,12384.9859,367.507,0
"3777","MEX","Mexico","Americas","Latin America and the Caribbean",2022-06-05,0,1,0.0714285714285714,0.214285714285714,2022-06-03,1200000,127504.125,1.78571428571429e-07
"3778","MDA","Moldova","Europe","Eastern Europe",2022-06-05,0,0,0,0,2022-08-09,14600,3272.996,0
"3779","MCO","Monaco","Europe","Western Europe",2022-06-05,0,0,0,0,2022-08-12,331.412888603235,36.469,0
"3780","MNE","Montenegro","Europe","Southern Europe",2022-06-05,0,0,0,0,2022-07-31,4529.48366200923,627.082,0
"3781","MAR","Morocco","Africa","Northern Africa",2022-06-05,0,1,0.0714285714285714,0.285714285714286,2022-06-02,42000,37457.971,6.80272108843537e-06
"3782","NLD","Netherlands","Europe","Western Europe",2022-06-05,0,40,2.71428571428571,24.6428571428571,2022-05-22,230000,17564.014,0.000107142857142857
"3783","NCL","New Caledonia","Oceania","Melanesia",2022-06-05,0,0,0,0,2022-07-12,4726.185,289.95,0
"3784","NZL","New Zealand","Oceania","Australia and New Zealand",2022-06-05,0,0,0,0,2022-07-11,37500,5185.288,0
"3785","NGA","Nigeria","Africa","Sub-Saharan Africa",2022-06-05,10,31,0.857142857142857,20.8571428571429,2022-05-01,240000,218541.212,8.69047619047619e-05
"3786","NOR","Norway","Europe","Northern Europe",2022-06-05,0,2,0.142857142857143,0.785714285714286,2022-05-31,57042.4383237622,5434.319,1.37742058159351e-05
"3787","PAN","Panama","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-07-06,29600,4408.581,0
"3788","PRY","Paraguay","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-08-26,27700,6780.744,0
"3789","PER","Peru","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-06-28,260000,34049.588,0
"3790","PHL","Philippines","Asia","South-eastern Asia",2022-06-05,0,0,0,0,2022-07-29,678100,115559.009,0
"3791","POL","Poland","Europe","Eastern Europe",2022-06-05,0,0,0,0,2022-06-13,840985.7595,39857.145,0
"3792","PRT","Portugal","Europe","Southern Europe",2022-06-05,0,143,7.57142857142857,93.1428571428571,2022-05-17,74187.6105711891,10270.865,0.00125550420650735
"3793","PRI","Puerto Rico","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-07-01,109606.1159,3252.407,0
"3794","QAT","Qatar","Asia","Western Asia",2022-06-05,0,0,0,0,2022-07-21,27490.2444,2695.122,0
"3795","ROU","Romania","Europe","Eastern Europe",2022-06-05,0,0,0,0,2022-06-14,10500,19659.267,0
"3796","RUS","Russia","Europe","Eastern Europe",2022-06-05,0,0,0,0,2022-07-12,1532011.64928064,144713.314,0
"3797","MAF","Saint Martin (French part)","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-08-04,503.836479112461,31.791,0
"3798","SAU","Saudi Arabia","Asia","Western Asia",2022-06-05,0,0,0,0,2022-07-14,371369.964,36408.82,0
"3799","SRB","Serbia","Europe","Southern Europe",2022-06-05,0,0,0,0,2022-06-17,40000,7221.365,0
"3800","SGP","Singapore","Asia","South-eastern Asia",2022-06-05,0,0,0,0,2022-06-21,97403.7307,5975.689,0
"3801","SVK","Slovakia","Europe","Eastern Europe",2022-06-05,0,0,0,0,2022-07-07,119076.8583,5643.453,0
"3802","SVN","Slovenia","Europe","Southern Europe",2022-06-05,0,3,0.214285714285714,2.07142857142857,2022-05-24,15311.8711173472,2119.844,0.000135282523968074
"3803","ZAF","South Africa","Africa","Sub-Saharan Africa",2022-06-05,0,0,0,0,2022-06-23,309700,59893.885,0
"3804","KOR","South Korea","Asia","Eastern Asia",2022-06-05,0,0,0,0,2022-06-22,520231.319373243,51815.81,0
"3805","ESP","Spain","Europe","Southern Europe",2022-06-05,0,186,10.4285714285714,95.1428571428571,2022-05-18,890200,47558.63,0.000106878069133742
"3806","SDN","Sudan","Africa","Northern Africa",2022-06-05,0,0,0,0,2022-08-01,132000,46874.204,0
"3807","SWE","Sweden","Europe","Northern Europe",2022-06-05,0,5,0.285714285714286,2.85714285714286,2022-05-18,1e+05,10549.347,2.85714285714286e-05
"3808","CHE","Switzerland","Europe","Western Europe",2022-06-05,0,8,0.5,3.78571428571429,2022-05-21,80000,8740.472,4.73214285714286e-05
"3809","THA","Thailand","Asia","South-eastern Asia",2022-06-05,0,0,0,0,2022-07-21,527900,71697.03,0
"3810","TUR","Turkey","Asia","Western Asia",2022-06-05,0,0,0,0,2022-06-30,870480.6582,85341.241,0
"3811","UKR","Ukraine","Europe","Eastern Europe",2022-06-05,0,0,0,0,2022-09-15,179400,39701.739,0
"3812","ARE","United Arab Emirates","Asia","Western Asia",2022-06-05,0,8,0.571428571428571,4.85714285714286,2022-05-24,96299.5158,9441.129,5.04378741345951e-05
"3813","GBR","United Kingdom","Europe","Northern Europe",2022-06-05,0,225,14,146.642857142857,2022-05-07,708621.322760554,67508.936,0.000206941073367063
"3814","USA","United States","Americas","Northern America",2022-06-05,4,25,1.78571428571429,4.64285714285714,2022-06-03,4500000,338289.857,1.03174603174603e-06
"3815","URY","Uruguay","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-07-31,28600,3422.794,0
"3816","VEN","Venezuela","Americas","Latin America and the Caribbean",2022-06-05,0,0,0,0,2022-06-14,210800,28301.696,0
"3817","AND","Andorra","Europe","Southern Europe",2022-06-06,0,0,0,0,2022-07-25,576.577710468845,79.824,0
"3818","ARG","Argentina","Americas","Latin America and the Caribbean",2022-06-06,0,2,0.142857142857143,0.571428571428571,2022-06-03,205600,45510.318,2.77932184546971e-06
"3819","ABW","Aruba","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-08-21,3587.1965,106.445,0
"3820","AUS","Australia","Oceania","Australia and New Zealand",2022-06-06,1,6,0.285714285714286,3,2022-05-20,263500,26177.413,1.13851992409867e-05
"3821","AUT","Austria","Europe","Western Europe",2022-06-06,0,1,0,1,2022-05-23,81238.97811776,8939.617,1.23093621211046e-05
"3822","BHS","Bahamas","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-06-27,2800,409.984,0
"3823","BHR","Bahrain","Asia","Western Asia",2022-06-06,0,0,0,0,2022-09-16,15016.7766,1472.233,0
"3824","BRB","Barbados","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-07-19,2600,281.635,0
"3825","BEL","Belgium","Europe","Western Europe",2022-06-06,0,17,0.928571428571429,10,2022-05-19,105923.535897807,11655.93,9.44077245462033e-05
"3826","BEN","Benin","Africa","Sub-Saharan Africa",2022-06-06,0,0,0,0,2022-06-15,5800,13352.864,0
"3827","BMU","Bermuda","Americas","Northern America",2022-06-06,0,0,0,0,2022-07-23,718.819322375309,64.184,0
"3828","BOL","Bolivia","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-08-03,35500,12224.11,0
"3829","BIH","Bosnia and Herzegovina","Europe","Southern Europe",2022-06-06,0,0,0,0,2022-07-14,6900,3233.526,0
"3830","BRA","Brazil","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-06-10,2e+06,215313.498,0
"3831","BGR","Bulgaria","Europe","Eastern Europe",2022-06-06,0,0,0,0,2022-06-23,57800,6781.953,0
"3832","CMR","Cameroon","Africa","Sub-Saharan Africa",2022-06-06,0,0,0,0,2022-06-13,7000,27914.536,0
"3833","CAN","Canada","Americas","Northern America",2022-06-06,0,77,5.5,20.5714285714286,2022-06-03,349800,38454.327,5.8809115412889e-05
"3834","CAF","Central African Republic","Africa","Sub-Saharan Africa",2022-06-06,0,2,0,2,2022-05-01,3000,5579.144,0.000666666666666667
"3835","CHL","Chile","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-06-18,122600,19603.733,0
"3836","CHN","China","Asia","Eastern Asia",2022-06-06,0,0,0,0,2022-06-24,23241963.5931,1425887.337,0
"3837","COL","Colombia","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-06-25,356700,51874.024,0
"3838","COG","Congo","Africa","Sub-Saharan Africa",2022-06-06,0,2,0,2,2022-05-21,1300,5970.424,0.00153846153846154
"3839","CRI","Costa Rica","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-07-21,10100,5180.829,0
"3840","HRV","Croatia","Europe","Southern Europe",2022-06-06,0,0,0,0,2022-06-24,29500,4030.358,0
"3841","CUB","Cuba","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-08-23,279200,11212.191,0
"3842","CUW","Curacao","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-08-18,3029.62765740541,191.163,0
"3843","CYP","Cyprus","Asia","Western Asia",2022-06-06,0,0,0,0,2022-08-03,12765.1776,1251.488,0
"3844","CZE","Czechia","Europe","Eastern Europe",2022-06-06,0,6,0.428571428571429,4.71428571428571,2022-05-24,111094.883774052,10493.986,4.24347688582469e-05
"3845","COD","Democratic Republic of Congo","Africa","Sub-Saharan Africa",2022-06-06,0,0,0,0,2022-06-13,194900,99010.212,0
"3846","DNK","Denmark","Europe","Northern Europe",2022-06-06,1,3,0.142857142857143,2.07142857142857,2022-05-23,50000,5882.261,4.14285714285714e-05
"3847","DOM","Dominican Republic","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-07-06,142000,11228.821,0
"3848","ECU","Ecuador","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-06-14,89400,18001,0
"3849","EGY","Egypt","Africa","Northern Africa",2022-06-06,0,0,0,0,2022-09-27,64300,110990.103,0
"3850","SLV","El Salvador","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-09-01,54100,6336.392,0
"3851","EST","Estonia","Europe","Northern Europe",2022-06-06,0,0,0,0,2022-06-28,9000,1326.062,0
"3852","FIN","Finland","Europe","Northern Europe",2022-06-06,0,2,0.0714285714285714,1.28571428571429,2022-05-20,58159.5605503088,5540.745,2.21066712600437e-05
"3853","FRA","France","Europe","Western Europe",2022-06-06,0,51,3.57142857142857,21.7857142857143,2022-05-19,330000,64626.628,6.6017316017316e-05
"3854","GEO","Georgia","Asia","Western Asia",2022-06-06,0,0,0,0,2022-06-15,18500,3744.385,0
"3855","DEU","Germany","Europe","Western Europe",2022-06-06,0,65,4.35714285714286,34.7142857142857,2022-05-20,750000,83369.843,4.62857142857143e-05
"3856","GHA","Ghana","Africa","Sub-Saharan Africa",2022-06-06,0,0,0,0,2022-06-13,54800,33475.87,0
"3857","GIB","Gibraltar","Europe","Southern Europe",2022-06-06,0,1,0.0714285714285714,0.357142857142857,2022-06-02,235.82739112419,32.649,0.00151442483182448
"3858","GRC","Greece","Europe","Southern Europe",2022-06-06,0,0,0,0,2022-06-09,94000,10384.971,0
"3859","GRL","Greenland","Americas","Northern America",2022-06-06,0,0,0,0,2022-08-10,632.382709978253,56.466,0
"3860","GLP","Guadeloupe","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-08-05,13336.8424,395.752,0
"3861","GUM","Guam","Oceania","Micronesia",2022-06-06,0,0,0,0,2022-09-12,2799.9162,171.774,0
"3862","GTM","Guatemala","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-08-04,116500,17843.908,0
"3863","GUY","Guyana","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-08-24,3300,808.726,0
"3864","HND","Honduras","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-08-14,40900,10432.86,0
"3865","HUN","Hungary","Europe","Eastern Europe",2022-06-06,0,1,0.0714285714285714,0.5,2022-05-31,210310.1988,9967.308,2.37744057517386e-06
"3866","ISL","Iceland","Europe","Northern Europe",2022-06-06,0,0,0,0,2022-06-09,3914.21044817071,372.899,0
"3867","IND","India","Asia","Southern Asia",2022-06-06,0,0,0,0,2022-07-14,238200,1417173.173,0
"3868","IDN","Indonesia","Asia","South-eastern Asia",2022-06-06,0,0,0,0,2022-08-22,754300,275501.339,0
"3869","IRN","Iran","Asia","Southern Asia",2022-06-06,0,0,0,0,2022-08-18,313924.554014187,88550.57,0
"3870","IRL","Ireland","Europe","Northern Europe",2022-06-06,1,10,0.571428571428571,7.57142857142857,2022-05-16,86500,5023.109,8.75309661436829e-05
"3871","ISR","Israel","Asia","Western Asia",2022-06-06,0,2,0.0714285714285714,1.57142857142857,2022-05-21,92190.7518,9038.309,1.70454035870936e-05
"3872","ITA","Italy","Europe","Southern Europe",2022-06-06,0,20,1.14285714285714,13.0714285714286,2022-05-19,426434.30034556,59037.474,3.06528545214026e-05
"3873","JAM","Jamaica","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-07-08,42400,2827.377,0
"3874","JPN","Japan","Asia","Eastern Asia",2022-06-06,0,0,0,0,2022-07-25,7e+05,123951.692,0
"3875","JOR","Jordan","Asia","Western Asia",2022-06-06,0,0,0,0,2022-09-08,115115.8638,11285.869,0
"3876","LVA","Latvia","Europe","Northern Europe",2022-06-06,0,1,0.0714285714285714,0.285714285714286,2022-06-03,19425.7358698135,1850.651,1.47080289585462e-05
"3877","LBN","Lebanon","Asia","Western Asia",2022-06-06,0,0,0,0,2022-06-20,16500,5489.739,0
"3878","LBR","Liberia","Africa","Sub-Saharan Africa",2022-06-06,0,0,0,0,2022-08-01,74600,5302.681,0
"3879","LTU","Lithuania","Europe","Northern Europe",2022-06-06,0,0,0,0,2022-08-04,28866.5134903663,2750.055,0
"3880","LUX","Luxembourg","Europe","Western Europe",2022-06-06,0,0,0,0,2022-06-16,5885.0710259828,647.599,0
"3881","MLT","Malta","Europe","Southern Europe",2022-06-06,0,1,0.0714285714285714,0.571428571428571,2022-05-30,3851.9846274941,533.286,0.000148346534757672
"3882","MTQ","Martinique","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-07-20,12384.9859,367.507,0
"3883","MEX","Mexico","Americas","Latin America and the Caribbean",2022-06-06,0,1,0.0714285714285714,0.285714285714286,2022-06-03,1200000,127504.125,2.38095238095238e-07
"3884","MDA","Moldova","Europe","Eastern Europe",2022-06-06,0,0,0,0,2022-08-09,14600,3272.996,0
"3885","MCO","Monaco","Europe","Western Europe",2022-06-06,0,0,0,0,2022-08-12,331.412888603235,36.469,0
"3886","MNE","Montenegro","Europe","Southern Europe",2022-06-06,0,0,0,0,2022-07-31,4529.48366200923,627.082,0
"3887","MAR","Morocco","Africa","Northern Africa",2022-06-06,0,1,0.0714285714285714,0.357142857142857,2022-06-02,42000,37457.971,8.50340136054422e-06
"3888","NLD","Netherlands","Europe","Western Europe",2022-06-06,0,40,2.5,27.1428571428571,2022-05-22,230000,17564.014,0.000118012422360248
"3889","NCL","New Caledonia","Oceania","Melanesia",2022-06-06,0,0,0,0,2022-07-12,4726.185,289.95,0
"3890","NZL","New Zealand","Oceania","Australia and New Zealand",2022-06-06,0,0,0,0,2022-07-11,37500,5185.288,0
"3891","NGA","Nigeria","Africa","Sub-Saharan Africa",2022-06-06,0,31,0.857142857142857,21.7142857142857,2022-05-01,240000,218541.212,9.04761904761905e-05
"3892","NOR","Norway","Europe","Northern Europe",2022-06-06,0,2,0.142857142857143,0.928571428571429,2022-05-31,57042.4383237622,5434.319,1.62786068733779e-05
"3893","PAN","Panama","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-07-06,29600,4408.581,0
"3894","PRY","Paraguay","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-08-26,27700,6780.744,0
"3895","PER","Peru","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-06-28,260000,34049.588,0
"3896","PHL","Philippines","Asia","South-eastern Asia",2022-06-06,0,0,0,0,2022-07-29,678100,115559.009,0
"3897","POL","Poland","Europe","Eastern Europe",2022-06-06,0,0,0,0,2022-06-13,840985.7595,39857.145,0
"3898","PRT","Portugal","Europe","Southern Europe",2022-06-06,10,153,8.28571428571429,101.428571428571,2022-05-17,74187.6105711891,10270.865,0.00136719016352794
"3899","PRI","Puerto Rico","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-07-01,109606.1159,3252.407,0
"3900","QAT","Qatar","Asia","Western Asia",2022-06-06,0,0,0,0,2022-07-21,27490.2444,2695.122,0
"3901","ROU","Romania","Europe","Eastern Europe",2022-06-06,0,0,0,0,2022-06-14,10500,19659.267,0
"3902","RUS","Russia","Europe","Eastern Europe",2022-06-06,0,0,0,0,2022-07-12,1532011.64928064,144713.314,0
"3903","MAF","Saint Martin (French part)","Americas","Latin America and the Caribbean",2022-06-06,0,0,0,0,2022-08-04,503.836479112461,31.791,0
"3904","SAU","Saudi Arabia","Asia","Western Asia",2022-06-06,0,0,0,0,2022-07-14,371369.964,36408.82,0
"3905","SRB","Serbia","Europe","Southern Europe",2022-06-06,0,0,0,0,2022-06-17,40000,7221.365,0
"3906","SGP","Singapore","Asia","South-eastern Asia",2022-06-06,0,0,0,0,2022-06-21,97403.7307,5975.689,0
"3907","SVK","Slovakia","Europe","Eastern Europe",2022-06-06,0,0,0,0,2022-07-07,119076.8583,5643.453,0
"3908","SVN","Slovenia","Europe","Southern Europe",2022-06-06,3,6,0.428571428571429,2.5,2022-05-24,15311.8711173472,2119.844,0.000163272011685606
"3909","ZAF","South Africa","Africa","Sub-Saharan Africa",2022-06-06,0,0,0,0,2022-06-23,309700,59893.885,0
"3910","KOR","South Korea","Asia","Eastern Asia",2022-06-06,0,0,0,0,2022-06-22,520231.319373243,51815.81,0
"3911","ESP","Spain","Europe","Southern Europe",2022-06-06,0,186,10.4285714285714,105.571428571429,2022-05-18,890200,47558.63,0.00011859293256732
"3912","SDN","Sudan","Africa","Northern Africa",2022-06-06,0,0,0,0,2022-08-01,132000,46874.204,0
"3913","SWE","Sweden","Europe","Northern Europe",2022-06-06,0,5,0.285714285714286,3.14285714285714,2022-05-18,1e+05,10549.347,3.14285714285714e-05
"3914","CHE","Switzerland","Europe","Western Europe",2022-06-06,0,8,0.5,4.28571428571429,2022-05-21,80000,8740.472,5.35714285714286e-05
"3915","THA","Thailand","Asia","South-eastern Asia",2022-06-06,0,0,0,0,2022-07-21,527900,71697.03,0
"3916","TUR","Turkey","Asia","Western Asia",2022-06-06,0,0,0,0,2022-06-30,870480.6582,85341.241,0
"3917","UKR","Ukraine","Europe","Eastern Europe",2022-06-06,0,0,0,0,2022-09-15,179400,39701.739,0
"3918","ARE","United Arab Emirates","Asia","Western Asia",2022-06-06,0,8,0.571428571428571,5.42857142857143,2022-05-24,96299.5158,9441.129,5.63717416798416e-05
"3919","GBR","United Kingdom","Europe","Northern Europe",2022-06-06,77,302,17.5714285714286,164.214285714286,2022-05-07,708621.322760554,67508.936,0.00023173771440374
