,SAR,Infections,Reff_1,Reff_2,n
1592,7.248486032,0.074418448,0.013795984,0.027591969,159100
1593,7.25556715,0.074455522,0.01378252,0.02756504,159200
1594,7.262652301,0.074492589,0.013769074,0.027538149,159300
1595,7.269741486,0.074529649,0.013755647,0.027511295,159400
1596,7.276834707,0.074566702,0.013742239,0.027484478,159500
1597,7.283931966,0.074603749,0.013728849,0.027457697,159600
1598,7.291033264,0.074640788,0.013715477,0.027430954,159700
1599,7.298138602,0.074677821,0.013702124,0.027404248,159800
1600,7.305247983,0.074714847,0.013688789,0.027377578,159900
1601,7.312361408,0.074751867,0.013675473,0.027350946,160000
