"","iso_code","location","date","new_cases","total_cases","date_import"
"1","ABW","Aruba","2022/08/26",0,1,"2022/08/21"
"2","ABW","Aruba","2022/09/04",0,2,"2022/08/21"
"3","ABW","Aruba","2022/08/27",0,1,"2022/08/21"
"4","ABW","Aruba","2022/09/08",0,2,"2022/08/21"
"5","ABW","Aruba","2022/09/05",0,2,"2022/08/21"
"6","ABW","Aruba","2022/08/23",0,0,"2022/08/21"
"7","ABW","Aruba","2022/09/07",0,2,"2022/08/21"
"8","ABW","Aruba","2022/09/09",0,2,"2022/08/21"
"9","ABW","Aruba","2022/09/02",0,2,"2022/08/21"
"10","ABW","Aruba","2022/09/06",0,2,"2022/08/21"
"11","ABW","Aruba","2022/09/11",0,2,"2022/08/21"
"12","ABW","Aruba","2022/08/28",0,1,"2022/08/21"
"13","ABW","Aruba","2022/09/03",0,2,"2022/08/21"
"14","ABW","Aruba","2022/09/10",0,2,"2022/08/21"
"15","ABW","Aruba","2022/08/24",1,1,"2022/08/21"
"16","ABW","Aruba","2022/09/01",0,2,"2022/08/21"
"17","ABW","Aruba","2022/09/12",0,2,"2022/08/21"
"18","ABW","Aruba","2022/08/30",1,2,"2022/08/21"
"19","ABW","Aruba","2022/08/25",0,1,"2022/08/21"
"20","ABW","Aruba","2022/08/21",0,0,"2022/08/21"
"21","ABW","Aruba","2022/08/22",0,0,"2022/08/21"
"22","ABW","Aruba","2022/08/29",0,1,"2022/08/21"
"23","ABW","Aruba","2022/08/31",0,2,"2022/08/21"
"24","ABW","Aruba","2022/09/13",1,3,"2022/08/21"
"25","AND","Andorra","2022/09/23",0,4,"2022/07/25"
"26","AND","Andorra","2022/08/02",0,3,"2022/07/25"
"27","AND","Andorra","2022/08/07",0,4,"2022/07/25"
"28","AND","Andorra","2022/08/10",0,4,"2022/07/25"
"29","AND","Andorra","2022/08/03",0,3,"2022/07/25"
"30","AND","Andorra","2022/08/01",0,3,"2022/07/25"
"31","AND","Andorra","2022/10/01",0,4,"2022/07/25"
"32","AND","Andorra","2022/08/19",0,4,"2022/07/25"
"33","AND","Andorra","2022/08/06",0,4,"2022/07/25"
"34","AND","Andorra","2022/08/05",1,4,"2022/07/25"
"35","AND","Andorra","2022/08/26",0,4,"2022/07/25"
"36","AND","Andorra","2022/09/21",0,4,"2022/07/25"
"37","AND","Andorra","2022/09/24",0,4,"2022/07/25"
"38","AND","Andorra","2022/08/31",0,4,"2022/07/25"
"39","AND","Andorra","2022/09/19",0,4,"2022/07/25"
"40","AND","Andorra","2022/08/04",0,3,"2022/07/25"
"41","AND","Andorra","2022/10/03",0,4,"2022/07/25"
"42","AND","Andorra","2022/07/26",1,3,"2022/07/25"
"43","AND","Andorra","2022/09/07",0,4,"2022/07/25"
"44","AND","Andorra","2022/09/20",0,4,"2022/07/25"
"45","AND","Andorra","2022/09/27",0,4,"2022/07/25"
"46","AND","Andorra","2022/08/27",0,4,"2022/07/25"
"47","AND","Andorra","2022/08/12",0,4,"2022/07/25"
"48","AND","Andorra","2022/07/27",0,3,"2022/07/25"
"49","AND","Andorra","2022/07/30",0,3,"2022/07/25"
"50","AND","Andorra","2022/08/22",0,4,"2022/07/25"
"51","AND","Andorra","2022/09/17",0,4,"2022/07/25"
"52","AND","Andorra","2022/08/11",0,4,"2022/07/25"
"53","AND","Andorra","2022/08/08",0,4,"2022/07/25"
"54","AND","Andorra","2022/08/20",0,4,"2022/07/25"
"55","AND","Andorra","2022/09/09",0,4,"2022/07/25"
"56","AND","Andorra","2022/07/31",0,3,"2022/07/25"
"57","AND","Andorra","2022/08/21",0,4,"2022/07/25"
"58","AND","Andorra","2022/08/25",0,4,"2022/07/25"
"59","AND","Andorra","2022/09/04",0,4,"2022/07/25"
"60","AND","Andorra","2022/09/30",0,4,"2022/07/25"
"61","AND","Andorra","2022/07/28",0,3,"2022/07/25"
"62","AND","Andorra","2022/09/29",0,4,"2022/07/25"
"63","AND","Andorra","2022/08/17",0,4,"2022/07/25"
"64","AND","Andorra","2022/08/13",0,4,"2022/07/25"
"65","AND","Andorra","2022/09/22",0,4,"2022/07/25"
"66","AND","Andorra","2022/09/01",0,4,"2022/07/25"
"67","AND","Andorra","2022/08/14",0,4,"2022/07/25"
"68","AND","Andorra","2022/09/28",0,4,"2022/07/25"
"69","AND","Andorra","2022/09/08",0,4,"2022/07/25"
"70","AND","Andorra","2022/08/15",0,4,"2022/07/25"
"71","AND","Andorra","2022/09/02",0,4,"2022/07/25"
"72","AND","Andorra","2022/09/15",0,4,"2022/07/25"
"73","AND","Andorra","2022/09/25",0,4,"2022/07/25"
"74","AND","Andorra","2022/09/10",0,4,"2022/07/25"
"75","AND","Andorra","2022/08/24",0,4,"2022/07/25"
"76","AND","Andorra","2022/09/13",0,4,"2022/07/25"
"77","AND","Andorra","2022/08/16",0,4,"2022/07/25"
"78","AND","Andorra","2022/08/09",0,4,"2022/07/25"
"79","AND","Andorra","2022/09/11",0,4,"2022/07/25"
"80","AND","Andorra","2022/08/29",0,4,"2022/07/25"
"81","AND","Andorra","2022/08/23",0,4,"2022/07/25"
"82","AND","Andorra","2022/09/14",0,4,"2022/07/25"
"83","AND","Andorra","2022/09/18",0,4,"2022/07/25"
"84","AND","Andorra","2022/08/18",0,4,"2022/07/25"
"85","AND","Andorra","2022/08/30",0,4,"2022/07/25"
"86","AND","Andorra","2022/07/29",0,3,"2022/07/25"
"87","AND","Andorra","2022/09/03",0,4,"2022/07/25"
"88","AND","Andorra","2022/09/26",0,4,"2022/07/25"
"89","AND","Andorra","2022/10/02",0,4,"2022/07/25"
"90","AND","Andorra","2022/07/25",2,2,"2022/07/25"
"91","AND","Andorra","2022/09/05",0,4,"2022/07/25"
"92","AND","Andorra","2022/09/12",0,4,"2022/07/25"
"93","AND","Andorra","2022/09/06",0,4,"2022/07/25"
"94","AND","Andorra","2022/08/28",0,4,"2022/07/25"
"95","AND","Andorra","2022/09/16",0,4,"2022/07/25"
"96","ARE","United Arab Emirates","2022/07/03",0,13,"2022/05/24"
"97","ARE","United Arab Emirates","2022/07/24",3,16,"2022/05/24"
"98","ARE","United Arab Emirates","2022/07/19",0,13,"2022/05/24"
"99","ARE","United Arab Emirates","2022/07/11",0,13,"2022/05/24"
"100","ARE","United Arab Emirates","2022/06/26",0,13,"2022/05/24"
"101","ARE","United Arab Emirates","2022/05/25",0,4,"2022/05/24"
"102","ARE","United Arab Emirates","2022/07/21",0,13,"2022/05/24"
"103","ARE","United Arab Emirates","2022/06/30",0,13,"2022/05/24"
"104","ARE","United Arab Emirates","2022/06/03",0,8,"2022/05/24"
"105","ARE","United Arab Emirates","2022/06/22",0,13,"2022/05/24"
"106","ARE","United Arab Emirates","2022/05/27",0,4,"2022/05/24"
"107","ARE","United Arab Emirates","2022/06/09",0,13,"2022/05/24"
"108","ARE","United Arab Emirates","2022/07/14",0,13,"2022/05/24"
"109","ARE","United Arab Emirates","2022/05/30",0,4,"2022/05/24"
"110","ARE","United Arab Emirates","2022/07/23",0,13,"2022/05/24"
"111","ARE","United Arab Emirates","2022/06/05",0,8,"2022/05/24"
"112","ARE","United Arab Emirates","2022/06/16",0,13,"2022/05/24"
"113","ARE","United Arab Emirates","2022/06/25",0,13,"2022/05/24"
"114","ARE","United Arab Emirates","2022/07/09",0,13,"2022/05/24"
"115","ARE","United Arab Emirates","2022/06/11",0,13,"2022/05/24"
"116","ARE","United Arab Emirates","2022/06/14",0,13,"2022/05/24"
"117","ARE","United Arab Emirates","2022/05/26",0,4,"2022/05/24"
"118","ARE","United Arab Emirates","2022/06/10",0,13,"2022/05/24"
"119","ARE","United Arab Emirates","2022/07/17",0,13,"2022/05/24"
"120","ARE","United Arab Emirates","2022/07/01",0,13,"2022/05/24"
"121","ARE","United Arab Emirates","2022/07/15",0,13,"2022/05/24"
"122","ARE","United Arab Emirates","2022/06/27",0,13,"2022/05/24"
"123","ARE","United Arab Emirates","2022/06/17",0,13,"2022/05/24"
"124","ARE","United Arab Emirates","2022/07/13",0,13,"2022/05/24"
"125","ARE","United Arab Emirates","2022/05/24",4,4,"2022/05/24"
"126","ARE","United Arab Emirates","2022/06/19",0,13,"2022/05/24"
"127","ARE","United Arab Emirates","2022/06/04",0,8,"2022/05/24"
"128","ARE","United Arab Emirates","2022/07/06",0,13,"2022/05/24"
"129","ARE","United Arab Emirates","2022/06/29",0,13,"2022/05/24"
"130","ARE","United Arab Emirates","2022/06/28",0,13,"2022/05/24"
"131","ARE","United Arab Emirates","2022/07/18",0,13,"2022/05/24"
"132","ARE","United Arab Emirates","2022/06/06",0,8,"2022/05/24"
"133","ARE","United Arab Emirates","2022/06/07",0,8,"2022/05/24"
"134","ARE","United Arab Emirates","2022/05/28",0,4,"2022/05/24"
"135","ARE","United Arab Emirates","2022/05/31",0,4,"2022/05/24"
"136","ARE","United Arab Emirates","2022/06/08",5,13,"2022/05/24"
"137","ARE","United Arab Emirates","2022/06/20",0,13,"2022/05/24"
"138","ARE","United Arab Emirates","2022/07/16",0,13,"2022/05/24"
"139","ARE","United Arab Emirates","2022/06/21",0,13,"2022/05/24"
"140","ARE","United Arab Emirates","2022/07/10",0,13,"2022/05/24"
"141","ARE","United Arab Emirates","2022/06/23",0,13,"2022/05/24"
"142","ARE","United Arab Emirates","2022/06/13",0,13,"2022/05/24"
"143","ARE","United Arab Emirates","2022/07/04",0,13,"2022/05/24"
"144","ARE","United Arab Emirates","2022/06/24",0,13,"2022/05/24"
"145","ARE","United Arab Emirates","2022/06/12",0,13,"2022/05/24"
"146","ARE","United Arab Emirates","2022/07/20",0,13,"2022/05/24"
"147","ARE","United Arab Emirates","2022/07/02",0,13,"2022/05/24"
"148","ARE","United Arab Emirates","2022/07/22",0,13,"2022/05/24"
"149","ARE","United Arab Emirates","2022/06/01",0,4,"2022/05/24"
"150","ARE","United Arab Emirates","2022/07/07",0,13,"2022/05/24"
"151","ARE","United Arab Emirates","2022/07/12",0,13,"2022/05/24"
"152","ARE","United Arab Emirates","2022/06/18",0,13,"2022/05/24"
"153","ARE","United Arab Emirates","2022/06/15",0,13,"2022/05/24"
"154","ARE","United Arab Emirates","2022/07/08",0,13,"2022/05/24"
"155","ARE","United Arab Emirates","2022/06/02",4,8,"2022/05/24"
"156","ARE","United Arab Emirates","2022/07/05",0,13,"2022/05/24"
"157","ARE","United Arab Emirates","2022/05/29",0,4,"2022/05/24"
"158","ARG","Argentina","2022/07/11",3,9,"2022/06/03"
"159","ARG","Argentina","2022/08/03",0,20,"2022/06/03"
"160","ARG","Argentina","2022/08/26",0,72,"2022/06/03"
"161","ARG","Argentina","2022/08/05",0,31,"2022/06/03"
"162","ARG","Argentina","2022/09/19",0,265,"2022/06/03"
"163","ARG","Argentina","2022/09/11",0,221,"2022/06/03"
"164","ARG","Argentina","2022/06/04",0,2,"2022/06/03"
"165","ARG","Argentina","2022/09/16",0,221,"2022/06/03"
"166","ARG","Argentina","2022/07/25",0,18,"2022/06/03"
"167","ARG","Argentina","2022/07/15",0,12,"2022/06/03"
"168","ARG","Argentina","2022/06/12",1,3,"2022/06/03"
"169","ARG","Argentina","2022/06/15",0,3,"2022/06/03"
"170","ARG","Argentina","2022/07/14",3,12,"2022/06/03"
"171","ARG","Argentina","2022/08/13",0,49,"2022/06/03"
"172","ARG","Argentina","2022/08/21",0,72,"2022/06/03"
"173","ARG","Argentina","2022/08/19",0,72,"2022/06/03"
"174","ARG","Argentina","2022/07/13",0,9,"2022/06/03"
"175","ARG","Argentina","2022/07/31",0,20,"2022/06/03"
"176","ARG","Argentina","2022/09/09",51,221,"2022/06/03"
"177","ARG","Argentina","2022/06/22",0,3,"2022/06/03"
"178","ARG","Argentina","2022/07/03",0,6,"2022/06/03"
"179","ARG","Argentina","2022/07/28",0,20,"2022/06/03"
"180","ARG","Argentina","2022/08/16",0,49,"2022/06/03"
"181","ARG","Argentina","2022/07/16",1,13,"2022/06/03"
"182","ARG","Argentina","2022/06/09",0,2,"2022/06/03"
"183","ARG","Argentina","2022/06/10",0,2,"2022/06/03"
"184","ARG","Argentina","2022/06/03",2,2,"2022/06/03"
"185","ARG","Argentina","2022/09/22",0,265,"2022/06/03"
"186","ARG","Argentina","2022/09/24",0,326,"2022/06/03"
"187","ARG","Argentina","2022/08/18",0,72,"2022/06/03"
"188","ARG","Argentina","2022/09/12",0,221,"2022/06/03"
"189","ARG","Argentina","2022/08/23",0,72,"2022/06/03"
"190","ARG","Argentina","2022/06/21",0,3,"2022/06/03"
"191","ARG","Argentina","2022/07/17",0,13,"2022/06/03"
"192","ARG","Argentina","2022/09/25",0,326,"2022/06/03"
"193","ARG","Argentina","2022/06/08",0,2,"2022/06/03"
"194","ARG","Argentina","2022/08/12",12,49,"2022/06/03"
"195","ARG","Argentina","2022/07/06",0,6,"2022/06/03"
"196","ARG","Argentina","2022/06/30",0,4,"2022/06/03"
"197","ARG","Argentina","2022/07/21",0,16,"2022/06/03"
"198","ARG","Argentina","2022/08/27",61,133,"2022/06/03"
"199","ARG","Argentina","2022/06/26",0,4,"2022/06/03"
"200","ARG","Argentina","2022/08/09",6,37,"2022/06/03"
"201","ARG","Argentina","2022/07/23",0,18,"2022/06/03"
"202","ARG","Argentina","2022/08/17",23,72,"2022/06/03"
"203","ARG","Argentina","2022/06/28",0,4,"2022/06/03"
"204","ARG","Argentina","2022/09/17",44,265,"2022/06/03"
"205","ARG","Argentina","2022/06/20",0,3,"2022/06/03"
"206","ARG","Argentina","2022/06/13",0,3,"2022/06/03"
"207","ARG","Argentina","2022/09/04",0,170,"2022/06/03"
"208","ARG","Argentina","2022/09/02",37,170,"2022/06/03"
"209","ARG","Argentina","2022/06/24",1,4,"2022/06/03"
"210","ARG","Argentina","2022/08/08",0,31,"2022/06/03"
"211","ARG","Argentina","2022/09/10",0,221,"2022/06/03"
"212","ARG","Argentina","2022/06/17",0,3,"2022/06/03"
"213","ARG","Argentina","2022/09/28",0,326,"2022/06/03"
"214","ARG","Argentina","2022/08/06",0,31,"2022/06/03"
"215","ARG","Argentina","2022/06/19",0,3,"2022/06/03"
"216","ARG","Argentina","2022/06/27",0,4,"2022/06/03"
"217","ARG","Argentina","2022/07/29",0,20,"2022/06/03"
"218","ARG","Argentina","2022/08/04",11,31,"2022/06/03"
"219","ARG","Argentina","2022/07/19",3,16,"2022/06/03"
"220","ARG","Argentina","2022/08/20",0,72,"2022/06/03"
"221","ARG","Argentina","2022/09/21",0,265,"2022/06/03"
"222","ARG","Argentina","2022/06/29",0,4,"2022/06/03"
"223","ARG","Argentina","2022/08/28",0,133,"2022/06/03"
"224","ARG","Argentina","2022/06/16",0,3,"2022/06/03"
"225","ARG","Argentina","2022/07/26",2,20,"2022/06/03"
"226","ARG","Argentina","2022/07/05",0,6,"2022/06/03"
"227","ARG","Argentina","2022/08/25",0,72,"2022/06/03"
"228","ARG","Argentina","2022/06/11",0,2,"2022/06/03"
"229","ARG","Argentina","2022/09/05",0,170,"2022/06/03"
"230","ARG","Argentina","2022/07/02",0,6,"2022/06/03"
"231","ARG","Argentina","2022/09/07",0,170,"2022/06/03"
"232","ARG","Argentina","2022/08/01",0,20,"2022/06/03"
"233","ARG","Argentina","2022/09/03",0,170,"2022/06/03"
"234","ARG","Argentina","2022/08/15",0,49,"2022/06/03"
"235","ARG","Argentina","2022/08/14",0,49,"2022/06/03"
"236","ARG","Argentina","2022/06/05",0,2,"2022/06/03"
"237","ARG","Argentina","2022/09/14",0,221,"2022/06/03"
"238","ARG","Argentina","2022/09/30",70,396,"2022/06/03"
"239","ARG","Argentina","2022/08/11",0,37,"2022/06/03"
"240","ARG","Argentina","2022/07/24",0,18,"2022/06/03"
"241","ARG","Argentina","2022/06/25",0,4,"2022/06/03"
"242","ARG","Argentina","2022/09/08",0,170,"2022/06/03"
"243","ARG","Argentina","2022/09/15",0,221,"2022/06/03"
"244","ARG","Argentina","2022/07/01",2,6,"2022/06/03"
"245","ARG","Argentina","2022/07/30",0,20,"2022/06/03"
"246","ARG","Argentina","2022/08/02",0,20,"2022/06/03"
"247","ARG","Argentina","2022/06/14",0,3,"2022/06/03"
"248","ARG","Argentina","2022/07/07",0,6,"2022/06/03"
"249","ARG","Argentina","2022/06/06",0,2,"2022/06/03"
"250","ARG","Argentina","2022/08/30",0,133,"2022/06/03"
"251","ARG","Argentina","2022/07/18",0,13,"2022/06/03"
"252","ARG","Argentina","2022/08/22",0,72,"2022/06/03"
"253","ARG","Argentina","2022/07/20",0,16,"2022/06/03"
"254","ARG","Argentina","2022/09/20",0,265,"2022/06/03"
"255","ARG","Argentina","2022/09/26",0,326,"2022/06/03"
"256","ARG","Argentina","2022/09/29",0,326,"2022/06/03"
"257","ARG","Argentina","2022/07/12",0,9,"2022/06/03"
"258","ARG","Argentina","2022/09/13",0,221,"2022/06/03"
"259","ARG","Argentina","2022/08/24",0,72,"2022/06/03"
"260","ARG","Argentina","2022/07/27",0,20,"2022/06/03"
"261","ARG","Argentina","2022/06/07",0,2,"2022/06/03"
"262","ARG","Argentina","2022/08/07",0,31,"2022/06/03"
"263","ARG","Argentina","2022/08/10",0,37,"2022/06/03"
"264","ARG","Argentina","2022/07/09",0,6,"2022/06/03"
"265","ARG","Argentina","2022/08/31",0,133,"2022/06/03"
"266","ARG","Argentina","2022/09/06",0,170,"2022/06/03"
"267","ARG","Argentina","2022/09/23",61,326,"2022/06/03"
"268","ARG","Argentina","2022/08/29",0,133,"2022/06/03"
"269","ARG","Argentina","2022/07/08",0,6,"2022/06/03"
"270","ARG","Argentina","2022/06/18",0,3,"2022/06/03"
"271","ARG","Argentina","2022/06/23",0,3,"2022/06/03"
"272","ARG","Argentina","2022/09/27",0,326,"2022/06/03"
"273","ARG","Argentina","2022/07/22",2,18,"2022/06/03"
"274","ARG","Argentina","2022/07/04",0,6,"2022/06/03"
"275","ARG","Argentina","2022/09/18",0,265,"2022/06/03"
"276","ARG","Argentina","2022/09/01",0,133,"2022/06/03"
"277","ARG","Argentina","2022/07/10",0,6,"2022/06/03"
"278","AUS","Australia","2022/09/04",0,124,"2022/05/20"
"279","AUS","Australia","2022/09/09",0,129,"2022/05/20"
"280","AUS","Australia","2022/09/19",0,132,"2022/05/20"
"281","AUS","Australia","2022/09/26",0,135,"2022/05/20"
"282","AUS","Australia","2022/07/24",2,44,"2022/05/20"
"283","AUS","Australia","2022/05/31",0,2,"2022/05/20"
"284","AUS","Australia","2022/07/06",2,17,"2022/05/20"
"285","AUS","Australia","2022/09/27",1,136,"2022/05/20"
"286","AUS","Australia","2022/08/24",0,102,"2022/05/20"
"287","AUS","Australia","2022/08/08",0,58,"2022/05/20"
"288","AUS","Australia","2022/07/04",3,15,"2022/05/20"
"289","AUS","Australia","2022/07/13",0,28,"2022/05/20"
"290","AUS","Australia","2022/09/11",0,129,"2022/05/20"
"291","AUS","Australia","2022/07/03",0,12,"2022/05/20"
"292","AUS","Australia","2022/08/21",0,89,"2022/05/20"
"293","AUS","Australia","2022/08/12",0,70,"2022/05/20"
"294","AUS","Australia","2022/06/09",0,6,"2022/05/20"
"295","AUS","Australia","2022/08/20",0,89,"2022/05/20"
"296","AUS","Australia","2022/07/27",0,44,"2022/05/20"
"297","AUS","Australia","2022/09/01",18,124,"2022/05/20"
"298","AUS","Australia","2022/07/02",0,12,"2022/05/20"
"299","AUS","Australia","2022/08/15",0,70,"2022/05/20"
"300","AUS","Australia","2022/09/12",0,129,"2022/05/20"
"301","AUS","Australia","2022/06/08",0,6,"2022/05/20"
"302","AUS","Australia","2022/08/11",4,70,"2022/05/20"
"303","AUS","Australia","2022/07/14",5,33,"2022/05/20"
"304","AUS","Australia","2022/06/25",0,9,"2022/05/20"
"305","AUS","Australia","2022/06/24",0,9,"2022/05/20"
"306","AUS","Australia","2022/06/21",0,8,"2022/05/20"
"307","AUS","Australia","2022/08/01",0,45,"2022/05/20"
"308","AUS","Australia","2022/09/08",4,129,"2022/05/20"
"309","AUS","Australia","2022/07/09",0,20,"2022/05/20"
"310","AUS","Australia","2022/07/29",0,45,"2022/05/20"
"311","AUS","Australia","2022/06/03",2,5,"2022/05/20"
"312","AUS","Australia","2022/05/29",0,2,"2022/05/20"
"313","AUS","Australia","2022/07/31",0,45,"2022/05/20"
"314","AUS","Australia","2022/07/08",0,20,"2022/05/20"
"315","AUS","Australia","2022/08/19",0,89,"2022/05/20"
"316","AUS","Australia","2022/09/18",0,132,"2022/05/20"
"317","AUS","Australia","2022/06/10",1,7,"2022/05/20"
"318","AUS","Australia","2022/07/16",0,33,"2022/05/20"
"319","AUS","Australia","2022/06/19",0,8,"2022/05/20"
"320","AUS","Australia","2022/07/20",0,41,"2022/05/20"
"321","AUS","Australia","2022/05/27",0,2,"2022/05/20"
"322","AUS","Australia","2022/07/25",0,44,"2022/05/20"
"323","AUS","Australia","2022/07/05",0,15,"2022/05/20"
"324","AUS","Australia","2022/05/22",0,2,"2022/05/20"
"325","AUS","Australia","2022/09/24",0,135,"2022/05/20"
"326","AUS","Australia","2022/08/25",0,102,"2022/05/20"
"327","AUS","Australia","2022/07/17",0,33,"2022/05/20"
"328","AUS","Australia","2022/07/11",0,23,"2022/05/20"
"329","AUS","Australia","2022/06/04",0,5,"2022/05/20"
"330","AUS","Australia","2022/08/28",0,106,"2022/05/20"
"331","AUS","Australia","2022/06/05",0,5,"2022/05/20"
"332","AUS","Australia","2022/05/21",0,2,"2022/05/20"
"333","AUS","Australia","2022/08/10",8,66,"2022/05/20"
"334","AUS","Australia","2022/06/15",1,8,"2022/05/20"
"335","AUS","Australia","2022/06/23",1,9,"2022/05/20"
"336","AUS","Australia","2022/07/07",3,20,"2022/05/20"
"337","AUS","Australia","2022/08/14",0,70,"2022/05/20"
"338","AUS","Australia","2022/09/16",0,132,"2022/05/20"
"339","AUS","Australia","2022/08/23",13,102,"2022/05/20"
"340","AUS","Australia","2022/09/07",0,125,"2022/05/20"
"341","AUS","Australia","2022/06/30",0,12,"2022/05/20"
"342","AUS","Australia","2022/08/04",0,58,"2022/05/20"
"343","AUS","Australia","2022/06/20",0,8,"2022/05/20"
"344","AUS","Australia","2022/05/25",0,2,"2022/05/20"
"345","AUS","Australia","2022/07/21",1,42,"2022/05/20"
"346","AUS","Australia","2022/09/10",0,129,"2022/05/20"
"347","AUS","Australia","2022/08/09",0,58,"2022/05/20"
"348","AUS","Australia","2022/06/18",0,8,"2022/05/20"
"349","AUS","Australia","2022/06/13",0,7,"2022/05/20"
"350","AUS","Australia","2022/09/06",0,125,"2022/05/20"
"351","AUS","Australia","2022/07/28",1,45,"2022/05/20"
"352","AUS","Australia","2022/08/30",0,106,"2022/05/20"
"353","AUS","Australia","2022/08/18",7,89,"2022/05/20"
"354","AUS","Australia","2022/08/31",0,106,"2022/05/20"
"355","AUS","Australia","2022/06/29",2,12,"2022/05/20"
"356","AUS","Australia","2022/07/15",0,33,"2022/05/20"
"357","AUS","Australia","2022/08/13",0,70,"2022/05/20"
"358","AUS","Australia","2022/07/30",0,45,"2022/05/20"
"359","AUS","Australia","2022/07/26",0,44,"2022/05/20"
"360","AUS","Australia","2022/09/03",0,124,"2022/05/20"
"361","AUS","Australia","2022/08/22",0,89,"2022/05/20"
"362","AUS","Australia","2022/08/06",0,58,"2022/05/20"
"363","AUS","Australia","2022/09/14",0,129,"2022/05/20"
"364","AUS","Australia","2022/09/23",0,135,"2022/05/20"
"365","AUS","Australia","2022/09/25",0,135,"2022/05/20"
"366","AUS","Australia","2022/06/12",0,7,"2022/05/20"
"367","AUS","Australia","2022/06/01",0,2,"2022/05/20"
"368","AUS","Australia","2022/07/12",5,28,"2022/05/20"
"369","AUS","Australia","2022/08/05",0,58,"2022/05/20"
"370","AUS","Australia","2022/06/06",1,6,"2022/05/20"
"371","AUS","Australia","2022/09/05",1,125,"2022/05/20"
"372","AUS","Australia","2022/06/27",1,10,"2022/05/20"
"373","AUS","Australia","2022/07/23",0,42,"2022/05/20"
"374","AUS","Australia","2022/09/13",0,129,"2022/05/20"
"375","AUS","Australia","2022/07/10",3,23,"2022/05/20"
"376","AUS","Australia","2022/05/30",0,2,"2022/05/20"
"377","AUS","Australia","2022/08/17",0,82,"2022/05/20"
"378","AUS","Australia","2022/06/26",0,9,"2022/05/20"
"379","AUS","Australia","2022/06/16",0,8,"2022/05/20"
"380","AUS","Australia","2022/08/03",13,58,"2022/05/20"
"381","AUS","Australia","2022/08/27",0,106,"2022/05/20"
"382","AUS","Australia","2022/05/20",2,2,"2022/05/20"
"383","AUS","Australia","2022/05/26",0,2,"2022/05/20"
"384","AUS","Australia","2022/07/22",0,42,"2022/05/20"
"385","AUS","Australia","2022/08/07",0,58,"2022/05/20"
"386","AUS","Australia","2022/05/28",0,2,"2022/05/20"
"387","AUS","Australia","2022/09/21",0,132,"2022/05/20"
"388","AUS","Australia","2022/09/20",0,132,"2022/05/20"
"389","AUS","Australia","2022/08/16",12,82,"2022/05/20"
"390","AUS","Australia","2022/09/15",3,132,"2022/05/20"
"391","AUS","Australia","2022/06/14",0,7,"2022/05/20"
"392","AUS","Australia","2022/06/07",0,6,"2022/05/20"
"393","AUS","Australia","2022/06/02",1,3,"2022/05/20"
"394","AUS","Australia","2022/05/23",0,2,"2022/05/20"
"395","AUS","Australia","2022/06/28",0,10,"2022/05/20"
"396","AUS","Australia","2022/09/22",3,135,"2022/05/20"
"397","AUS","Australia","2022/09/02",0,124,"2022/05/20"
"398","AUS","Australia","2022/08/02",0,45,"2022/05/20"
"399","AUS","Australia","2022/06/17",0,8,"2022/05/20"
"400","AUS","Australia","2022/06/22",0,8,"2022/05/20"
"401","AUS","Australia","2022/07/19",8,41,"2022/05/20"
"402","AUS","Australia","2022/06/11",0,7,"2022/05/20"
"403","AUS","Australia","2022/08/29",0,106,"2022/05/20"
"404","AUS","Australia","2022/08/26",4,106,"2022/05/20"
"405","AUS","Australia","2022/07/01",0,12,"2022/05/20"
"406","AUS","Australia","2022/09/17",0,132,"2022/05/20"
"407","AUS","Australia","2022/05/24",0,2,"2022/05/20"
"408","AUS","Australia","2022/07/18",0,33,"2022/05/20"
"409","AUT","Austria","2022/07/11",0,62,"2022/05/23"
"410","AUT","Austria","2022/07/24",0,91,"2022/05/23"
"411","AUT","Austria","2022/09/09",0,284,"2022/05/23"
"412","AUT","Austria","2022/07/02",0,37,"2022/05/23"
"413","AUT","Austria","2022/08/11",11,186,"2022/05/23"
"414","AUT","Austria","2022/09/12",0,286,"2022/05/23"
"415","AUT","Austria","2022/09/15",2,300,"2022/05/23"
"416","AUT","Austria","2022/05/31",0,1,"2022/05/23"
"417","AUT","Austria","2022/07/14",6,69,"2022/05/23"
"418","AUT","Austria","2022/08/21",0,217,"2022/05/23"
"419","AUT","Austria","2022/09/28",1,310,"2022/05/23"
"420","AUT","Austria","2022/07/08",0,37,"2022/05/23"
"421","AUT","Austria","2022/06/22",1,12,"2022/05/23"
"422","AUT","Austria","2022/08/23",13,231,"2022/05/23"
"423","AUT","Austria","2022/06/29",0,20,"2022/05/23"
"424","AUT","Austria","2022/07/31",0,118,"2022/05/23"
"425","AUT","Austria","2022/06/10",0,1,"2022/05/23"
"426","AUT","Austria","2022/09/22",3,307,"2022/05/23"
"427","AUT","Austria","2022/09/30",0,313,"2022/05/23"
"428","AUT","Austria","2022/07/06",0,37,"2022/05/23"
"429","AUT","Austria","2022/07/29",3,118,"2022/05/23"
"430","AUT","Austria","2022/06/08",0,1,"2022/05/23"
"431","AUT","Austria","2022/07/04",0,37,"2022/05/23"
"432","AUT","Austria","2022/08/07",0,154,"2022/05/23"
"433","AUT","Austria","2022/07/30",0,118,"2022/05/23"
"434","AUT","Austria","2022/09/11",2,286,"2022/05/23"
"435","AUT","Austria","2022/08/08",7,161,"2022/05/23"
"436","AUT","Austria","2022/07/22",0,91,"2022/05/23"
