"","location","iso_code","date","new_cases","date_import","import_low","import_upp","total_cases"
"3809","Curaçao","CUW",2022-07-16,0,2022-08-09,NA,NA,0
"3810","Curaçao","CUW",2022-07-17,0,2022-08-09,NA,NA,0
"3811","Curaçao","CUW",2022-07-18,0,2022-08-09,NA,NA,0
"3812","Curaçao","CUW",2022-07-19,0,2022-08-09,NA,NA,0
"3813","Curaçao","CUW",2022-07-20,0,2022-08-09,NA,NA,0
"3814","Curaçao","CUW",2022-07-21,0,2022-08-09,NA,NA,0
"3815","Curaçao","CUW",2022-07-22,0,2022-08-09,NA,NA,0
"3816","Curaçao","CUW",2022-07-23,0,2022-08-09,NA,NA,0
"3817","Curaçao","CUW",2022-07-24,0,2022-08-09,NA,NA,0
"3818","Curaçao","CUW",2022-07-25,0,2022-08-09,NA,NA,0
"3819","Curaçao","CUW",2022-07-26,0,2022-08-09,NA,NA,0
"3820","Curaçao","CUW",2022-07-27,0,2022-08-09,NA,NA,0
"3821","Curaçao","CUW",2022-07-28,0,2022-08-09,NA,NA,0
"3822","Curaçao","CUW",2022-07-29,0,2022-08-09,NA,NA,0
"3823","Curaçao","CUW",2022-07-30,0,2022-08-09,NA,NA,0
"3824","Curaçao","CUW",2022-07-31,0,2022-08-09,NA,NA,0
"3825","Curaçao","CUW",2022-08-01,0,2022-08-09,NA,NA,0
"3826","Curaçao","CUW",2022-08-02,0,2022-08-09,NA,NA,0
"3827","Curaçao","CUW",2022-08-03,0,2022-08-09,NA,NA,0
"3828","Curaçao","CUW",2022-08-04,0,2022-08-09,NA,NA,0
"3829","Curaçao","CUW",2022-08-05,0,2022-08-09,NA,NA,0
"3830","Curaçao","CUW",2022-08-06,0,2022-08-09,NA,NA,0
"3831","Curaçao","CUW",2022-08-07,0,2022-08-09,NA,NA,0
"3832","Curaçao","CUW",2022-08-08,0,2022-08-09,NA,NA,0
"3833","Curaçao","CUW",2022-08-09,1,2022-08-09,NA,NA,1
"3834","Curaçao","CUW",2022-08-10,0,2022-08-09,NA,NA,1
"3835","Curaçao","CUW",2022-08-11,0,2022-08-09,NA,NA,1
"3836","Curaçao","CUW",2022-08-12,0,2022-08-09,NA,NA,1
"3837","Curaçao","CUW",2022-08-13,0,2022-08-09,NA,NA,1
"3838","Curaçao","CUW",2022-08-14,0,2022-08-09,NA,NA,1
"3839","Curaçao","CUW",2022-08-15,0,2022-08-09,NA,NA,1
"3840","Curaçao","CUW",2022-08-16,0,2022-08-09,NA,NA,1
"3841","Curaçao","CUW",2022-08-17,0,2022-08-09,NA,NA,1
"3842","Curaçao","CUW",2022-08-18,0,2022-08-09,NA,NA,1
"3843","Curaçao","CUW",2022-08-19,0,2022-08-09,NA,NA,1
"3844","Curaçao","CUW",2022-08-20,0,2022-08-09,NA,NA,1
"3845","Curaçao","CUW",2022-08-21,0,2022-08-09,NA,NA,1
"3846","Curaçao","CUW",2022-08-22,0,2022-08-09,NA,NA,1
"3847","Curaçao","CUW",2022-08-23,0,2022-08-09,NA,NA,1
"3848","Curaçao","CUW",2022-08-24,0,2022-08-09,NA,NA,1
"3849","Curaçao","CUW",2022-08-25,0,2022-08-09,NA,NA,1
"3850","Curaçao","CUW",2022-08-26,1,2022-08-09,NA,NA,2
"3851","Curaçao","CUW",2022-08-27,0,2022-08-09,NA,NA,2
"3852","Curaçao","CUW",2022-08-28,0,2022-08-09,NA,NA,2
"3853","Curaçao","CUW",2022-08-29,0,2022-08-09,NA,NA,2
"3854","Curaçao","CUW",2022-08-30,0,2022-08-09,NA,NA,2
"3855","Curaçao","CUW",2022-08-31,0,2022-08-09,NA,NA,2
"3856","Curaçao","CUW",2022-09-01,0,2022-08-09,NA,NA,2
"3857","Curaçao","CUW",2022-09-02,0,2022-08-09,NA,NA,2
"3858","Curaçao","CUW",2022-09-03,0,2022-08-09,NA,NA,2
"3859","Curaçao","CUW",2022-09-04,0,2022-08-09,NA,NA,2
"3860","Curaçao","CUW",2022-09-05,0,2022-08-09,NA,NA,2
"3861","Curaçao","CUW",2022-09-06,0,2022-08-09,NA,NA,2
"3862","Curaçao","CUW",2022-09-07,0,2022-08-09,NA,NA,2
"3863","Curaçao","CUW",2022-09-08,0,2022-08-09,NA,NA,2
"3864","Curaçao","CUW",2022-09-09,0,2022-08-09,NA,NA,2
"3865","Curaçao","CUW",2022-09-10,0,2022-08-09,NA,NA,2
"3866","Curaçao","CUW",2022-09-11,0,2022-08-09,NA,NA,2
"3867","Curaçao","CUW",2022-09-12,0,2022-08-09,NA,NA,2
"3868","Curaçao","CUW",2022-09-13,0,2022-08-09,NA,NA,2
"3869","Curaçao","CUW",2022-09-14,0,2022-08-09,NA,NA,2
"3870","Curaçao","CUW",2022-09-15,0,2022-08-09,NA,NA,2
"3871","Curaçao","CUW",2022-09-16,0,2022-08-09,NA,NA,2
"3872","Curaçao","CUW",2022-09-17,0,2022-08-09,NA,NA,2
"3873","Curaçao","CUW",2022-09-18,0,2022-08-09,NA,NA,2
"3874","Curaçao","CUW",2022-09-19,0,2022-08-09,NA,NA,2
"3875","Curaçao","CUW",2022-09-20,0,2022-08-09,NA,NA,2
"3876","Curaçao","CUW",2022-09-21,0,2022-08-09,NA,NA,2
"3877","Curaçao","CUW",2022-09-22,0,2022-08-09,NA,NA,2
"3878","Curaçao","CUW",2022-09-23,0,2022-08-09,NA,NA,2
"3879","Curaçao","CUW",2022-09-24,0,2022-08-09,NA,NA,2
"3880","Curaçao","CUW",2022-09-25,0,2022-08-09,NA,NA,2
"3881","Curaçao","CUW",2022-09-26,0,2022-08-09,NA,NA,2
"3882","Curaçao","CUW",2022-09-27,0,2022-08-09,NA,NA,2
"3883","Curaçao","CUW",2022-09-28,0,2022-08-09,NA,NA,2
"3884","Curaçao","CUW",2022-09-29,0,2022-08-09,NA,NA,2
"3885","Curaçao","CUW",2022-09-30,0,2022-08-09,NA,NA,2
"3886","Curaçao","CUW",2022-10-01,0,2022-08-09,NA,NA,2
"3887","Curaçao","CUW",2022-10-02,0,2022-08-09,NA,NA,2
"3888","Cyprus","CYP",2022-04-17,0,2022-07-26,NA,NA,0
"3889","Cyprus","CYP",2022-04-18,0,2022-07-26,NA,NA,0
"3890","Cyprus","CYP",2022-04-19,0,2022-07-26,NA,NA,0
"3891","Cyprus","CYP",2022-04-20,0,2022-07-26,NA,NA,0
"3892","Cyprus","CYP",2022-04-21,0,2022-07-26,NA,NA,0
"3893","Cyprus","CYP",2022-04-22,0,2022-07-26,NA,NA,0
"3894","Cyprus","CYP",2022-04-23,0,2022-07-26,NA,NA,0
"3895","Cyprus","CYP",2022-04-24,0,2022-07-26,NA,NA,0
"3896","Cyprus","CYP",2022-04-25,0,2022-07-26,NA,NA,0
"3897","Cyprus","CYP",2022-04-26,0,2022-07-26,NA,NA,0
"3898","Cyprus","CYP",2022-04-27,0,2022-07-26,NA,NA,0
"3899","Cyprus","CYP",2022-04-28,0,2022-07-26,NA,NA,0
"3900","Cyprus","CYP",2022-04-29,0,2022-07-26,NA,NA,0
"3901","Cyprus","CYP",2022-04-30,0,2022-07-26,NA,NA,0
"3902","Cyprus","CYP",2022-05-01,0,2022-07-26,NA,NA,0
"3903","Cyprus","CYP",2022-05-02,0,2022-07-26,NA,NA,0
"3904","Cyprus","CYP",2022-05-03,0,2022-07-26,NA,NA,0
"3905","Cyprus","CYP",2022-05-04,0,2022-07-26,NA,NA,0
"3906","Cyprus","CYP",2022-05-05,0,2022-07-26,NA,NA,0
"3907","Cyprus","CYP",2022-05-06,0,2022-07-26,NA,NA,0
"3908","Cyprus","CYP",2022-05-07,0,2022-07-26,NA,NA,0
"3909","Cyprus","CYP",2022-05-08,0,2022-07-26,NA,NA,0
"3910","Cyprus","CYP",2022-05-09,0,2022-07-26,NA,NA,0
"3911","Cyprus","CYP",2022-05-10,0,2022-07-26,NA,NA,0
"3912","Cyprus","CYP",2022-05-11,0,2022-07-26,NA,NA,0
"3913","Cyprus","CYP",2022-05-12,0,2022-07-26,NA,NA,0
"3914","Cyprus","CYP",2022-05-13,0,2022-07-26,NA,NA,0
"3915","Cyprus","CYP",2022-05-14,0,2022-07-26,NA,NA,0
"3916","Cyprus","CYP",2022-05-15,0,2022-07-26,NA,NA,0
"3917","Cyprus","CYP",2022-05-16,0,2022-07-26,NA,NA,0
"3918","Cyprus","CYP",2022-05-17,0,2022-07-26,NA,NA,0
"3919","Cyprus","CYP",2022-05-18,0,2022-07-26,NA,NA,0
"3920","Cyprus","CYP",2022-05-19,0,2022-07-26,NA,NA,0
"3921","Cyprus","CYP",2022-05-20,0,2022-07-26,NA,NA,0
"3922","Cyprus","CYP",2022-05-21,0,2022-07-26,NA,NA,0
"3923","Cyprus","CYP",2022-05-22,0,2022-07-26,NA,NA,0
"3924","Cyprus","CYP",2022-05-23,0,2022-07-26,NA,NA,0
"3925","Cyprus","CYP",2022-05-24,0,2022-07-26,NA,NA,0
"3926","Cyprus","CYP",2022-05-25,0,2022-07-26,NA,NA,0
"3927","Cyprus","CYP",2022-05-26,0,2022-07-26,NA,NA,0
"3928","Cyprus","CYP",2022-05-27,0,2022-07-26,NA,NA,0
"3929","Cyprus","CYP",2022-05-28,0,2022-07-26,NA,NA,0
"3930","Cyprus","CYP",2022-05-29,0,2022-07-26,NA,NA,0
"3931","Cyprus","CYP",2022-05-30,0,2022-07-26,NA,NA,0
"3932","Cyprus","CYP",2022-05-31,0,2022-07-26,NA,NA,0
"3933","Cyprus","CYP",2022-06-01,0,2022-07-26,NA,NA,0
"3934","Cyprus","CYP",2022-06-02,0,2022-07-26,NA,NA,0
"3935","Cyprus","CYP",2022-06-03,0,2022-07-26,NA,NA,0
"3936","Cyprus","CYP",2022-06-04,0,2022-07-26,NA,NA,0
"3937","Cyprus","CYP",2022-06-05,0,2022-07-26,NA,NA,0
"3938","Cyprus","CYP",2022-06-06,0,2022-07-26,NA,NA,0
"3939","Cyprus","CYP",2022-06-07,0,2022-07-26,NA,NA,0
"3940","Cyprus","CYP",2022-06-08,0,2022-07-26,NA,NA,0
"3941","Cyprus","CYP",2022-06-09,0,2022-07-26,NA,NA,0
"3942","Cyprus","CYP",2022-06-10,0,2022-07-26,NA,NA,0
"3943","Cyprus","CYP",2022-06-11,0,2022-07-26,NA,NA,0
"3944","Cyprus","CYP",2022-06-12,0,2022-07-26,NA,NA,0
"3945","Cyprus","CYP",2022-06-13,0,2022-07-26,NA,NA,0
"3946","Cyprus","CYP",2022-06-14,0,2022-07-26,NA,NA,0
"3947","Cyprus","CYP",2022-06-15,0,2022-07-26,NA,NA,0
"3948","Cyprus","CYP",2022-06-16,0,2022-07-26,NA,NA,0
"3949","Cyprus","CYP",2022-06-17,0,2022-07-26,NA,NA,0
"3950","Cyprus","CYP",2022-06-18,0,2022-07-26,NA,NA,0
"3951","Cyprus","CYP",2022-06-19,0,2022-07-26,NA,NA,0
"3952","Cyprus","CYP",2022-06-20,0,2022-07-26,NA,NA,0
"3953","Cyprus","CYP",2022-06-21,0,2022-07-26,NA,NA,0
"3954","Cyprus","CYP",2022-06-22,0,2022-07-26,NA,NA,0
"3955","Cyprus","CYP",2022-06-23,0,2022-07-26,NA,NA,0
"3956","Cyprus","CYP",2022-06-24,0,2022-07-26,NA,NA,0
"3957","Cyprus","CYP",2022-06-25,0,2022-07-26,NA,NA,0
"3958","Cyprus","CYP",2022-06-26,0,2022-07-26,NA,NA,0
"3959","Cyprus","CYP",2022-06-27,0,2022-07-26,NA,NA,0
"3960","Cyprus","CYP",2022-06-28,0,2022-07-26,NA,NA,0
"3961","Cyprus","CYP",2022-06-29,0,2022-07-26,NA,NA,0
"3962","Cyprus","CYP",2022-06-30,0,2022-07-26,NA,NA,0
"3963","Cyprus","CYP",2022-07-01,0,2022-07-26,NA,NA,0
"3964","Cyprus","CYP",2022-07-02,0,2022-07-26,NA,NA,0
"3965","Cyprus","CYP",2022-07-03,0,2022-07-26,NA,NA,0
"3966","Cyprus","CYP",2022-07-04,0,2022-07-26,NA,NA,0
"3967","Cyprus","CYP",2022-07-05,0,2022-07-26,NA,NA,0
"3968","Cyprus","CYP",2022-07-06,0,2022-07-26,NA,NA,0
"3969","Cyprus","CYP",2022-07-07,0,2022-07-26,NA,NA,0
"3970","Cyprus","CYP",2022-07-08,0,2022-07-26,NA,NA,0
"3971","Cyprus","CYP",2022-07-09,0,2022-07-26,NA,NA,0
"3972","Cyprus","CYP",2022-07-10,0,2022-07-26,NA,NA,0
"3973","Cyprus","CYP",2022-07-11,0,2022-07-26,NA,NA,0
"3974","Cyprus","CYP",2022-07-12,0,2022-07-26,NA,NA,0
"3975","Cyprus","CYP",2022-07-13,0,2022-07-26,NA,NA,0
"3976","Cyprus","CYP",2022-07-14,0,2022-07-26,NA,NA,0
"3977","Cyprus","CYP",2022-07-15,0,2022-07-26,NA,NA,0
"3978","Cyprus","CYP",2022-07-16,0,2022-07-26,NA,NA,0
"3979","Cyprus","CYP",2022-07-17,0,2022-07-26,NA,NA,0
"3980","Cyprus","CYP",2022-07-18,0,2022-07-26,NA,NA,0
"3981","Cyprus","CYP",2022-07-19,0,2022-07-26,NA,NA,0
"3982","Cyprus","CYP",2022-07-20,0,2022-07-26,NA,NA,0
"3983","Cyprus","CYP",2022-07-21,0,2022-07-26,NA,NA,0
"3984","Cyprus","CYP",2022-07-22,0,2022-07-26,NA,NA,0
"3985","Cyprus","CYP",2022-07-23,0,2022-07-26,NA,NA,0
"3986","Cyprus","CYP",2022-07-24,0,2022-07-26,NA,NA,0
"3987","Cyprus","CYP",2022-07-25,0,2022-07-26,NA,NA,0
"3988","Cyprus","CYP",2022-07-26,1,2022-07-26,NA,NA,1
"3989","Cyprus","CYP",2022-07-27,1,2022-07-26,NA,NA,2
"3990","Cyprus","CYP",2022-07-28,1,2022-07-26,NA,NA,3
"3991","Cyprus","CYP",2022-07-29,0,2022-07-26,NA,NA,3
"3992","Cyprus","CYP",2022-07-30,0,2022-07-26,NA,NA,3
"3993","Cyprus","CYP",2022-07-31,0,2022-07-26,NA,NA,3
"3994","Cyprus","CYP",2022-08-01,0,2022-07-26,NA,NA,3
"3995","Cyprus","CYP",2022-08-02,0,2022-07-26,NA,NA,3
"3996","Cyprus","CYP",2022-08-03,0,2022-07-26,NA,NA,3
"3997","Cyprus","CYP",2022-08-04,0,2022-07-26,NA,NA,3
"3998","Cyprus","CYP",2022-08-05,0,2022-07-26,NA,NA,3
"3999","Cyprus","CYP",2022-08-06,0,2022-07-26,NA,NA,3
"4000","Cyprus","CYP",2022-08-07,0,2022-07-26,NA,NA,3
"4001","Cyprus","CYP",2022-08-08,0,2022-07-26,NA,NA,3
"4002","Cyprus","CYP",2022-08-09,0,2022-07-26,NA,NA,3
"4003","Cyprus","CYP",2022-08-10,0,2022-07-26,NA,NA,3
"4004","Cyprus","CYP",2022-08-11,0,2022-07-26,NA,NA,3
"4005","Cyprus","CYP",2022-08-12,0,2022-07-26,NA,NA,3
"4006","Cyprus","CYP",2022-08-13,0,2022-07-26,NA,NA,3
"4007","Cyprus","CYP",2022-08-14,0,2022-07-26,NA,NA,3
"4008","Cyprus","CYP",2022-08-15,1,2022-07-26,NA,NA,4
"4009","Cyprus","CYP",2022-08-16,1,2022-07-26,NA,NA,5
"4010","Cyprus","CYP",2022-08-17,0,2022-07-26,NA,NA,5
"4011","Cyprus","CYP",2022-08-18,0,2022-07-26,NA,NA,5
"4012","Cyprus","CYP",2022-08-19,0,2022-07-26,NA,NA,5
"4013","Cyprus","CYP",2022-08-20,0,2022-07-26,NA,NA,5
"4014","Cyprus","CYP",2022-08-21,0,2022-07-26,NA,NA,5
"4015","Cyprus","CYP",2022-08-22,0,2022-07-26,NA,NA,5
"4016","Cyprus","CYP",2022-08-23,0,2022-07-26,NA,NA,5
"4017","Cyprus","CYP",2022-08-24,0,2022-07-26,NA,NA,5
"4018","Cyprus","CYP",2022-08-25,0,2022-07-26,NA,NA,5
"4019","Cyprus","CYP",2022-08-26,0,2022-07-26,NA,NA,5
"4020","Cyprus","CYP",2022-08-27,0,2022-07-26,NA,NA,5
"4021","Cyprus","CYP",2022-08-28,0,2022-07-26,NA,NA,5
"4022","Cyprus","CYP",2022-08-29,0,2022-07-26,NA,NA,5
"4023","Cyprus","CYP",2022-08-30,0,2022-07-26,NA,NA,5
"4024","Cyprus","CYP",2022-08-31,0,2022-07-26,NA,NA,5
"4025","Cyprus","CYP",2022-09-01,0,2022-07-26,NA,NA,5
"4026","Cyprus","CYP",2022-09-02,0,2022-07-26,NA,NA,5
"4027","Cyprus","CYP",2022-09-03,0,2022-07-26,NA,NA,5
"4028","Cyprus","CYP",2022-09-04,0,2022-07-26,NA,NA,5
"4029","Cyprus","CYP",2022-09-05,0,2022-07-26,NA,NA,5
"4030","Cyprus","CYP",2022-09-06,0,2022-07-26,NA,NA,5
"4031","Cyprus","CYP",2022-09-07,0,2022-07-26,NA,NA,5
"4032","Cyprus","CYP",2022-09-08,0,2022-07-26,NA,NA,5
"4033","Cyprus","CYP",2022-09-09,0,2022-07-26,NA,NA,5
"4034","Cyprus","CYP",2022-09-10,0,2022-07-26,NA,NA,5
"4035","Cyprus","CYP",2022-09-11,0,2022-07-26,NA,NA,5
"4036","Cyprus","CYP",2022-09-12,0,2022-07-26,NA,NA,5
"4037","Cyprus","CYP",2022-09-13,0,2022-07-26,NA,NA,5
"4038","Cyprus","CYP",2022-09-14,0,2022-07-26,NA,NA,5
"4039","Cyprus","CYP",2022-09-15,0,2022-07-26,NA,NA,5
"4040","Cyprus","CYP",2022-09-16,0,2022-07-26,NA,NA,5
"4041","Cyprus","CYP",2022-09-17,0,2022-07-26,NA,NA,5
"4042","Cyprus","CYP",2022-09-18,0,2022-07-26,NA,NA,5
"4043","Cyprus","CYP",2022-09-19,0,2022-07-26,NA,NA,5
"4044","Cyprus","CYP",2022-09-20,0,2022-07-26,NA,NA,5
"4045","Cyprus","CYP",2022-09-21,0,2022-07-26,NA,NA,5
"4046","Cyprus","CYP",2022-09-22,0,2022-07-26,NA,NA,5
"4047","Cyprus","CYP",2022-09-23,0,2022-07-26,NA,NA,5
"4048","Cyprus","CYP",2022-09-24,0,2022-07-26,NA,NA,5
"4049","Cyprus","CYP",2022-09-25,0,2022-07-26,NA,NA,5
"4050","Cyprus","CYP",2022-09-26,0,2022-07-26,NA,NA,5
"4051","Cyprus","CYP",2022-09-27,0,2022-07-26,NA,NA,5
"4052","Cyprus","CYP",2022-09-28,0,2022-07-26,NA,NA,5
"4053","Cyprus","CYP",2022-09-29,0,2022-07-26,NA,NA,5
"4054","Cyprus","CYP",2022-09-30,0,2022-07-26,NA,NA,5
"4055","Cyprus","CYP",2022-10-01,0,2022-07-26,NA,NA,5
"4056","Cyprus","CYP",2022-10-02,0,2022-07-26,NA,NA,5
"4057","Czechia","CZE",2022-04-17,0,2022-05-09,NA,NA,0
"4058","Czechia","CZE",2022-04-18,0,2022-05-09,NA,NA,0
"4059","Czechia","CZE",2022-04-19,0,2022-05-09,NA,NA,0
"4060","Czechia","CZE",2022-04-20,0,2022-05-09,NA,NA,0
"4061","Czechia","CZE",2022-04-21,0,2022-05-09,NA,NA,0
"4062","Czechia","CZE",2022-04-22,0,2022-05-09,NA,NA,0
"4063","Czechia","CZE",2022-04-23,0,2022-05-09,NA,NA,0
"4064","Czechia","CZE",2022-04-24,0,2022-05-09,NA,NA,0
"4065","Czechia","CZE",2022-04-25,0,2022-05-09,NA,NA,0
"4066","Czechia","CZE",2022-04-26,0,2022-05-09,NA,NA,0
"4067","Czechia","CZE",2022-04-27,0,2022-05-09,NA,NA,0
"4068","Czechia","CZE",2022-04-28,0,2022-05-09,NA,NA,0
"4069","Czechia","CZE",2022-04-29,0,2022-05-09,NA,NA,0
"4070","Czechia","CZE",2022-04-30,0,2022-05-09,NA,NA,0
"4071","Czechia","CZE",2022-05-01,0,2022-05-09,NA,NA,0
"4072","Czechia","CZE",2022-05-02,0,2022-05-09,NA,NA,0
"4073","Czechia","CZE",2022-05-03,0,2022-05-09,NA,NA,0
"4074","Czechia","CZE",2022-05-04,0,2022-05-09,NA,NA,0
"4075","Czechia","CZE",2022-05-05,0,2022-05-09,NA,NA,0
"4076","Czechia","CZE",2022-05-06,0,2022-05-09,NA,NA,0
"4077","Czechia","CZE",2022-05-07,0,2022-05-09,NA,NA,0
"4078","Czechia","CZE",2022-05-08,0,2022-05-09,NA,NA,0
"4079","Czechia","CZE",2022-05-09,1,2022-05-09,NA,NA,1
"4080","Czechia","CZE",2022-05-10,1,2022-05-09,NA,NA,2
"4081","Czechia","CZE",2022-05-11,0,2022-05-09,NA,NA,2
"4082","Czechia","CZE",2022-05-12,0,2022-05-09,NA,NA,2
"4083","Czechia","CZE",2022-05-13,0,2022-05-09,NA,NA,2
"4084","Czechia","CZE",2022-05-14,0,2022-05-09,NA,NA,2
"4085","Czechia","CZE",2022-05-15,0,2022-05-09,NA,NA,2
"4086","Czechia","CZE",2022-05-16,0,2022-05-09,NA,NA,2
"4087","Czechia","CZE",2022-05-17,0,2022-05-09,NA,NA,2
"4088","Czechia","CZE",2022-05-18,1,2022-05-09,NA,NA,3
"4089","Czechia","CZE",2022-05-19,0,2022-05-09,NA,NA,3
"4090","Czechia","CZE",2022-05-20,0,2022-05-09,NA,NA,3
"4091","Czechia","CZE",2022-05-21,0,2022-05-09,NA,NA,3
"4092","Czechia","CZE",2022-05-22,1,2022-05-09,NA,NA,4
"4093","Czechia","CZE",2022-05-23,0,2022-05-09,NA,NA,4
"4094","Czechia","CZE",2022-05-24,0,2022-05-09,NA,NA,4
"4095","Czechia","CZE",2022-05-25,1,2022-05-09,NA,NA,5
"4096","Czechia","CZE",2022-05-26,0,2022-05-09,NA,NA,5
"4097","Czechia","CZE",2022-05-27,0,2022-05-09,NA,NA,5
"4098","Czechia","CZE",2022-05-28,0,2022-05-09,NA,NA,5
"4099","Czechia","CZE",2022-05-29,0,2022-05-09,NA,NA,5
"4100","Czechia","CZE",2022-05-30,0,2022-05-09,NA,NA,5
"4101","Czechia","CZE",2022-05-31,0,2022-05-09,NA,NA,5
"4102","Czechia","CZE",2022-06-01,0,2022-05-09,NA,NA,5
"4103","Czechia","CZE",2022-06-02,0,2022-05-09,NA,NA,5
"4104","Czechia","CZE",2022-06-03,1,2022-05-09,NA,NA,6
"4105","Czechia","CZE",2022-06-04,0,2022-05-09,NA,NA,6
"4106","Czechia","CZE",2022-06-05,0,2022-05-09,NA,NA,6
"4107","Czechia","CZE",2022-06-06,0,2022-05-09,NA,NA,6
"4108","Czechia","CZE",2022-06-07,0,2022-05-09,NA,NA,6
"4109","Czechia","CZE",2022-06-08,0,2022-05-09,NA,NA,6
"4110","Czechia","CZE",2022-06-09,0,2022-05-09,NA,NA,6
"4111","Czechia","CZE",2022-06-10,0,2022-05-09,NA,NA,6
"4112","Czechia","CZE",2022-06-11,1,2022-05-09,NA,NA,7
"4113","Czechia","CZE",2022-06-12,0,2022-05-09,NA,NA,7
"4114","Czechia","CZE",2022-06-13,0,2022-05-09,NA,NA,7
"4115","Czechia","CZE",2022-06-14,0,2022-05-09,NA,NA,7
"4116","Czechia","CZE",2022-06-15,0,2022-05-09,NA,NA,7
"4117","Czechia","CZE",2022-06-16,0,2022-05-09,NA,NA,7
"4118","Czechia","CZE",2022-06-17,0,2022-05-09,NA,NA,7
"4119","Czechia","CZE",2022-06-18,0,2022-05-09,NA,NA,7
"4120","Czechia","CZE",2022-06-19,1,2022-05-09,NA,NA,8
"4121","Czechia","CZE",2022-06-20,0,2022-05-09,NA,NA,8
"4122","Czechia","CZE",2022-06-21,1,2022-05-09,NA,NA,9
"4123","Czechia","CZE",2022-06-22,0,2022-05-09,NA,NA,9
"4124","Czechia","CZE",2022-06-23,1,2022-05-09,NA,NA,10
"4125","Czechia","CZE",2022-06-24,0,2022-05-09,NA,NA,10
"4126","Czechia","CZE",2022-06-25,1,2022-05-09,NA,NA,11
"4127","Czechia","CZE",2022-06-26,0,2022-05-09,NA,NA,11
"4128","Czechia","CZE",2022-06-27,0,2022-05-09,NA,NA,11
"4129","Czechia","CZE",2022-06-28,0,2022-05-09,NA,NA,11
"4130","Czechia","CZE",2022-06-29,0,2022-05-09,NA,NA,11
"4131","Czechia","CZE",2022-06-30,0,2022-05-09,NA,NA,11
"4132","Czechia","CZE",2022-07-01,2,2022-05-09,NA,NA,13
"4133","Czechia","CZE",2022-07-02,0,2022-05-09,NA,NA,13
"4134","Czechia","CZE",2022-07-03,0,2022-05-09,NA,NA,13
"4135","Czechia","CZE",2022-07-04,2,2022-05-09,NA,NA,15
"4136","Czechia","CZE",2022-07-05,0,2022-05-09,NA,NA,15
"4137","Czechia","CZE",2022-07-06,0,2022-05-09,NA,NA,15
"4138","Czechia","CZE",2022-07-07,1,2022-05-09,NA,NA,16
"4139","Czechia","CZE",2022-07-08,1,2022-05-09,NA,NA,17
"4140","Czechia","CZE",2022-07-09,1,2022-05-09,NA,NA,18
"4141","Czechia","CZE",2022-07-10,0,2022-05-09,NA,NA,18
"4142","Czechia","CZE",2022-07-11,0,2022-05-09,NA,NA,18
"4143","Czechia","CZE",2022-07-12,0,2022-05-09,NA,NA,18
"4144","Czechia","CZE",2022-07-13,0,2022-05-09,NA,NA,18
"4145","Czechia","CZE",2022-07-14,1,2022-05-09,NA,NA,19
"4146","Czechia","CZE",2022-07-15,0,2022-05-09,NA,NA,19
"4147","Czechia","CZE",2022-07-16,1,2022-05-09,NA,NA,20
"4148","Czechia","CZE",2022-07-17,0,2022-05-09,NA,NA,20
"4149","Czechia","CZE",2022-07-18,3,2022-05-09,NA,NA,23
"4150","Czechia","CZE",2022-07-19,1,2022-05-09,NA,NA,24
"4151","Czechia","CZE",2022-07-20,0,2022-05-09,NA,NA,24
"4152","Czechia","CZE",2022-07-21,1,2022-05-09,NA,NA,25
"4153","Czechia","CZE",2022-07-22,1,2022-05-09,NA,NA,26
"4154","Czechia","CZE",2022-07-23,1,2022-05-09,NA,NA,27
"4155","Czechia","CZE",2022-07-24,1,2022-05-09,NA,NA,28
"4156","Czechia","CZE",2022-07-25,2,2022-05-09,NA,NA,30
"4157","Czechia","CZE",2022-07-26,0,2022-05-09,NA,NA,30
"4158","Czechia","CZE",2022-07-27,0,2022-05-09,NA,NA,30
"4159","Czechia","CZE",2022-07-28,0,2022-05-09,NA,NA,30
"4160","Czechia","CZE",2022-07-29,0,2022-05-09,NA,NA,30
"4161","Czechia","CZE",2022-07-30,1,2022-05-09,NA,NA,31
"4162","Czechia","CZE",2022-07-31,1,2022-05-09,NA,NA,32
"4163","Czechia","CZE",2022-08-01,2,2022-05-09,NA,NA,34
"4164","Czechia","CZE",2022-08-02,1,2022-05-09,NA,NA,35
"4165","Czechia","CZE",2022-08-03,1,2022-05-09,NA,NA,36
"4166","Czechia","CZE",2022-08-04,1,2022-05-09,NA,NA,37
"4167","Czechia","CZE",2022-08-05,0,2022-05-09,NA,NA,37
"4168","Czechia","CZE",2022-08-06,0,2022-05-09,NA,NA,37
"4169","Czechia","CZE",2022-08-07,1,2022-05-09,NA,NA,38
"4170","Czechia","CZE",2022-08-08,2,2022-05-09,NA,NA,40
"4171","Czechia","CZE",2022-08-09,1,2022-05-09,NA,NA,41
"4172","Czechia","CZE",2022-08-10,0,2022-05-09,NA,NA,41
"4173","Czechia","CZE",2022-08-11,0,2022-05-09,NA,NA,41
"4174","Czechia","CZE",2022-08-12,0,2022-05-09,NA,NA,41
"4175","Czechia","CZE",2022-08-13,0,2022-05-09,NA,NA,41
"4176","Czechia","CZE",2022-08-14,3,2022-05-09,NA,NA,44
"4177","Czechia","CZE",2022-08-15,0,2022-05-09,NA,NA,44
"4178","Czechia","CZE",2022-08-16,1,2022-05-09,NA,NA,45
