"","sub_region","location","iso_code","estimate","MSM_size","region","pop2022","prop","imputed","prop_avg"
"221","Western Asia","Cyprus","CYP",NA,12.7651776,"Asia",1251.488,0.0102,12.7651776,0.00778679701101573
"222","Western Asia","Palestine, State of","PSE",NA,NA,"Asia",5250.072,0.00778679701101573,40.8812449572174,0.00778679701101573
"223","Western Asia","Israel","ISR",NA,92.1907518,"Asia",9038.309,0.0102,92.1907518,0.00778679701101573
"224","Western Asia","Iraq","IRQ",NA,453.8604444,"Asia",44496.122,0.0102,453.8604444,0.00778679701101573
"225","Western Asia","Syrian Arab Republic","SYR",10,NA,"Asia",22125.249,0.000451972314526268,10,0.00778679701101573
"226","Western Europe","Belgium","BEL",NA,NA,"Europe",11655.93,0.00908752333771793,105.923535897807,0.00908752333771793
"227","Western Europe","Netherlands","NLD",230,NA,"Europe",17564.014,0.0130949565401166,230,0.00908752333771793
"228","Western Europe","Switzerland","CHE",80,NA,"Europe",8740.472,0.00915282378342954,80,0.00908752333771793
"229","Western Europe","Germany","DEU",750,NA,"Europe",83369.843,0.00899605868275415,750,0.00908752333771793
"230","Western Europe","Liechtenstein","LIE",NA,NA,"Europe",39.327,0.00908752333771793,0.357385030302433,0.00908752333771793
"231","Western Europe","Monaco","MCO",NA,NA,"Europe",36.469,0.00908752333771793,0.331412888603235,0.00908752333771793
"232","Western Europe","Luxembourg","LUX",NA,NA,"Europe",647.599,0.00908752333771793,5.8850710259828,0.00908752333771793
"233","Western Europe","France","FRA",330,NA,"Europe",64626.628,0.00510625434457141,330,0.00908752333771793
"234","Western Europe","Austria","AUT",NA,NA,"Europe",8939.617,0.00908752333771793,81.23897811776,0.00908752333771793
