country,iso3,who_region,who_region_long,reference_date,date_type,cases
Republic of Korea,KOR,WPRO,Western Pacific Region,2022-06-19,Onset,1
Republic of Korea,KOR,WPRO,Western Pacific Region,2022-08-28,Onset,1
