country,iso3,who_region,who_region_long,reference_date,date_type,cases
Viet Nam,VNM,WPRO,Western Pacific Region,2022-09-18,Onset,1
Viet Nam,VNM,WPRO,Western Pacific Region,2022-10-11,Onset,1
