country,iso3,who_region,who_region_long,reference_date,date_type,cases
Bosnia and Herzegovina,BIH,EURO,European Region,2022-07-02,Onset,1
Bosnia and Herzegovina,BIH,EURO,European Region,2022-07-28,Onset,1
Bosnia and Herzegovina,BIH,EURO,European Region,2022-07-30,Onset,1
Bosnia and Herzegovina,BIH,EURO,European Region,2022-08-23,Onset,1
Bosnia and Herzegovina,BIH,EURO,European Region,2022-08-29,Onset,1
Bosnia and Herzegovina,BIH,EURO,European Region,2022-09-13,Onset,1
Bosnia and Herzegovina,BIH,EURO,European Region,2022-09-15,Onset,1
Bosnia and Herzegovina,BIH,EURO,European Region,2022-09-22,Onset,1
Bosnia and Herzegovina,BIH,EURO,European Region,2022-10-04,Onset,1
